docLabel	start	end	count	rank	text
rt2023-3	12298	2274520	33	0.07	active inference
rt2023-3	40152	410576	2	0.07	applied active inference
rt2023-3	1351240	1879240	3	0.07	Active inference ontology
rt2023-3	1300832	1536236	2	0.06	Cultural Landscapes active Inference
rt2023-3	42102	135944	2	0.06	active Inference institute
rt2023-3	1325330	1326968	1	0.06	active generative models
rt2023-3	1310542	1320928	2	0.06	active Blockfrence
rt2023-3	1879400	1881676	1	0.06	active blockfriends robotics
rt2023-3	1254346	1255580	1	0.05	different live streams
rt2023-3	66398	1847540	7	0.05	live streams
rt2023-3	933772	934192	1	0.05	other people
rt2023-3	136242	274548	2	0.05	active inference ecosystem
rt2023-3	1385718	1451924	2	0.05	active inference textbook group
rt2023-3	505838	543300	3	0.05	open source product
rt2023-3	1203386	1455656	2	0.05	many people
