start	end	relevance	label
3540	47300	0.33133214712142944	Technology&Computing>Computing>ComputerSoftwareAndApplications>WebConferencing
3540	47300	0.18538492918014526	Hobbies&Interests>ContentProduction
3540	47300	0.11421463638544083	Education>OnlineEducation
3540	47300	0.02674870565533638	EventsAndAttractions>FanConventions
3540	47300	0.007513407617807388	Technology&Computing>Computing>Internet>InternetForBeginners
3540	47300	0.006438978482037783	MusicAndAudio>TalkRadio
3540	47300	0.005697907879948616	Technology&Computing>Computing>Internet>WebDevelopment
3540	47300	0.004042448475956917	EventsAndAttractions>BusinessExpos&Conferences
3540	47300	0.003437311388552189	VideoGaming>VideoGameGenres>MMOs
3540	47300	0.0031076620798557997	Careers>RemoteWorking
49560	98020	0.69822096824646	Technology&Computing>ArtificialIntelligence
49560	98020	0.029346521943807602	FamilyAndRelationships>Parenting>ParentingBabiesAndToddlers
49560	98020	0.02010883204638958	Education>LanguageLearning
49560	98020	0.012632113881409168	Science
49560	98020	0.010209742933511734	FamilyAndRelationships>Parenting>ParentingChildrenAged4-11
49560	98020	0.008969430811703205	Hobbies&Interests>ParanormalPhenomena
49560	98020	0.0032122796401381493	Religion&Spirituality>Agnosticism
49560	98020	0.0030335881747305393	Religion&Spirituality>Spirituality
49560	98020	0.0029033508617430925	MedicalHealth>DiseasesAndConditions>BrainAndNervousSystemDisorders
49560	98020	0.0025540385395288467	Education>HomeworkAndStudy
99000	138384	0.4916333556175232	Science
99000	138384	0.0795147567987442	Hobbies&Interests>ParanormalPhenomena
99000	138384	0.017717700451612473	Technology&Computing>ArtificialIntelligence
99000	138384	0.015791526064276695	Religion&Spirituality>Agnosticism
99000	138384	0.004876474849879742	Science>Physics
99000	138384	0.004782909993082285	Religion&Spirituality>Astrology
99000	138384	0.004229269456118345	MedicalHealth>DiseasesAndConditions>MentalHealth
99000	138384	0.004218341317027807	Education>EducationalAssessment
99000	138384	0.004075231961905956	Education>HomeworkAndStudy
99000	138384	0.0036108887288719416	Religion&Spirituality>Atheism
138582	172510	0.42264053225517273	Science
138582	172510	0.020125778391957283	Science>Genetics
138582	172510	0.015560410916805267	FamilyAndRelationships>Parenting>ParentingChildrenAged4-11
138582	172510	0.013106174767017365	Technology&Computing>ArtificialIntelligence
138582	172510	0.0054133194498717785	Education>LanguageLearning
138582	172510	0.004470486659556627	Religion&Spirituality>Astrology
138582	172510	0.0037153998855501413	Hobbies&Interests>ParanormalPhenomena
138582	172510	0.003198666498064995	FamilyAndRelationships>Parenting>ParentingBabiesAndToddlers
138582	172510	0.003085177391767502	Religion&Spirituality>Agnosticism
138582	172510	0.0025255014188587666	Science>BiologicalSciences
172960	222696	0.057065825909376144	PersonalFinance>PersonalInvesting
172960	222696	0.016788071021437645	PersonalFinance>PersonalInvesting>Options
172960	222696	0.010915488936007023	Technology&Computing>ArtificialIntelligence
172960	222696	0.005124745424836874	PersonalFinance>PersonalInvesting>HedgeFunds
