text	entity_type		start	end
July 10, 2023	date		11070	13416
Nick Bird	person_name		14462	15252
Samuel Bellini Leitchi	person_name		15774	17668
Sam	person_name		23630	23924
Nick	person_name		33782	33996
professor	occupation		44006	44796
Minajara State University	organization		45222	47300
psychologist	occupation		50202	51232
philosopher	occupation		51376	52496
cognitive science	occupation		54266	55540
Peter Watson	person_name		104314	105344
Kanmen	person_name		148282	148816
Amosverskin	person_name		149082	150660
Psychology	occupation		164292	164852
Evans	person_name		179362	179752
Stanovich	person_name		180018	181020
Watson	person_name		188454	189228
conman	occupation		299140	300092
31	person_age		318910	319324
philosophy	occupation		323218	324120
student	occupation		324818	325292
Linda	person_name		348992	349456
bank teller	occupation		349754	350656
feminist	political_affiliation		354762	355232
Linda	person_name		363582	363956
feminist	political_affiliation		364734	365076
Linda	person_name		365902	366276
bank teller	occupation		366494	367560
Linda	person_name		371698	372056
feminist	political_affiliation		372498	373340
bank teller	occupation		378994	379656
Linda	person_name		385014	385436
bank teller	occupation		385734	386364
feminist	political_affiliation		388118	388748
bank teller	occupation		391158	392240
feminist	political_affiliation		399594	400032
bank teller	occupation		401834	402560
Conan	person_name		461966	462356
Frederick	person_name		462494	463060
logic	occupation		487830	488800
Linda	person_name		491798	492204
arithmetic	occupation		496140	496924
math	occupation		498230	498496
math	occupation		507392	508100
$0.10	money_amount		529922	530664
$0.05	money_amount		538854	539740
one	money_amount		545130	545540
$0.05	money_amount		547664	548272
one	money_amount		549408	549556
ten	money_amount		549674	550230
Jonathan Evans	person_name		682230	683132
neurosciences	occupation		695984	697140
psychologists	occupation		699722	700660
Evans	person_name		711598	712020
Evans insteadovich	person_name		758846	760596
Kunman	person_name		761726	762676
Yavin	person_name		771618	772440
authors	occupation		824386	824792
authors	occupation		830082	830860
Samuels	person_name		918058	918864
philosopher	occupation		919754	920676
dual process theory	occupation		920868	922004
Samuels	person_name		964746	965296
cognitive science	occupation		1024542	1025364
philosopher	occupation		1029358	1029796
Jared Schroder	person_name		1029828	1030760
process theory	occupation		1053926	1054960
physics	occupation		1105622	1106220
biology	occupation		1107174	1107776
cognitive scientists	occupation		1212160	1213700
photo	person_name		1216506	1216896
cognitive science	occupation		1220074	1221232
Photo	person_name		1233954	1234536
cognitive science	occupation		1236786	1237848
cognitive science	occupation		1241810	1242792
contest science	occupation		1261478	1262492
contra science	occupation		1266278	1267104
AI	occupation		1268640	1269380
cognitive science	occupation		1280620	1282120
Alan Newell	person_name		1286882	1288232
Herbert Simon	person_name		1288626	1289768
Photer	person_name		1359214	1359732
Stan	person_name		1366140	1366596
psychology	occupation		1389402	1390064
behaviorist	occupation		1393242	1394448
cognitive psychology	occupation		1400734	1401812
cognitive psychology	occupation		1405230	1406520
RSD	person_name		1571666	1572152
Communric	person_name		1583308	1584620
Clark	person_name		1658702	1659044
Clark	person_name		1697082	1697424
theory	occupation		1811090	1811740
Chan	person_name		1824722	1824972
Keith	person_name		1826822	1827520
dual process theory theorists	occupation		1842298	1844544
theory	occupation		1852830	1853252
active entrance institute	organization		1981828	1983274
conman	person_name		2089092	2089870
Newman Simon	person_name		2183092	2184350
Newell	person_name		2197368	2198030
Newell	person_name		2236420	2236894
detective	occupation		2252188	2253030
psychology	occupation		2388632	2389490
theory	occupation		2412080	2412810
Clark	person_name		2446070	2446930
psychology	occupation		2641032	2641742
Active Inference Institute	organization		2718688	2720678
psychology	occupation		2880612	2881546
Turing	person_name		2942872	2943454
Alan Turing	person_name		2953052	2953938
Turing	person_name		2961004	2961314
Turing	person_name		3042248	3042622
Clark	person_name		3080610	3080984
photo pilotians	occupation		3179760	3180852
dual process theory	occupation		3237222	3238640
math	occupation		3314462	3314776
Chattbc	organization		3454922	3455676
psychology	occupation		3546858	3547392
Duprose	person_name		3547594	3548128
psychology	occupation		3558718	3559140
psychology	occupation		3598858	3599568
AI	occupation		3600026	3600480
cognitive	occupation		3615420	3615924
ist	occupation		3615972	3616612
psychology	occupation		3740922	3741780
psychology	occupation		3748538	3749296
Galileans	nationality		3893856	3894464
Sand	person_name		3899160	3900048
Nick	person_name		3935462	3935852
Samuel	person_name		3944042	3944752
Nick Bird	person_name		3955108	3955508
Stevens Institute of Technology	organization		3955982	3958250
New York City	location		3959278	3959832
philosophy	occupation		3964558	3965076
quantitative social science	occupation		3965278	3966496
music	occupation		3967778	3968012
visual arts	occupation		3968322	3968936
philosophy	occupation		3972562	3973224
quantitative social science	occupation		3973522	3974792
Conneman Tversky	person_name		3991320	3992576
Mercier	person_name		3992842	3993376
Sperber	person_name		3993578	3994420
Samuel	person_name		4000602	4000976
philosophy	occupation		4006734	4007108
economan	person_name		4025266	4025768
diversky	person_name		4025874	4026408
computer science	occupation		4048298	4049120
cognitive science	occupation		4050778	4051712
Samuel	person_name		4056542	4057156
Dr	occupation		4152702	4153176
Bellini Leiche	person_name		4153278	4154840
Bellini Le	person_name		4158414	4159396
Frank	nationality		4159598	4160228
Samuel	person_name		4180518	4181116
Keith Franklin	person_name		4466642	4467592
Daniel	person_name		4531320	4531918
AI specialist	occupation		4608688	4610250
Frisons	person_name		4626516	4627082
nick	person_name		4642632	4643182
Professors	occupation		4662510	4663142
Walker	person_name		4663206	4663702
Monriquez	person_name		4665230	4666086
Pristine	person_name		4666736	4667334
cognitive paleoanthropology	occupation		4670212	4672202
type one	medical_condition		4689736	4690306
type two	medical_condition		4690488	4691300
cognitive sciences	occupation		4789048	4790210
theory	occupation		4828004	4828410
theory	occupation		4829524	4830058
psychology	occupation		4865632	4866246
Nick	person_name		4957308	4957526
psychology	occupation		4960368	4960822
AI	occupation		5257148	5257506
math people	occupation		5260188	5260882
Nick	person_name		5265630	5266086
Daniel Dennett	person_name		5518832	5520270
Darwin	person_name		5522836	5523386
addiction	medical_condition		5959842	5960594
hallucination	medical_condition		6024122	6024746
Nick	person_name		6030532	6030906
evans	person_name		6079092	6080030
Nick	person_name		6176756	6177194
Dr	occupation		6195560	6196020
Bellini	person_name		6196090	6196528
Lighte	person_name		6196544	6196992
Daniel	person_name		6197786	6198420
Sam	person_name		6210400	6210952
