docLabel	sp	myTime	myTimeDisplay	myTimeSRT
gs047-1	A	3540	00:03	00:00:03,537
gs047-1	A	30460	00:30	00:00:30,143
gs047-1	A	4256948	1:10:56	01:10:56,978
gs047-1	A	4433014	1:13:53	01:13:53,559
gs047-1	A	4605150	1:16:45	01:16:45,101
gs047-1	A	4766430	1:19:26	01:19:26,053
gs047-1	A	4812350	1:20:12	01:20:12,093
gs047-1	A	5082390	1:24:42	01:24:42,339
gs047-1	A	5409154	1:30:09	01:30:09,630
gs047-1	A	5675970	1:34:35	01:34:35,872
gs047-1	A	5757318	1:35:57	01:35:57,948
gs047-1	A	6073330	1:41:13	01:41:13,228
gs047-1	A	6183800	1:43:03	01:43:03,326
gs047-1	A	6242726	1:44:02	01:44:02,379
gs047-1	B	23188	00:23	00:00:23,416
gs047-1	B	3932980	1:05:32	01:05:32,039
gs047-1	B	4554350	1:15:54	01:15:54,652
gs047-1	B	4641270	1:17:21	01:17:21,402
gs047-1	B	4776356	1:19:36	01:19:36,063
gs047-1	B	4988950	1:23:08	01:23:08,251
gs047-1	B	5265630	1:27:45	01:27:45,504
gs047-1	B	5514910	1:31:54	01:31:54,729
gs047-1	B	5721104	1:35:21	01:35:21,912
gs047-1	B	6029490	1:40:29	01:40:29,190
gs047-1	B	6061638	1:41:01	01:41:01,216
gs047-1	B	6174290	1:42:54	01:42:54,323
gs047-1	B	6209120	1:43:29	01:43:29,352
gs047-1	C	3942602	1:05:42	01:05:42,135
gs047-1	C	4392280	1:13:12	01:13:12,152
gs047-1	C	4526530	1:15:26	01:15:26,375
gs047-1	C	5293384	1:28:13	01:28:13,526
gs047-1	C	6039830	1:40:39	01:40:39,200
gs047-1	C	6196090	1:43:16	01:43:16,339
gs047-1	C	6253340	1:44:13	01:44:13,390
