text	entity_type		start	end
June 19, 2023	date		8522	10718
Maxwell Ramstead	person_name		14756	15786
Mal Abarasan	person_name		15988	17066
Maxwell	person_name		18532	19338
Mao	person_name		19924	20266
Maxwell	person_name		35682	36630
Maxwell Ramstead	person_name		46832	48086
director of Research	occupation		49232	50602
AI	organization		51494	52270
scholar	occupation		55076	55642
mao	person_name		62708	63194
Malva Hasan	person_name		67908	68862
Versus	organization		69592	69934
Maxwell	person_name		70168	70686
Director of Product for Research and development	occupation		71406	74718
cognitive computing	occupation		76488	77874
social sciences	occupation		79196	80370
artificial intelligence	occupation		82010	83314
artificial intelligence	occupation		83644	84754
philosophy	occupation		98192	98806
Mal	person_name		103758	104440
Mao	person_name		109218	109656
Mao	person_name		152540	153092
authors	occupation		155090	155464
authors	occupation		170438	171132
Mao	person_name		172550	173324
Adam Saffron	person_name		174102	175020
Alex Keefer	person_name		175100	175772
Brendan Klein	person_name		175836	176604
Chris Fields	person_name		176652	177688
Carl Friston	person_name		178122	179300
authors	occupation		183530	184128
human neurophysiology	occupation		215816	217680
neuroanatomy	occupation		256552	257768
Vanya Visa	person_name		334480	335940
Vanya	person_name		342526	343492
consciousness studies	occupation		347438	348324
Vanya	person_name		371574	372076
Active Inference Institute	organization		436698	438420
physics	occupation		444462	444948
mechanics	occupation		448084	448644
science	occupation		459698	460540
dynamics	occupation		466598	467600
dynamical systems theory	occupation		469228	470604
dynamics	occupation		475542	476400
Kepler	person_name		478182	478636
Galileo	person_name		478854	479552
dynamics	occupation		481018	481648
Mechanics	occupation		487080	488064
Kepler	person_name		490414	490948
Galileo	person_name		491054	491636
Newton	person_name		491838	492404
classical mechanics	occupation		506240	507592
galileo	person_name		516134	517020
kepler	person_name		517318	517884
newton	person_name		522870	523340
mechanics	occupation		529802	530304
classical mechanics	occupation		531642	532768
classical mechanics	occupation		562770	563960
mechanics	occupation		570998	571644
Bayesian mechanics	occupation		573606	574876
Bayesian mechanics	occupation		579226	580496
classical mechanics	occupation		582298	583620
Bayesian mechanics	occupation		584490	585504
physics	occupation		585898	586176
physics	occupation		590670	591172
philosophy	occupation		632826	633840
dynamical systems theory	occupation		695038	696244
mechanics	occupation		887776	888304
Mala	person_name		945438	945924
Chris Fields	person_name		964418	965548
Jim Glazebrook	person_name		965644	966684
theoret	occupation		970422	971084
quantum mechanics	occupation		975878	976860
information theory	occupation		981760	982752
quantum mechanics	occupation		983818	984896
quantum information theory	occupation		1013906	1016540
physics	occupation		1086650	1087440
odynamics	occupation		1094484	1095508
quantum mechanics	occupation		1136042	1137088
Tupac	person_name		1149854	1150324
Super Bowl	event		1153278	1153716
Chris Fields	person_name		1206338	1207256
Jim Glazebrook	person_name		1207288	1208136
Mike Levin	person_name		1208274	1208984
integrated information theory	occupation		1268726	1270640
Neurophysiology	occupation		1288538	1289712
Mao	person_name		1290958	1291332
Ali	person_name		1316162	1316664
co author	occupation		1317442	1318312
Mao	person_name		1324230	1324524
Mao	person_name		1343998	1344404
French	language		1355538	1355816
French	language		1356594	1356856
neurophysiology	occupation		1373388	1374236
neurophysiology	occupation		1429766	1430636
Fields	person_name		1502720	1503592
Inesh Ipolito	person_name		1511554	1512744
Inesh	person_name		1638442	1638976
COVID	medical_condition		1928106	1928848
Ne	political_affiliation		2009288	2010700
COVID	medical_condition		2070502	2071132
Malana	person_name		2103732	2104356
Dan	person_name		2158834	2159272
AWI	event		2163920	2164984
Daniel	person_name		2175522	2175944
Maxwell	person_name		2198986	2199536
Mao	person_name		2199738	2200064
ppsychism	occupation		2224296	2225896
FEP	organization		2288678	2289036
Maria	person_name		2316798	2317240
Antarctica	location		2325842	2326616
Mao	person_name		2369784	2370216
panpsychism	political_affiliation		2382550	2383564
Google	organization		2640862	2641160
Ali	person_name		2645298	2645576
Newtonian physics	occupation		2916986	2918144
Miguel Aguilera	person_name		2931278	2932292
Ali	person_name		2964486	2964796
psychotic	medical_condition		2983774	2985000
Maxwell	person_name		2987022	2987396
Ali	person_name		3028970	3029392
Carl	person_name		3050498	3050776
