docLabel	start	end	count	rank	text
gs045-1B	6009018	6010362	1	0.1	large scale systems
gs045-1B	6061176	6062446	1	0.1	nested parts
gs045-1B	6022012	6022802	1	0.08	belief sharing
gs045-1B	6050276	6051550	1	0.07	different scales
gs045-1B	6016490	6017274	1	0.07	interaction
gs045-1B	6049188	6049882	2	0.07	interaction
gs045-1B	6024988	6025394	1	0.07	blankets
gs045-1B	6035804	6036342	2	0.07	blankets
gs045-1B	6065352	6068258	1	0.06	superordinate entity level
gs045-1B	6024588	6024774	1	0.06	mark
gs045-1B	6035452	6035606	2	0.06	mark
gs045-1B	6025442	6026194	1	0.06	et cetera
gs045-1B	6022866	6023618	1	0.06	propagation
gs045-1B	5997972	5998426	1	0.06	Maxwell
gs045-1B	6046370	6047120	1	0.06	information
gs045-1B	6086716	6087750	1	0.06	perception
gs045-1B	6105284	6105820	1	0.06	larger system
gs045-1B	6007268	6007502	1	0.05	work
