"Start Time","End Time","Transcript"
"00;00;26;27","00;00;27;07","Hello"
"00;00;27;07","00;00;27;13","and"
"00;00;27;13","00;00;27;24","welcome,"
"00;00;27;24","00;00;28;22","everyone."
"00;00;28;25","00;00;29;12","This is"
"00;00;29;12","00;00;29;25","active"
"00;00;29;25","00;00;30;05","flight"
"00;00;30;05","00;00;30;11","live"
"00;00;30;11","00;00;30;22","stream"
"00;00;30;22","00;00;31;03","number"
"00;00;31;03","00;00;32;26","36.2."
"00;00;32;26","00;00;33;07","It's"
"00;00;33;07","00;00;33;26","January"
"00;00;33;26","00;00;34;23","26,"
"00;00;34;23","00;00;37;00","2022."
"00;00;37;09","00;00;37;20","Welcome"
"00;00;37;20","00;00;38;02","to"
"00;00;38;02","00;00;38;13","Active"
"00;00;38;13","00;00;38;23","Inference"
"00;00;38;23","00;00;39;09","LARP."
"00;00;39;21","00;00;40;07","We are a"
"00;00;40;07","00;00;41;06","participatory"
"00;00;41;06","00;00;41;21","online"
"00;00;41;21","00;00;42;03","lab"
"00;00;42;03","00;00;42;15","that is"
"00;00;42;15","00;00;43;10","communicating,"
"00;00;43;10","00;00;43;26","learning"
"00;00;43;26","00;00;44;02","and"
"00;00;44;02","00;00;44;24","practicing"
"00;00;44;24","00;00;45;07","applied"
"00;00;45;07","00;00;45;17","active"
"00;00;45;17","00;00;46;15","inference."
"00;00;46;15","00;00;46;19","You"
"00;00;46;19","00;00;46;23","can"
"00;00;46;23","00;00;47;04","find us"
"00;00;47;04","00;00;47;11","at the"
"00;00;47;11","00;00;47;24","links"
"00;00;47;24","00;00;48;01","here"
"00;00;48;01","00;00;48;08","on this"
"00;00;48;08","00;00;49;01","page."
"00;00;49;19","00;00;50;20","This is a recorded"
"00;00;50;20","00;00;50;24","and"
"00;00;50;24","00;00;51;12","an archived"
"00;00;51;12","00;00;51;19","live"
"00;00;51;19","00;00;52;07","stream,"
"00;00;52;09","00;00;52;16","so"
"00;00;52;16","00;00;52;24","please"
"00;00;52;24","00;00;53;03","provide"
"00;00;53;03","00;00;53;06","us"
"00;00;53;06","00;00;53;23","with feedback"
"00;00;53;23","00;00;53;28","so"
"00;00;53;28","00;00;54;03","we can"
"00;00;54;03","00;00;54;18","improve"
"00;00;54;18","00;00;54;22","our"
"00;00;54;22","00;00;55;10","work."
"00;00;56;03","00;00;56;09","All"
"00;00;56;09","00;00;56;27","backgrounds"
"00;00;56;27","00;00;57;01","and"
"00;00;57;01","00;00;57;19","perspectives"
"00;00;57;19","00;00;57;24","are"
"00;00;57;24","00;00;58;17","welcome"
"00;00;58;20","00;00;59;01","and"
"00;00;59;01","00;00;59;04","we'll"
"00;00;59;04","00;00;59;08","be"
"00;00;59;08","00;00;59;28","following"
"00;00;59;28","00;01;00;09","good"
"00;01;00;09","00;01;00;17","video"
"00;01;00;17","00;01;01;07","etiquette"
"00;01;01;07","00;01;01;11","for"
"00;01;01;11","00;01;01;17","live"
"00;01;01;17","00;01;02;09","streams."
