start	end	sentNum	speaker	confidence	wordPosSent	wordPosDoc	text
90	640	1	A	0.12549	1	1	You.
1170	1582	2	A	0.94924	1	2	Hello
1636	2142	2	A	0.99995	2	3	everyone.
2276	2714	3	A	0.98709	1	4	It's
2762	3482	3	A	0.97	2	5	october
3626	4442	3	A	0.92	3	6	14,
4586	5840	3	A	0.87	4	7	2022.
6690	7194	4	A	0.9136	1	8	We're
7242	7840	4	A	0.84	2	9	in
13790	14294	4	A	0.9942	3	10	meeting
14342	14940	4	A	1.0	4	11	20.
15310	15766	5	A	0.98263	1	12	We're
15798	15898	5	A	1.0	2	13	in
15904	16074	5	A	0.86962	3	14	our
16112	16362	5	A	1.0	4	15	second
16416	16806	5	A	0.99998	5	16	discussion
16838	16986	5	A	1.0	6	17	of
17008	17366	5	A	0.99996	7	18	chapter
17398	17930	5	A	0.56	8	19	eight.
18080	18346	6	A	0.99992	1	20	We
18368	18554	6	A	0.69485	2	21	have
18592	18746	6	A	0.78	3	22	a
18768	19340	6	A	0.99271	4	23	few
19950	20774	6	A	0.9998	5	24	topics
20902	21386	6	A	0.75	6	25	and
21488	21994	6	A	0.58223	7	26	points
22112	22394	6	A	1.0	8	27	in
22432	22774	6	A	0.9772	9	28	chapter
22822	23370	6	A	0.97	10	29	eight
23520	23786	6	A	1.0	11	30	and
23808	24090	6	A	0.7	12	31	then
24160	24490	6	A	0.99983	13	32	maybe
24560	24746	6	A	0.99973	14	33	we
24768	25340	6	A	0.97704	15	34	can
26190	27046	6	A	0.83803	16	35	preview
27238	28050	6	A	0.94871	17	36	some
28240	29086	6	A	0.99864	18	37	chapter
29198	29762	6	A	1.0	19	38	nine
29896	30482	6	A	0.99	20	39	and
30616	31010	6	A	0.99989	21	40	have
31080	31218	6	A	0.99	22	41	a
31224	31346	6	A	0.99456	23	42	lot
31368	31458	6	A	1.0	24	43	of
31464	31682	6	A	0.97204	25	44	space
31736	31906	6	A	0.99891	26	45	for
31928	32114	6	A	0.99869	27	46	any
32152	32738	6	A	0.99991	28	47	other
32904	33390	6	A	0.88809	29	48	foster
33470	34146	6	A	0.9999	30	49	questions
34328	34770	6	A	0.99997	31	50	people
34840	35266	6	A	0.80799	32	51	are
35368	35874	6	A	0.58337	33	52	having
35992	36660	6	A	0.95601	34	53	so
37270	37586	6	A	0.99992	35	54	we
37608	37794	6	A	0.99952	36	55	can
37832	38046	6	A	0.99997	37	56	jump
38078	38322	6	A	0.55	38	57	to
38376	38594	6	A	1.0	39	58	the
38632	38978	6	A	0.99982	40	59	questions
39064	39362	6	A	0.82	41	60	and
39416	39634	6	A	0.99993	42	61	look
39672	39874	6	A	1.0	43	62	at
39912	40500	6	A	1.0	44	63	the
43370	43954	6	A	0.99663	45	64	written
44002	44354	6	A	0.7075	46	65	chapter
44402	44566	6	A	1.0	47	66	eight
44588	44966	6	A	0.99987	48	67	questions.
45068	45670	7	A	0.99986	1	68	Or
45820	46182	7	A	0.66919	2	69	does
46236	46550	7	A	0.99986	3	70	anyone
46620	46854	7	A	0.60288	4	71	want
46892	47480	7	A	0.95	5	72	to
48490	49074	7	A	0.9932	6	73	suggest
49122	49286	7	A	1.0	7	74	a
49308	49494	7	A	1.0	8	75	point
49532	49686	7	A	1.0	9	76	for
49708	49846	7	A	1.0	10	77	us
49868	50006	7	A	1.0	11	78	to
50028	50166	7	A	0.99999	12	79	go
50188	50760	7	A	0.65	13	80	to
60200	60612	7	A	0.99961	14	81	last
60666	60980	7	A	0.99955	15	82	time?
61050	61284	8	A	0.81416	1	83	We
61322	61524	8	A	0.99977	2	84	know
61562	61956	8	A	0.99997	3	85	that
62058	62324	8	A	0.99992	4	86	some
62362	62516	8	A	1.0	5	87	of
62538	62820	8	A	1.0	6	88	the
62890	63296	8	A	0.97519	7	89	areas
63328	63476	8	A	0.99997	8	90	we
63498	63684	8	A	0.99696	9	91	wanted
63722	63828	8	A	1.0	10	92	to
63834	64004	8	A	0.99995	11	93	pick
64042	64244	8	A	0.9997	12	94	up
64282	64870	8	A	0.99922	13	95	on
66200	66960	8	A	0.89551	14	96	involved
67040	67670	8	A	0.80534	15	97	learning
68040	68452	8	A	0.93	16	98	and
68506	69232	8	A	0.99164	17	99	hierarchical
69296	69756	8	A	0.9964	18	100	modeling
69808	69976	8	A	1.0	19	101	and
69998	70484	8	A	0.984	20	102	hybrid
70532	71400	8	A	0.9982	21	103	modeling.
96020	96528	9	A	0.96	1	104	One
96614	96960	9	A	0.99993	2	105	question
97030	97264	9	A	0.95635	3	106	that
97302	97504	9	A	0.99817	4	107	came
97542	97744	9	A	0.90716	5	108	up,
97782	97936	9	A	1.0	6	109	I
97958	98530	9	A	0.99993	7	110	think
98900	99312	9	A	0.99994	8	111	here,
99366	99584	9	A	1.0	9	112	but
99622	99824	9	A	0.99973	10	113	maybe
99862	100016	9	A	0.99966	11	114	we
100038	100320	9	A	0.99987	12	115	can
100390	101052	9	A	0.9976	13	116	revisit
101116	101788	9	A	0.99976	14	117	is
101974	102324	9	A	0.59	15	118	the
102362	103360	9	A	0.55723	16	119	birdsong
103440	104070	9	A	0.7603	17	120	model
106040	106452	9	A	0.83852	18	121	is
106506	106944	9	A	0.99972	19	122	widely
106992	107424	9	A	0.53705	20	123	pointed
107472	107732	9	A	1.0	21	124	at
107786	108148	9	A	0.988	22	125	as
108234	108484	9	A	0.53	23	126	an
108522	108868	9	A	1.0	24	127	example
108954	109156	9	A	1.0	25	128	of
109178	109412	9	A	0.99996	26	129	how
109466	110112	9	A	0.99406	27	130	communication
110176	110404	9	A	0.98571	28	131	is
110442	110992	9	A	0.88695	29	132	modeled
111056	111764	9	A	1.0	30	133	in
111962	112448	9	A	0.99856	31	134	active
112464	112896	9	A	0.94215	32	135	inference
112928	113124	9	A	0.58515	33	136	or
113162	113364	9	A	0.99962	34	137	for
113402	113648	9	A	0.99963	35	138	active
113664	114028	9	A	0.98838	36	139	inference
114064	114760	9	A	0.99995	37	140	entities.
