"Speaker Name","Start Time","End Time","Transcript"
"Unknown","00;00;29;14","00;01;02;10","Right. Hello and welcome, everyone. It is just adjusting things. It is May 4th. May the fourth of 20 to be with you. And we're here in active live stream number 43.12. I don't know how you do it with always joining during the theme song welcome to the Active Lab. We're a participatory online lab that is communicating, learning and practicing applied active inference."
"Unknown","00;01;02;23","00;01;31;11","You can find us at links on this slide. This is recorded in an archived live stream, so please provide us with feedback so we can improve our work all backgrounds and perspectives are welcome and we'll be following video etiquette for live streams. Check out active inference dot org if you want to learn more about what's happening in the lab and get involved and participate in the live streams or any other activities all right."
"Unknown","00;01;31;21","00;02;03;29","Well, we're here in live stream number 43.1 and are continuing the discussion of the paper predictive coding a theoretical and experimental review by Barron Milledge and yourself and Christopher Buckley in 43.0 with Maria We went over some of the background and context and did like a first pass on various aspects of the paper, but by no means exhaustive it because it's a long and very intricate paper."
"Unknown","00;02;03;29","00;02;29;02","And also it touches on a ton of other areas of more general interest. So there's a lot to discuss and in the 43.1 today, we'll see where things go. If you're watching live, it would be awesome to have any questions in the live chat. Otherwise we will just start with some introductions and pick up with whatever people are finding salient and exciting."
"Unknown","00;02;29;25","00;03;11;00","So we'll just start by saying hello and going from there. I'm Daniel and I'm a researcher in California, and thanks a lot blue for joining I'm Blue. I'm a researcher in New Mexico. And yeah, I'm excited to be here today. This paper was really intricate and detailed and provided a lot of background that I don't have because there are so many active papers that I want to read, but I don't have time to get to them all because I like to read things very thoroughly and slowly and carefully and look up the things that I don't know."
"Unknown","00;03;11;00","00;03;40;08","And the references traveled down the scientific rabbit hole, so to speak. So yeah, this was a good paper that kind of helped me know shirk all those active responsibilities that I have and came out with more questions than answers, which is always a good sign of a good paper. Awesome. Well, how about going into the paper what questions did you have?"
"Unknown","00;03;40;08","00;04;26;19","And maybe we'll get to how our questions evolved, but what were you expecting to find in the paper and what questions were motivating you to seek it? So I always have had a hard time. Like, what is the difference between predictive coding variational Bayes and Actin Right? And like, I was really hoping that the paper would kind of lay that out for me and like know so like, I mean, I kind of got a good historical overview of how they all are interlocking and overlapping which I didn't know before because, you know, all these things, none of them are simple and there are intricate details in all of them."
"Unknown","00;04;26;20","00;05;05;08","Like you know, that I don't know all the details, ins and outs, but I think that this gave a very good like historical overview of how these things kind of layer into a nice little sandwich great. Definitely a good starting place. Let's also add Bayesian brain there to the mix and start to look at maybe some similarities too, because they're not exactly like addressing the same area and they're compatible, often more compatible than not."
"Unknown","00;05;05;08","00;05;34;05","So getting at what distinguishes them is very important. And like one way that that happened and it came up in the dot zero was so much of the paper was dealing with inference on the relationship between observations and on observed latent states. So think like trying to infer the temperature of the room given the thermometer readings and that was so much of the paper."
"Unknown","00;05;34;16","00;06;17;07","And then action comes into the picture in section four or five. It's like predictive coding the authors write can also be extended to include action allowing for predictive coding agents to undertake adaptive actions without any major change to their fundamental algorithms. But that's 50 equations deep. And so it was very interesting to see like if those 50 equations are kind of like the stem, I know that the equations are not sequential and building on each other in all of these cases, but then action gets tucked into a bigger picture very seamlessly."
"Unknown","00;06;17;16","00;06;46;26","And I think that speaks to the the relevance of distinguishing how they're similar and difference and why it matters, I guess. So how should we even begin to look at that? So even action actually came up earlier in the paper before 4.5. So action came up in a section 2.3 with dynamical predictive coding and generalized coordinates. And this I thought was a really good example."
"Unknown","00;06;47;00","00;07;15;27","Like I was craving and still am craving like a really simple example. Like, like it's one thing and we talk about the equations, we go through all the letters and compare this and that, but it would be really great to see a super simple example works to like from start to finish using all of these observable states latency, complexity, accuracy, like it would be really great to see that at some point."
"Unknown","00;07;16;28","00;07;43;18","And if you're listening to this livestream and want to come on and give like a guest tutorial on like how do we actually work these equations into some very simple problem that we can solve in real life? Like I would be more than happy to facilitate that presentation. Yeah. Because I can't even like I can't jump from like all these equations into like how does that apply?"
"Unknown","00;07;45;07","00;08;19;16","But even in 2.3, this was kind of a good a good a good ish example, a real life example about like inferring, you know, the velocity and the acceleration and the jerk just give in that the observed coordinates. So that was kind of and it talks here about also free action, which I've not heard before. So instead of minimizing the variation of free energy, it says we must instead minimize the free action, which is F bar."
"Unknown","00;08;20;18","00;08;43;09","And I've not seen or heard it referred to in that way, but it's modeling like time series of observations so like, you know, you know, the coordinates set time one time to time, three of the swinging pendulum, for example. So, you know, this coordinates and you can kind of guess you know, how fast is the objects moving. And you can infer these other is other variables."
