key	relevance
Technology&Computing>ArtificialIntelligence	1.0
Sports>HuntingAndShooting	0.3447103500366211
Technology&Computing>Computing>ComputerSoftwareAndApplications>Databases	0.298368364572525
Technology&Computing>Computing>ProgrammingLanguages	0.2902929186820984
Science>Physics	0.24669255316257477
Automotive>AutoTechnology>AutoNavigationSystems	0.21847371757030487
Technology&Computing>Computing>DataStorageAndWarehousing	0.16871024668216705
Education>OnlineEducation	0.16690172255039215
Technology&Computing>Robotics	0.15048933029174805
Science>SpaceAndAstronomy	0.12697945535182953
Hobbies&Interests>GamesAndPuzzles	0.12364805489778519
Technology&Computing>Computing>ComputerSoftwareAndApplications>WebConferencing	0.10666649788618088
VideoGaming>VideoGameGenres>PuzzleVideoGames	0.0912739709019661
Hobbies&Interests>GamesAndPuzzles>BoardGamesAndPuzzles	0.08866579085588455
Technology&Computing>Computing>Internet>InternetOfThings	0.08298704773187637
Hobbies&Interests>ContentProduction>Screenwriting	0.07756922394037247
Home&Garden>Landscaping	0.07626760751008987
Science>Environment	0.07191666215658188
MedicalHealth>DiseasesAndConditions>BrainAndNervousSystemDisorders	0.06352779269218445
Technology&Computing>Computing>ComputerSoftwareAndApplications>DigitalAudio	0.06321313977241516
