"Start Time","End Time","Transcript"
"00;00;08;04","00;00;08;24","Hello."
"00;00;08;24","00;00;09;08","Welcome"
"00;00;09;08","00;00;09;22","to the"
"00;00;09;22","00;00;10;03","Active"
"00;00;10;03","00;00;10;17","Inference"
"00;00;10;17","00;00;10;25","Live"
"00;00;10;25","00;00;11;08","Stream."
"00;00;11;08","00;00;11;18","This is"
"00;00;11;18","00;00;11;28","Active"
"00;00;11;28","00;00;12;08","Inference"
"00;00;12;08","00;00;12;15","Live"
"00;00;12;15","00;00;12;29","stream"
"00;00;12;29","00;00;13;14","number"
"00;00;13;14","00;00;14;26","19.0"
"00;00;14;26","00;00;15;07","on"
"00;00;15;07","00;00;18;00","April 1st 2021."
"00;00;18;00","00;00;18;10","Welcome"
"00;00;18;10","00;00;18;17","to the"
"00;00;18;17","00;00;18;27","Active"
"00;00;18;27","00;00;19;09","Inference"
"00;00;19;09","00;00;19;25","Lab."
"00;00;19;25","00;00;20;12","We are"
"00;00;20;12","00;00;20;17","a"
"00;00;20;17","00;00;21;13","participatory"
"00;00;21;13","00;00;21;27","online"
"00;00;21;27","00;00;22;12","lab"
"00;00;22;12","00;00;23;05","that is"
"00;00;23;05","00;00;24;00","communicating,"
"00;00;24;00","00;00;24;14","learning"
"00;00;24;14","00;00;24;20","and"
"00;00;24;20","00;00;25;16","practicing"
"00;00;25;16","00;00;25;29","applied"
"00;00;25;29","00;00;26;08","active"
"00;00;26;08","00;00;27;00","inference."
"00;00;27;00","00;00;27;03","You"
"00;00;27;03","00;00;27;08","can"
"00;00;27;08","00;00;27;22","find us"
"00;00;27;22","00;00;29;01","at our links"
"00;00;29;01","00;00;29;26","here."
"00;00;30;06","00;00;30;17","This is a"
"00;00;30;17","00;00;31;01","recorded"
"00;00;31;01","00;00;31;08","and"
"00;00;31;08","00;00;31;24","archived"
"00;00;31;24","00;00;32;01","live"
"00;00;32;01","00;00;32;12","stream,"
"00;00;32;12","00;00;32;19","so"
"00;00;32;19","00;00;32;29","please"
"00;00;32;29","00;00;33;07","provide"
"00;00;33;07","00;00;33;10","us"
"00;00;33;10","00;00;33;28","with feedback"
"00;00;33;28","00;00;34;04","so"
"00;00;34;04","00;00;34;06","that"
"00;00;34;06","00;00;34;17","we can"
"00;00;34;17","00;00;35;02","improve"
"00;00;35;02","00;00;35;06","on"
"00;00;35;06","00;00;35;26","our work"
"00;00;36;08","00;00;37;02","all backgrounds"
"00;00;37;02","00;00;37;09","and"
"00;00;37;09","00;00;37;28","perspectives"
"00;00;37;28","00;00;38;02","are"
"00;00;38;02","00;00;38;26","welcome"
"00;00;38;26","00;00;39;02","and"
"00;00;39;02","00;00;39;07","we'll"
"00;00;39;07","00;00;39;10","be"
"00;00;39;10","00;00;40;00","following"
"00;00;40;00","00;00;40;17","good"
"00;00;40;17","00;00;41;00","video"
"00;00;41;00","00;00;41;17","etiquette"
"00;00;41;17","00;00;41;23","for"
"00;00;41;23","00;00;42;01","live"
"00;00;42;01","00;00;42;25","streams"
"00;00;42;25","00;00;43;03","as"
"00;00;43;03","00;00;43;15","outlined"
"00;00;43;15","00;00;43;20","in"
"00;00;43;20","00;00;43;24","this"
"00;00;43;24","00;00;45;00","checklist."
"00;00;46;22","00;00;48;07","This is the schedule"
"00;00;48;07","00;00;48;14","that"
"00;00;48;14","00;00;48;20","we've"
"00;00;48;20","00;00;48;29","had"
"00;00;48;29","00;00;49;14","so far"
"00;00;49;14","00;00;49;19","for"
"00;00;49;19","00;00;50;21","2021"
"00;00;50;21","00;00;51;12","and"
"00;00;51;12","00;00;51;28","the"
"00;00;51;28","00;00;52;15","upcoming"
"00;00;52;15","00;00;52;20","two"
"00;00;52;20","00;00;53;08","discussions"
"00;00;53;08","00;00;53;15","on"
"00;00;53;15","00;00;54;08","April 6th"
"00;00;54;08","00;00;54;16","and"
"00;00;54;16","00;00;55;17","the 13th"
"00;00;55;17","00;00;55;25","will"
"00;00;55;25","00;00;56;08","be"
"00;00;56;08","00;00;56;17","number"
"00;00;56;17","00;00;57;08","19.1"
"00;00;57;08","00;00;57;10","and"
"00;00;57;10","00;00;57;16","point"
"00;00;57;16","00;00;57;26","two"
"00;00;57;26","00;00;58;03","on"
"00;00;58;03","00;00;58;25","this"
"00;00;58;25","00;00;59;06","paper"
"00;00;59;06","00;00;59;10","that"
"00;00;59;10","00;00;59;13","we're"
"00;00;59;13","00;00;59;17","going"
"00;00;59;17","00;00;59;22","to be"
"00;00;59;22","00;01;00;07","discussing"
"00;01;00;07","00;01;00;16","today."
"00;01;01;17","00;01;01;23","So"
"00;01;01;23","00;01;01;29","right"
"00;01;01;29","00;01;02;26","now in"
"00;01;02;26","00;01;03;28","19.0,"
"00;01;03;28","00;01;04;02","the"
"00;01;04;02","00;01;04;11","goal"
"00;01;04;11","00;01;04;24","is to"
"00;01;04;24","00;01;05;03","set"
"00;01;05;03","00;01;05;26","the context"
"00;01;05;26","00;01;06;07","and"
"00;01;06;07","00;01;06;13","give a"
"00;01;06;13","00;01;06;19","little"
"00;01;06;19","00;01;07;06","background"
"00;01;07;06","00;01;07;23","for"
"00;01;07;23","00;01;08;21","19.1"
"00;01;08;21","00;01;08;28","and"
"00;01;08;28","00;01;09;27","19.2."
"00;01;09;27","00;01;10;02","And"
"00;01;10;02","00;01;10;09","people"
"00;01;10;09","00;01;10;12","who"
"00;01;10;12","00;01;10;14","are"
"00;01;10;14","00;01;10;20","just"
"00;01;10;20","00;01;10;28","learning"
"00;01;10;28","00;01;11;04","about"
"00;01;11;04","00;01;11;25","the paper,"
"00;01;11;25","00;01;12;26","which is"
"00;01;12;26","00;01;13;05","deeply"
"00;01;13;05","00;01;13;14","felt,"
"00;01;13;14","00;01;14;03","affect"
"00;01;14;03","00;01;14;09","the"
"00;01;14;09","00;01;14;21","emergence"
"00;01;14;21","00;01;14;24","of"
"00;01;14;24","00;01;15;07","violence"
"00;01;15;07","00;01;15;26","in"
"00;01;15;26","00;01;16;05","deep"
"00;01;16;05","00;01;16;14","active"
"00;01;16;14","00;01;17;11","inference"
