start	end	paragNum	speaker	confidence	startTime	wordCount	text
410	960	1	A	0.78767	00:00	1	You.
7860	18844	2	B	0.98538	00:07	19	Hello and welcome. It's March 17, 2023. We're here in active Livestream. Number 53.0. Welcome to the active institute.
18972	48300	3	B	0.95611	00:18	74	We're a participatory online institute that is communicating, learning and practicing applied active inference. You can find us at the links on the slide. This is a recorded and archived live stream, so please provide feedback so we can improve our work. All backgrounds and perspectives are welcome. We'll be following video etiquette for live streams, head over active inference.org to learn more about the institute and getting involved with learning groups and projects.
49360	95512	4	B	0.59921	00:49	95	We're here in Acdam stream number 53.0, and our goal is to learn and discuss a pair of papers. The first paper is Snakes and Ladders in Paleoanthropology from Cognitive Surprise to Skillfulness a Million Years Ago by Hector Manrique, Carl Friston and Michael Walker. The article was posted to Sci Archive in 2022 and the second paper is to copy or not to copy, that is the question from Chimpanzees to the foundation of Human Technological Culture. This paper is with Menrique and Walker as authors. Fristenless it was also uploaded to Psy Archive.
95576	135716	5	B	1.0	01:35	99	And recently, as we have been delighted to discover, the paper has been accepted in Physics of Life reviews. However, the quotes that we're drawing from and reading from today are drawn from the Psy Archive version. Just so people know and like all the videos, we're here to make an introduction for some of the dean and the materials. It's not a review or a final word. In this 53.0 video, we're going to introduce ourselves, say hello, and then we are going to call it like we see it with the aims and claims abstract roadmap keywords.
135828	154376	6	B	0.95	02:15	40	And there are no figures or formalisms in these papers, but I think we'll have enough bounded surprise to navigate nonetheless. So let us begin with introductions and then we'll head into big questions. So. Dean thanks, Danny. I'm Dean.
154408	178516	7	A	0.99908	02:34	65	I'm here in Calgary. I'm not going to do much around the warm up question piece because I've got a big question coming up, so I'll pass it over to you. I'm Daniel, I'm in California and agreed. Please lead in with your big questions. Well, I'm going to start by just sort of highlighting the big questions that the authors have, if that's okay.
178538	214050	8	A	0.35934	02:58	85	I'll just read them out. So for the Snakes and Ladder paper, there were a number of questions that sort of enabled the authors to go forward with their ideas. Two questions arise. First, what is it that could provoke cognitive awareness as to the possibility of fashioning stone hand axes in relation to the affordances of raw materials and potential advantages for minimizing bioenergetic effort? Secondly, what does this say about the irregular appearance of this regular technique in the Pleistocene spatial temporal record?
214420	253996	9	A	0.99999	03:34	86	Also, how was remembered awareness retrieved from personal, short and long term memory transmitted as knowledge to others in whose memories it could become embedded with a degree of fidelity sufficient to enable intergenerational or intercommunal diffusion? How far was observational learning involved? Do you want me to read the CRNC, or do you want to do that yourself? All right, I'll read the questions from the authors in Copy or not to Copy. They wrote, Why do chimpanzees not live in a complex technological world?
254178	282200	10	B	1.0	04:14	61	Why does innovation fail to translate into technological cumulative complexity? Does it owe to a limited capacity to copy with fidelity? What is the implication for innovations? What ingredients must be present from a free energy principle standpoint in innovators minds brains and in observers mind slash brains for innovation to take root in a community and be transmitted between generations?
287860	343272	11	A	0.72757	04:47	121	Yeah, great questions. Now, how do we want well, we know how we want to do this, but one of the things before we get too far along is we, as hosts today, really want to honor the fact that a lot of time has been spent making sure that the ideas that the authors want to bring into the public domain are very clear and that we don't read a whole bunch into it. Now, we're not going to speculate. We're not going to go off on any kind of tangent here. We're going to try to focus strictly on the arguments that they are putting forward, because they're putting forward some pretty strong and I think, well evidenced arguments.
343436	381964	12	A	0.95108	05:43	69	So although there's lots of questions being asked, they're also trying to provide a few very defendable answers. Absolutely. That is to prelude the questions that we, Dean and I and Ali are asking. And then we're going to dive largely into verbatim quotations from the texts, and we'll have a dessert session where we bring up some future topics and ideas. What big question brought you into this?
382002	413012	13	A	1.0	06:22	90	53 dean okay, so apologies. There's going to be a lot of reading today, so if you don't like my voice, you're going to just read this and hit the pause button. But anyway, the attention topical transition is paper one to paper two. And we're not really spending a lot of time right now saying which came first because we think of them as a pair. The shift between snakes and ladders model of evolution and learning comparisons across species with special attention given to innovation as copying ability.
