text	entity_type		start	end
March 17, 2023	date		10428	12528
active institute	organization		17638	18844
active inference.org	url		41086	43128
Paleoanthropology	occupation		61782	63212
Hector Manrique	person_name		67654	68840
Carl Friston	person_name		68940	69824
Michael Walker	person_name		70058	71220
Menrique	person_name		89054	89732
Walker	person_name		89998	90452
authors	occupation		90782	91492
dean	occupation		115878	116364
Dean	person_name		151138	151900
Danny	person_name		153762	154008
Dean	person_name		154184	154376
Calgary	location		154834	155580
Daniel	person_name		164268	164732
California	location		165318	165932
authors	occupation		177498	177744
authors	occupation		187982	188372
authors	occupation		244178	244696
innovators	occupation		271322	271936
observers	occupation		274922	275424
hosts	occupation		305562	306204
authors	occupation		317886	318340
Dean	person_name		359820	360324
Ali	person_name		361342	361812
dean	person_name		382626	383240
inference anthropologist, archaeologist	occupation		426818	429592
comparative psychologist	occupation		429656	430964
authors	occupation		437462	438252
Tinbergen	person_name		511710	512644
ethology behavioral analysis	occupation		513278	515560
Ali	person_name		528610	529368
category theory	occupation		542870	544144
authors	occupation		558478	559160
authors	occupation		562878	563300
authors	occupation		582838	583436
Phylogenetic modeling	occupation		616020	618280
genetics	occupation		890092	890684
humane	occupation		977762	978136
social studies	occupation		978402	979896
human neurobiology	occupation		1117758	1118928
Michael	person_name		1189270	1189756
Michael	person_name		1202778	1203216
innovators	occupation		1249482	1250096
actors	occupation		1264228	1264692
agents	occupation		1265022	1265560
innovators	occupation		1273128	1273656
ZVS	medical_condition		1434274	1435204
paleoanthropologists	occupation		1694178	1695890
mid teen	person_age		1836844	1837346
mid 20s	person_age		1840652	1841462
authors	occupation		1879448	1879822
Daniel	person_name		1880558	1880974
Rome	location		1930366	1930734
Rome	location		1930968	1932030
Daniel	person_name		1953024	1953574
Alberta	location		1974520	1975294
Hector	person_name		1999744	2000410
here Mcscher	person_name		2105312	2106534
Doug Hofstadter	person_name		2107024	2108134
researcher	occupation		2165844	2166890
Daniel	person_name		2203328	2203734
esian	occupation		2322148	2322554
cognitive sciences	occupation		2332264	2333598
culture	occupation		2577368	2577774
Africa	location		2589928	2590770
Europe	location		2592568	2593038
H. Heidelberg	person_name		2620976	2622970
Heidelbergnis	person_name		2624190	2625850
Europe	location		2641688	2641966
maimly	injury		2653596	2654578
toddlers	person_age		2714594	2715186
authors	occupation		2894392	2894814
sichu	location		2898456	2899330
inventor	occupation		3105432	3106450
Charles Darwin	person_name		3140388	3141226
innovator	occupation		3154056	3154606
Dean	person_name		3177872	3178214
biological science	occupation		3405784	3406706
Neurobiology	occupation		3408012	3409330
adolescents	person_age		3433536	3434166
archaeologists	occupation		3526496	3527334
Zbs	medical_condition		3558616	3559310
Lancelot Costa	person_name		3604856	3606126
Tenney	person_name		3625776	3626166
neurology	occupation		3738564	3739450
mirology	occupation		3740260	3740890
Rebro neuroimaging	medical_process		3944860	3946212
students	occupation		3946542	3946984
apprenticeships	occupation		3970012	3971280
artist	occupation		4000818	4001096
Dean	person_name		4132202	4132496
Par Pazulo	person_name		4230250	4231136
Friston	person_name		4231338	4231824
Dean	person_name		4340366	4340724
Ryan Smith	person_name		4453670	4454556
folk psychology	occupation		4476414	4477412
Ali	person_name		4601282	4601736
Daniel	person_name		4722522	4722896
Dean	person_name		4723098	4723472
folk psychology	occupation		4815418	4816560
Ryan	person_name		4824826	4825184
Dean	person_name		4880238	4880484
Friston	person_name		4894386	4894984
Constance Knight	person_name		4895666	4896824
Par	person_name		4896872	4897180
Campbell	person_name		4897458	4898200
biology	occupation		5048978	5049448
Sean O'Connor	person_name		5093090	5094360
Danny	person_name		5177712	5178208
Hector	person_name		5200900	5201580
Michael Andy Clark	person_name		5201878	5203440
baseball pitcher	occupation		5257382	5258460
Buckminster Fuller	person_name		5325936	5327196
William Blake	person_name		5329918	5330804
Bucky	person_name		5350500	5351084
Blake	person_name		5351382	5351868
Blake	person_name		5359878	5360332
authors	occupation		5410678	5411084
Daniel	person_name		5431038	5431540
Buckminster Fuller	person_name		5465648	5466496
Blake	person_name		5466698	5467216
authors	occupation		5560718	5561492
Daniel	person_name		5613310	5613828
Dean	person_name		5614878	5615252
