key	relevance
Science>Physics	1.0
Education>OnlineEducation	0.8705092668533325
Technology&Computing>Computing>ComputerSoftwareAndApplications>WebConferencing	0.14514918625354767
Technology&Computing>Computing	0.12002652138471603
Education>EducationalAssessment	0.10478191077709198
EventsAndAttractions>Concerts&MusicEvents	0.07003331184387207
EventsAndAttractions>BusinessExpos&Conferences	0.022584516555070877
EventsAndAttractions>FanConventions	0.016444144770503044
Science	0.013390216045081615
Education>EducationalAssessment>StandardizedTesting	0.01060271356254816
Hobbies&Interests>ContentProduction	0.009401826187968254
Hobbies&Interests>ContentProduction>VideoProduction	0.007469492498785257
Science>SpaceAndAstronomy	0.00647364929318428
Technology&Computing	0.00620433920994401
BusinessAndFinance>Industries>MechanicalAndIndustrialEngineeringIndustry	0.005570465233176947
EventsAndAttractions>TheaterVenuesAndEvents	0.0051560853607952595
Education>AdultEducation	0.004985443782061338
Technology&Computing>ArtificialIntelligence	0.004826195538043976
MusicAndAudio>TalkRadio	0.004491238854825497
MusicAndAudio>World/InternationalMusic	0.004013354890048504
