Technology&Computing>ArtificialIntelligence	1.0
MedicalHealth>DiseasesAndConditions>BrainAndNervousSystemDisorders	0.250387579202652
Technology&Computing>VirtualReality	0.15751104056835175
Technology&Computing>Robotics	0.11809855699539185
Technology&Computing>AugmentedReality	0.08916962146759033
Technology&Computing>Computing>ProgrammingLanguages	0.08870595693588257
Technology&Computing>Computing	0.052172232419252396
Home&Garden>SmartHome	0.05068137124180794
Technology&Computing>Computing>DataStorageAndWarehousing	0.04279908537864685
Technology&Computing	0.04103783145546913
Hobbies&Interests>ParanormalPhenomena	0.04062103107571602
PersonalFinance>PersonalInvesting>Options	0.040466196835041046
Technology&Computing>Computing>ComputerSoftwareAndApplications>3-DGraphics	0.0375676155090332
MedicalHealth>DiseasesAndConditions>EndocrineAndMetabolicDiseases>HormonalDisorders	0.03709360212087631
PersonalFinance>FinancialPlanning	0.037089698016643524
BusinessAndFinance>Industries>LogisticsAndTransportationIndustry	0.03655415400862694
BusinessAndFinance>Business>ExecutiveLeadership&Management	0.03427964821457863
Science	0.02941824123263359
MedicalHealth>DiseasesAndConditions>ReproductiveHealth>Infertility	0.028755739331245422
Technology&Computing>Computing>ComputerSoftwareAndApplications>Databases	0.028477312996983528
