start	end	sentNum	speaker	confidence	wordPosSent	wordPosDoc	text
28470	28946	1	A	0.14517	1	1	Intro.
29088	29346	2	A	0.70717	1	2	All
29368	29940	2	A	0.77193	2	3	right,
31030	31682	2	A	0.99987	3	4	welcome.
31816	32066	3	A	0.99899	1	5	It
32088	32418	3	A	0.58738	2	6	is.
32504	33086	4	A	0.10241	1	7	ActInf
33118	33314	4	A	0.7007	2	8	lab
33352	33646	4	A	0.99123	3	9	Livestream
33678	33922	4	A	0.94002	4	10	number
33976	35380	4	A	0.937625	5	11	51.0.
35830	36194	5	A	0.99971	1	12	This
36232	36434	5	A	0.99896	2	13	is
36472	36674	5	A	0.99743	3	14	the
36712	37086	5	A	0.97781	4	15	background
37118	37266	5	A	0.6437	5	16	and
37288	37742	5	A	0.98087	6	17	context
37806	38178	5	A	0.99513	7	18	first
38264	39054	5	A	0.9994	8	19	discussion
39182	39522	5	A	0.99694	9	20	for
39576	40142	5	A	0.92451	10	21	canonical
40206	40526	5	A	0.99692	11	22	neural
40558	41054	5	A	0.79957	12	23	networks.
41102	41458	6	A	0.99732	1	24	Perform
41544	41886	6	A	0.63577	2	25	active
41918	42574	6	A	0.65071	3	26	inference
42702	42994	6	A	0.99958	4	27	by
43032	43790	6	A	0.18723	5	28	isomerate
43790	43918	6	A	0.80996	6	29	et
43934	44402	6	A	0.98572	7	30	al.
44536	44894	7	A	0.89349	1	31	It's
44942	45390	7	A	0.9209	2	32	October
45470	46050	7	A	0.99934	3	33	26
46120	47620	7	A	0.911406	4	34	2,022.
48790	49202	8	A	0.99985	1	35	Welcome
49256	49474	8	A	0.99982	2	36	to
49512	49666	8	A	0.99791	3	37	the
49688	49966	8	A	0.97504	4	38	active
49998	50286	8	A	0.9323	5	39	inference
50318	51070	8	A	0.99893	6	40	institute.
51230	51566	9	A	0.79324	1	41	We're
51598	51698	9	A	0.94419	2	42	a
51704	52542	9	A	0.55379	3	43	participatory
52606	52978	9	A	0.99689	4	44	online
53064	53606	9	A	0.98755	5	45	institute
53678	53866	9	A	0.97843	6	46	that
53888	54026	9	A	0.99909	7	47	is
54048	54710	9	A	0.99981	8	48	communicating,
54790	55130	9	A	0.99904	9	49	learning
55200	55386	9	A	0.99947	10	50	and
55408	56022	9	A	0.99941	11	51	practicing
56086	56486	9	A	0.99669	12	52	applied
56518	56886	9	A	0.99798	13	53	active
56918	57590	9	A	0.06331	14	54	coherence.
57750	58026	10	A	0.99989	1	55	You
58048	58186	10	A	0.99974	2	56	can
58208	58394	10	A	0.99999	3	57	find
58432	58634	10	A	0.99994	4	58	us
58672	58874	10	A	0.99975	5	59	at
