33087	34897	A	0.915437638759613	Hello and welcome everyone.
35080	38497	A	0.9143355488777161	This is ActInf livestream number 51.
38605	39322	A	0.569148600101471	Two.
39505	42350	A	0.9062787890434265	It's November 9, 2022.
43162	45807	A	0.6419978737831116	Welcome to the the active inference institute.
45972	53427	A	0.506173849105835	We're a participatory online institute that is communication, learning and practicing applied active inference.
53607	60350	A	0.4953252673149109	This is a recorded and an archived livestream, so please provide us feedback so we can improve our work.
60712	75962	A	0.846643328666687	All backgrounds and perspectives are welcome and we'll be following video etiquette for live streams, head over active inference.org to learn more about participating in different institute projects.
76912	83137	A	0.8834777474403381	Alright, well, we're in act imp stream number 51.2.
83275	86407	A	0.8846859335899353	We're in our third discussion on the paper.
86485	91942	A	0.9181711077690125	Canonical neural networks perform active inference from 2022.
92140	97962	A	0.880913496017456	We had a dot zero video with some background and context and overview.
98112	109557	A	0.9833967089653015	And then last week in 51.1 we had a great discussion, went over many interesting details of the paper and related topics.
109722	121700	A	0.8043875694274902	So today we're going to jump in, cover some empirical details, some implications, connect some more dots, maybe look at some code.
122362	126437	A	0.894739031791687	And thanks again to Kuya for joining these discussions.
127537	157937	A	0.8209903836250305	I'm Daniel, I'm a researcher in California and thought a lot over the last week about what this kind of neural network synthesis or translation really means, and just want to learn more about what fundamentals or foundational aspects of these different kinds of models enable that synthesis or translation.
158287	166657	A	0.8525769710540771	And then again what that means for areas where one or the other kind of model is already in use.
166810	181175	A	0.8951334357261658	So thanks again for joining and I'll pass it to you if you want to say hi or give any a second interoception.
182875	188600	B	0.7808510661125183	Oh yeah, I'm appearing Brain Science Institute, Japan.
189175	199687	B	0.9167478680610657	So I look forward to discuss another different aspect of this work.
203200	219112	A	0.8788914084434509	Well, let's just remind ourselves of the fundamental parallel being made in the paper and then we'll get to these two questions about kind of the two directions that things can go.
219925	230505	A	0.8759685158729553	One representation is in equation one with loss function of a neural network and the free energy on a POMDP.
230640	242640	A	0.8913002014160156	And that's also seen visually in figure one, with a neural network being drawn a concordance against the variational base of the action perception loop.
242745	246650	A	0.7809924483299255	So maybe just let's begin by restating.
247000	256912	A	0.9178688526153564	What is this parallel that is in equation one and figure one and how was it reached in this paper?
259375	298550	B	0.682417631149292	So basically idea here is that we derived to characterize the dynamics and activity of canonical neural network in terms of Bayesian inference, because arbitrary dynamics of neural network is interoceptive in the sense that we don't know what is the function underlying such a dynamics and what is the coherence of the self organization or activity.
