"Start Time","End Time","Transcript"
"00;00;29;22","00;00;29;26","All"
"00;00;29;26","00;00;30;10","right."
"00;00;30;27","00;00;31;07","Hello"
"00;00;31;07","00;00;31;10","and"
"00;00;31;10","00;00;31;21","welcome,"
"00;00;31;21","00;00;32;16","everyone."
"00;00;32;16","00;00;32;27","It's"
"00;00;32;27","00;00;33;11","active"
"00;00;33;11","00;00;33;20","live"
"00;00;33;20","00;00;34;08","livestream"
"00;00;34;08","00;00;34;18","number"
"00;00;34;18","00;00;36;08","41.0"
"00;00;36;08","00;00;36;29","on"
"00;00;36;29","00;00;38;01","April 2nd."
"00;00;38;01","00;00;38;29","2022"
"00;00;38;29","00;00;39;07","four"
"00;00;39;07","00;00;39;24","squared"
"00;00;39;24","00;00;40;08","two"
"00;00;40;08","00;00;40;21","comma"
"00;00;40;21","00;00;42;13","2022."
"00;00;42;13","00;00;42;19","We're"
"00;00;42;19","00;00;43;03","discussing"
"00;00;43;03","00;00;43;05","the"
"00;00;43;05","00;00;43;21","paper"
"00;00;43;21","00;00;44;09","extended"
"00;00;44;09","00;00;44;18","active"
"00;00;44;18","00;00;45;02","inference"
"00;00;45;02","00;00;45;22","constructing"
"00;00;45;22","00;00;46;10","predictive"
"00;00;46;10","00;00;46;27","cognition"
"00;00;46;27","00;00;47;07","beyond"
"00;00;47;07","00;00;48;01","skills."
"00;00;48;27","00;00;49;08","So"
"00;00;49;08","00;00;49;19","welcome"
"00;00;49;19","00;00;50;02","to the"
"00;00;50;02","00;00;50;13","Active"
"00;00;50;13","00;00;50;22","five,"
"00;00;50;22","00;00;51;17","everyone."
"00;00;51;19","00;00;51;26","We're"
"00;00;51;26","00;00;51;28","a"
"00;00;51;28","00;00;52;20","participatory"
"00;00;52;20","00;00;53;03","online"
"00;00;53;03","00;00;53;12","lab"
"00;00;53;12","00;00;53;23","that is"
"00;00;53;23","00;00;54;20","communicating,"
"00;00;54;20","00;00;55;04","learning"
"00;00;55;04","00;00;55;09","and"
"00;00;55;09","00;00;55;29","practicing"
"00;00;55;29","00;00;56;12","applied"
"00;00;56;12","00;00;56;20","active"
"00;00;56;20","00;00;57;12","inference."
"00;00;57;12","00;00;57;15","You"
"00;00;57;15","00;00;57;19","can"
"00;00;57;19","00;00;58;07","find us"
"00;00;58;07","00;00;58;18","at"
"00;00;58;18","00;00;58;26","some of"
"00;00;58;26","00;00;58;28","the"
