"Start Time","End Time","Transcript"
"00;00;26;23","00;00;26;27","All"
"00;00;26;27","00;00;27;10","right."
"00;00;27;19","00;00;27;26","Hello,"
"00;00;27;26","00;00;28;16","everyone."
"00;00;28;16","00;00;28;29","Welcome"
"00;00;28;29","00;00;29;18","to act"
"00;00;29;18","00;00;29;21","in"
"00;00;29;21","00;00;30;16","five"
"00;00;30;20","00;00;30;28","live"
"00;00;30;28","00;00;31;05","stream"
"00;00;31;05","00;00;31;12","number"
"00;00;31;12","00;00;33;09","41.2."
"00;00;33;09","00;00;33;16","It's"
"00;00;33;16","00;00;34;11","April 13th,"
"00;00;34;11","00;00;36;03","2022."
"00;00;36;12","00;00;36;18","So"
"00;00;36;18","00;00;36;27","welcome"
"00;00;36;27","00;00;37;09","to the"
"00;00;37;09","00;00;37;18","acting"
"00;00;37;18","00;00;38;08","flop."
"00;00;38;15","00;00;38;22","We're"
"00;00;38;22","00;00;38;23","a"
"00;00;38;23","00;00;39;20","participatory"
"00;00;39;20","00;00;40;04","online"
"00;00;40;04","00;00;40;21","lab"
"00;00;40;21","00;00;41;01","that is"
"00;00;41;01","00;00;41;24","communicating,"
"00;00;41;24","00;00;42;14","learning"
"00;00;42;14","00;00;42;19","and"
"00;00;42;19","00;00;43;10","practicing"
"00;00;43;10","00;00;43;24","applied"
"00;00;43;24","00;00;44;04","active"
"00;00;44;04","00;00;45;00","inference."
"00;00;45;00","00;00;45;04","You"
"00;00;45;04","00;00;45;08","can"
"00;00;45;08","00;00;45;15","find"
"00;00;45;15","00;00;45;22","us at"
"00;00;45;22","00;00;45;24","the"
"00;00;45;24","00;00;46;03","links"
"00;00;46;03","00;00;46;11","on this"
"00;00;46;11","00;00;46;29","slide."
"00;00;47;18","00;00;48;19","This is a recorded"
"00;00;48;19","00;00;48;24","and"
"00;00;48;24","00;00;49;11","an archived"
"00;00;49;11","00;00;49;17","live"
"00;00;49;17","00;00;50;06","stream,"
"00;00;50;06","00;00;50;12","so"
"00;00;50;12","00;00;50;20","please"
"00;00;50;20","00;00;50;29","provide"
"00;00;50;29","00;00;51;02","us"
"00;00;51;02","00;00;51;19","with feedback"
"00;00;51;19","00;00;51;24","so"
"00;00;51;24","00;00;51;28","that"
"00;00;51;28","00;00;52;06","we can"
"00;00;52;06","00;00;52;13","be"
"00;00;52;13","00;00;52;29","improving"
"00;00;52;29","00;00;53;07","on our"
"00;00;53;07","00;00;54;01","work."
"00;00;54;13","00;00;54;20","All"
"00;00;54;20","00;00;55;07","backgrounds"
"00;00;55;07","00;00;55;09","and"
"00;00;55;09","00;00;55;28","perspectives"
"00;00;55;28","00;00;56;03","are"
"00;00;56;03","00;00;56;23","welcome"
"00;00;56;23","00;00;57;02","and"
"00;00;57;02","00;00;57;07","we'll"
"00;00;57;07","00;00;57;10","be"
"00;00;57;10","00;00;57;24","following"
"00;00;57;24","00;00;58;06","good"
"00;00;58;06","00;00;58;15","video"
"00;00;58;15","00;00;58;28","etiquette"
"00;00;58;28","00;00;59;04","for"
"00;00;59;04","00;00;59;23","Livestream"
"00;00;59;23","00;01;00;10","and"
"00;01;00;10","00;01;00;23","Dean"
"00;01;00;23","00;01;00;27","and"
"00;01;00;27","00;01;01;07","Blue."
"00;01;01;07","00;01;01;16","Thanks"
"00;01;01;16","00;01;02;02","a ton"
"00;01;02;02","00;01;02;07","for"
"00;01;02;07","00;01;02;29","joining"
"00;01;04;05","00;01;04;13","check"
"00;01;04;13","00;01;04;24","out"
"00;01;04;25","00;01;05;06","Active"
"00;01;05;06","00;01;05;18","Inference"
"00;01;05;18","00;01;05;24","dot"
"00;01;05;24","00;01;06;17","org to"
"00;01;06;17","00;01;06;23","learn"
"00;01;06;23","00;01;07;05","more"
"00;01;07;05","00;01;07;17","about"
"00;01;07;17","00;01;07;24","what"
"00;01;07;24","00;01;08;10","the Active"
"00;01;08;10","00;01;08;29","Lab is"
"00;01;08;29","00;01;09;11","up to"
"00;01;09;11","00;01;09;15","and"
"00;01;09;15","00;01;09;21","how"
"00;01;09;21","00;01;09;25","you"
"00;01;09;25","00;01;10;01","can"
"00;01;10;01","00;01;11;07","participate"
"00;01;11;25","00;01;12;08","today"
"00;01;12;08","00;01;13;04","in"
"00;01;13;04","00;01;13;14","number"
"00;01;13;14","00;01;14;27","41.2,"
"00;01;14;27","00;01;15;11","we are going"
"00;01;15;11","00;01;15;16","to"
"00;01;15;16","00;01;15;24","have"
"00;01;15;24","00;01;16;03","our"
"00;01;16;03","00;01;17;03","third"
"00;01;17;04","00;01;18;00","discussion"
"00;01;18;00","00;01;18;17","on the"
"00;01;18;17","00;01;18;28","paper."
"00;01;18;28","00;01;19;14","Extended"
"00;01;19;14","00;01;19;25","Active"
"00;01;19;25","00;01;20;27","Inference"
"00;01;20;27","00;01;21;18","Constructing"
"00;01;21;18","00;01;22;02","Predictive"
"00;01;22;02","00;01;22;19","Cognition"
"00;01;22;19","00;01;23;07","Beyond"
"00;01;23;07","00;01;24;01","Scholes"
"00;01;24;01","00;01;24;13","by"
"00;01;24;13","00;01;24;23","actual"
"00;01;24;23","00;01;25;08","constant"
"00;01;25;08","00;01;25;16","Andy"
"00;01;25;16","00;01;25;28","Clark,"
"00;01;25;28","00;01;26;07","Michael"
"00;01;26;07","00;01;26;22","Kirchhoff"
"00;01;26;22","00;01;26;27","and"
"00;01;26;27","00;01;27;04","Carl"
"00;01;27;04","00;01;27;28","Freston."
"00;01;28;09","00;01;28;26","We had a dot"
"00;01;28;26","00;01;29;16","zero"
"00;01;29;16","00;01;30;14","video"
"00;01;30;14","00;01;30;23","where"
"00;01;30;23","00;01;31;22","we took"
"00;01;31;22","00;01;31;24","a"
"00;01;31;24","00;01;32;05","first"
"00;01;32;05","00;01;32;19","pass,"
"00;01;32;19","00;01;32;21","a"
"00;01;32;21","00;01;33;01","first"
"00;01;33;01","00;01;33;09","coat"
"00;01;33;09","00;01;33;13","of"
"00;01;33;13","00;01;34;04","paint"
"00;01;34;04","00;01;34;14","on"
"00;01;34;14","00;01;34;21","this"
"00;01;34;21","00;01;35;17","paper"
"00;01;35;17","00;01;36;02","overview"
"00;01;36;02","00;01;36;06","and"
"00;01;36;06","00;01;36;16","some of"
"00;01;36;16","00;01;36;22","their"
"00;01;36;22","00;01;37;16","distinctions"
"00;01;37;16","00;01;37;23","and"
"00;01;37;23","00;01;37;28","their"
"00;01;37;28","00;01;38;19","background"
"00;01;38;19","00;01;38;25","and"
"00;01;38;25","00;01;40;01","some context."
"00;01;40;01","00;01;40;06","And"
"00;01;40;06","00;01;40;10","then"
"00;01;40;10","00;01;40;16","we had"
"00;01;40;16","00;01;41;01","a fun"
"00;01;41;01","00;01;41;12","dot"
"00;01;41;12","00;01;41;26","one"
"00;01;41;26","00;01;42;19","last week"
"00;01;42;19","00;01;43;09","with"
"00;01;43;11","00;01;43;22","all of"
"00;01;43;22","00;01;43;28","us"
"00;01;43;28","00;01;44;22","here,"
"00;01;44;22","00;01;44;26","and"
"00;01;44;26","00;01;45;03","we went"
"00;01;45;03","00;01;45;14","down a"
"00;01;45;14","00;01;45;20","few"
"00;01;45;20","00;01;45;29","different"
"00;01;45;29","00;01;46;23","paths."
"00;01;46;23","00;01;47;13","And"
"00;01;48;27","00;01;49;04","all"
"00;01;49;04","00;01;49;11","I can"
"00;01;49;11","00;01;50;09","say is"
"00;01;50;09","00;01;50;17","with"
"00;01;50;17","00;01;50;26","trust"
"00;01;50;26","00;01;51;00","and"
"00;01;51;00","00;01;51;25","glue,"
"00;01;52;11","00;01;53;08","of"
"00;01;53;11","00;01;54;29","all of us"
"00;01;54;29","00;01;55;17","here"
"00;01;55;18","00;01;55;28","and"
"00;01;55;28","00;01;56;06","those"
"00;01;56;06","00;01;56;16","who are"
"00;01;56;16","00;01;56;26","watching"
"00;01;56;26","00;01;57;05","live"
"00;01;57;05","00;01;57;15","who are"
"00;01;57;15","00;01;57;27","welcome"
"00;01;57;27","00;01;58;01","to"
"00;01;58;01","00;01;58;09","write"
"00;01;58;09","00;01;58;27","questions"
"00;01;58;27","00;01;59;02","in the"
"00;01;59;02","00;01;59;09","live"
"00;01;59;09","00;01;59;17","chat,"
"00;01;59;17","00;01;59;28","I think"
"00;01;59;28","00;02;00;10","we'll"
