text	entity_type		start	end
aswin	person_name		4164	5070
Daniel	person_name		7508	7914
Ashwin Paul	person_name		90198	90854
PhD candidate	occupation		92304	93606
Monash University	organization		94128	95302
Marco Blanket	person_name		172808	173614
machine learning	occupation		282028	282502
physics	occupation		297568	297894
Mario	person_name		344384	344854
Mario	person_name		349230	349782
maths	occupation		821812	822196
agent	occupation		1653488	1653722
agent	occupation		1654768	1655002
agent	occupation		2136268	2136706
agent	occupation		2736060	2736810
agent	occupation		2759260	2760010
agent	occupation		2851344	2851610
agent	occupation		2857184	2857402
north southeast	location		2969532	2970530
agent	occupation		2985008	2985242
agent	occupation		2991828	2992110
agent	occupation		3000504	3000722
agent	occupation		3056808	3057330
agent	occupation		3079728	3080010
agent	occupation		3119468	3119750
Connor	person_name		3593490	3594074
Brendan	person_name		3595892	3596314
Pimdp Fellowship	organization		3597220	3598622
Daniel	person_name		3624236	3624626
Dave	person_name		3643092	3643482
OpenAI	organization		4276158	4277092
OpenAI	organization		4281374	4281924
reinforcement learning	occupation		4320298	4321124
industrial engineering	occupation		4340050	4341016
computer science	occupation		4345314	4345976
computer science	occupation		4382558	4383444
psychology	occupation		4433806	4434600
psychiatry	occupation		4434940	4436116
OpenAI gym	organization		4547010	4548184
RL	occupation		4727054	4727396
RL	occupation		4738302	4738644
deep RL	occupation		4743954	4744664
deep learning	occupation		4744962	4745452
RL	occupation		4760182	4760524
engineering	occupation		4764298	4764848
Aswin	person_name		4782070	4782638
