docLabel	start	end	count	rank	text
3Symp_1_02	739410	740824	1	0.09	actor model libraries
3Symp_1_02	755078	757532	1	0.08	active inference software modules
3Symp_1_02	9924	10922	1	0.08	active inference
3Symp_1_02	34912	35910	2	0.08	active inference
3Symp_1_02	44240	45400	3	0.08	active inference
3Symp_1_02	64202	65536	4	0.08	active inference
3Symp_1_02	71402	72320	5	0.08	active inference
3Symp_1_02	77358	78516	6	0.08	active inference
3Symp_1_02	85100	86084	7	0.08	active inference
3Symp_1_02	119562	120384	8	0.08	active inference
3Symp_1_02	285902	287108	9	0.08	active inference
3Symp_1_02	298258	299420	10	0.08	active inference
3Symp_1_02	358982	359916	11	0.08	active inference
3Symp_1_02	379500	380820	12	0.08	active inference
3Symp_1_02	388542	389660	13	0.08	active inference
3Symp_1_02	402470	403324	14	0.08	active inference
3Symp_1_02	536926	538040	15	0.08	active inference
3Symp_1_02	576718	577960	16	0.08	active inference
3Symp_1_02	632700	633828	17	0.08	active inference
3Symp_1_02	722682	723940	18	0.08	active inference
3Symp_1_02	727998	728756	19	0.08	active inference
3Symp_1_02	755078	756236	20	0.08	active inference
3Symp_1_02	789778	790808	21	0.08	active inference
3Symp_1_02	804102	805280	22	0.08	active inference
3Symp_1_02	816538	817504	23	0.08	active inference
3Symp_1_02	938940	939972	24	0.08	active inference
3Symp_1_02	942640	943768	25	0.08	active inference
3Symp_1_02	975546	976540	26	0.08	active inference
3Symp_1_02	1011222	1012480	27	0.08	active inference
3Symp_1_02	1074554	1075456	28	0.08	active inference
3Symp_1_02	1118474	1119296	29	0.08	active inference
3Symp_1_02	1131118	1132280	30	0.08	active inference
3Symp_1_02	1146402	1147512	31	0.08	active inference
3Symp_1_02	921482	922992	1	0.08	Hector model systems
3Symp_1_02	557206	558240	1	0.07	new actors
3Symp_1_02	947778	948792	1	0.07	software systems
3Symp_1_02	1060470	1061356	2	0.07	software systems
3Symp_1_02	1108662	1110060	3	0.07	software systems
3Symp_1_02	319322	320048	1	0.07	other actors
3Symp_1_02	356102	357040	2	0.07	other actors
3Symp_1_02	567690	568864	1	0.07	independent actors
3Symp_1_02	522346	524560	1	0.07	distributed concurrent systems
3Symp_1_02	590786	595436	1	0.06	two more actor model design principles behavior change
3Symp_1_02	239234	240888	1	0.06	distributed systems
3Symp_1_02	1029660	1031268	2	0.06	distributed systems
3Symp_1_02	765738	767360	1	0.06	actor model principles
3Symp_1_02	211542	213084	1	0.06	multi agent systems
3Symp_1_02	95762	97336	1	0.06	complex systems
3Symp_1_02	408726	409852	1	0.06	real systems
