docLabel	start	end	count	rank	text
3Symp_1_08	298808	2902928	20	0.09	other agents
3Symp_1_08	2039926	2041320	1	0.09	other agents choices
3Symp_1_08	1594416	1596260	1	0.08	other agents expectations
3Symp_1_08	772236	1705248	5	0.08	other minds
3Symp_1_08	121058	1151566	2	0.08	active inference theory
3Symp_1_08	208924	209800	1	0.08	mind model
3Symp_1_08	2268978	2270110	1	0.07	simulated agents
3Symp_1_08	1550778	1552950	1	0.07	abilities agents
3Symp_1_08	2267986	2268700	1	0.07	focal agents
3Symp_1_08	1786066	1786928	1	0.07	Ktom agents
3Symp_1_08	2596418	2597344	1	0.07	parallel agents
3Symp_1_08	746856	748594	1	0.07	reinforcement learning agents
3Symp_1_08	949528	950740	1	0.07	collaborative agents
3Symp_1_08	365772	403486	3	0.07	simulation theory
3Symp_1_08	158908	160226	1	0.07	active inference models
