key	relevance
Technology&Computing>ArtificialIntelligence	1.0
Technology&Computing>Computing>ProgrammingLanguages	0.17297184467315674
Technology&Computing>Robotics	0.09587635844945908
HealthyLiving>FitnessAndExercise	0.05882985517382622
Style&Fashion>Men'sFashion>Men'sShoesAndFootwear	0.058283329010009766
Technology&Computing>Computing	0.05595201626420021
PersonalFinance>HomeUtilities>GasAndElectric	0.05536700040102005
Science>Physics	0.05281953513622284
Style&Fashion>Women'sFashion>Women'sShoesAndFootwear	0.05113924294710159
Television>SpecialInterestTV	0.05035123974084854
Technology&Computing>Computing>ComputerSoftwareAndApplications>Databases	0.04853421822190285
BusinessAndFinance>Business>BusinessUtilities	0.04195786267518997
VideoGaming>VideoGameGenres>SimulationVideoGames	0.03913184627890587
BusinessAndFinance>Industries>PowerAndEnergyIndustry	0.03772343695163727
NewsAndPolitics>Weather	0.03619585931301117
Technology&Computing>Computing>ComputerSoftwareAndApplications>3-DGraphics	0.035633210092782974
Technology&Computing>Computing>DataStorageAndWarehousing	0.022859880700707436
BusinessAndFinance>Business>BusinessOperations	0.022285427898168564
PersonalFinance>HomeUtilities	0.018575355410575867
Technology&Computing>Computing>Internet>InternetOfThings	0.017379626631736755
