key	relevance
MedicalHealth>DiseasesAndConditions>BrainAndNervousSystemDisorders	1.0
MedicalHealth>DiseasesAndConditions>SleepDisorders	0.23673835396766663
Technology&Computing>ArtificialIntelligence	0.17276090383529663
Science>SpaceAndAstronomy	0.11822359263896942
MedicalHealth>DiseasesAndConditions>EndocrineAndMetabolicDiseases>HormonalDisorders	0.1170731857419014
MedicalHealth>DiseasesAndConditions>EyeAndVisionConditions	0.09933598339557648
MedicalHealth>Surgery	0.08653545379638672
Hobbies&Interests>ParanormalPhenomena	0.05887766182422638
MedicalHealth>MedicalTests	0.05371053144335747
Science	0.04439738392829895
Automotive>AutoType>DriverlessCars	0.040894798934459686
Science>Physics	0.030224544927477837
Technology&Computing>Computing>Internet>InternetOfThings	0.024140117689967155
MedicalHealth>DiseasesAndConditions>Ear,NoseAndThroatConditions	0.021831411868333817
Automotive>AutoTechnology>AutoNavigationSystems	0.012510093860328197
FamilyAndRelationships>Parenting>ParentingBabiesAndToddlers	0.010977688245475292
Automotive>AutoTechnology>AutoInfotainmentTechnologies	0.006964647211134434
Technology&Computing>VirtualReality	0.005465487018227577
MedicalHealth>DiseasesAndConditions>Injuries>FirstAid	0.005101325921714306
Automotive>AutoSafety	0.00507344538345933
