docLabel	sp	myTime	myTimeDisplay	myTimeSRT
3Symp_1_05	A	330	00:00	00:00:00,330
3Symp_1_05	A	3704696	1:01:44	01:01:44,965
3Symp_1_05	A	3819560	1:03:39	01:03:39,025
3Symp_1_05	A	4071866	1:07:51	01:07:51,308
3Symp_1_05	A	4269178	1:11:09	01:11:09,041
3Symp_1_05	A	4444066	1:14:04	01:14:04,610
3Symp_1_05	A	4692620	1:18:12	01:18:12,856
3Symp_1_05	A	4802156	1:20:02	01:20:02,083
3Symp_1_05	B	3627870	1:00:27	01:00:27,884
3Symp_1_05	B	3771000	1:02:51	01:02:51,599
3Symp_1_05	B	4036340	1:07:16	01:07:16,953
3Symp_1_05	B	4231660	1:10:31	01:10:31,726
3Symp_1_05	B	4390560	1:13:10	01:13:10,135
3Symp_1_05	B	4650582	1:17:30	01:17:30,495
3Symp_1_05	B	4782070	1:19:42	01:19:42,069
