text	entity_type		start	end
applied active inference symposium	event		9842	11864
August 22, 2023	date		14962	17564
Andre Bastos	person_name		31082	32112
Andre	person_name		32378	32752
Daniel	person_name		38602	39152
organizers	occupation		40202	40896
Active Inference Conference and Symposium	event		41258	43824
Karl Friston	person_name		73494	74332
neurobiology	occupation		79962	81360
assistant professor	occupation		108658	109544
Department of Psychology	organization		110002	111000
Vanderbilt	organization		111362	112360
Santiago Ramoni Cajal	person_name		141034	142464
neurophysiology	occupation		224774	226140
So	occupation		226300	226624
neurobiologist	occupation		232474	233344
cognitive scientist	occupation		233674	235060
cognitive neuroscientist	occupation		236474	238080
implanted	medical_process		397822	398676
MRI guidance	medical_process		415586	416632
neurophysiology	occupation		591386	592780
amin	medical_process		1099886	1100484
electrodes	medical_process		1100532	1101076
Bob DeSimone	person_name		1182090	1183216
Diego	person_name		1184298	1185088
MIT	organization		1187962	1188496
postdoc	occupation		1189274	1189648
Earl Miller	person_name		1189818	1190368
Vanderbilt	organization		1192138	1192928
V four	organization		1204990	1205452
investigators	occupation		1209426	1210264
Vanderbilt	organization		1307538	1308152
undergraduate student	occupation		1310440	1311580
Max Lichtenfeld	person_name		1312242	1313688
histological reconstructions	medical_process		1315522	1317032
tiny electrolytic lesions	injury		1320966	1322700
electrophysiology	occupation		1334698	1335664
anatomy	occupation		1449438	1450280
histological analysis	medical_process		1505896	1507480
slipping microscopy	medical_process		1512466	1514540
ing	medical_process		1516136	1516788
cell counting	medical_process		1516998	1518080
gamma and alpha beta electrophysiology	medical_process		1532346	1535584
Sanchez Toto	person_name		1602940	1604192
computational modelers	occupation		1606626	1608264
Spain	location		1608498	1609016
propofol anesthesia	drug		1706802	1707816
anesthesia	medical_process		1712802	1713608
anesthesia	medical_process		1714578	1715224
Jake Donahue	person_name		1718982	1719836
MD	occupation		1721852	1722204
PhD student	occupation		1722252	1723440
MIT	organization		1724006	1724508
Emory Brown	person_name		1728982	1729772
Earl Miller	person_name		1730422	1731260
anesthetic	drug		1745502	1746036
propofol	drug		1746462	1747188
anesthesiologist	occupation		1749630	1750772
anesthetic	drug		1757842	1758860
intraoperative monitoring	medical_process		1771174	1772716
anesthesiologists	occupation		1776518	1777596
Emory Brown	person_name		1779626	1780336
anesthesiologist	occupation		1780778	1781664
EEG	medical_process		1787882	1788736
spectral estimation	medical_process		1789706	1791372
propofol	drug		1811368	1812264
propofol anesthesia	drug		1857490	1858776
propofol anesthetic	drug		1896622	1897796
propofol	drug		1918038	1918604
auditory stimulation task	medical_process		2006720	2008584
propofol	drug		2013426	2014024
PhD student	occupation		2029286	2030160
Sophie Shang	person_name		2030230	2031852
anesthetized	medical_process		2062018	2062824
propofol	drug		2173046	2174156
anesthetics	drug		2177270	2178508
Bostos lab	organization		2196942	2197624
Vanderbilt	organization		2197838	2198372
anatomy	occupation		2200222	2200820
collaborators	occupation		2201246	2201828
MIT	organization		2201998	2202680
andre	person_name		2231658	2232080
dave Douglas	person_name		2235280	2236192
propofol	drug		2237978	2238896
Andre	person_name		2249946	2250496
Dave Douglas	person_name		2253472	2254224
propofol	drug		2255546	2256368
Stuart Hammerhoff	person_name		2273362	2274792
George Masure	person_name		2281570	2282644
theorists	occupation		2350874	2351648
experimentalists	occupation		2352042	2353088
biology	occupation		2385318	2385788
neurobiology	occupation		2392588	2393920
psychology	occupation		2394726	2395512
neurobiological	occupation		2400778	2401744
postdoc	occupation		2431778	2432620
eli Sinesh	person_name		2434390	2435724
biology	occupation		2504138	2504976
deep learning	occupation		2510478	2511000
machine learning	occupation		2511822	2512520
machine learning	occupation		2513028	2513640
experimentalists	occupation		2540660	2542060
theorists	occupation		2542582	2543084
X	person_name		2553400	2554244
Eli	person_name		2562862	2563204
Alexandra	person_name		2564942	2566040
Andre	person_name		2640598	2641244
