start	end	speaker	confidence	paragNum	paragWordCount	wordPos	text
90	640	A	0.12549	1	1	1	You.
1170	1582	A	0.94924	1	2	2	Hello
1636	2142	A	0.99995	1	3	3	everyone.
2276	2714	A	0.98709	1	4	4	It's
2762	3482	A	0.97	1	5	5	october
3626	4442	A	0.92	1	6	6	14,
4586	5840	A	0.87	1	7	7	2022.
6690	7194	A	0.9136	1	8	8	We're
7242	7840	A	0.84	1	9	9	in
13790	14294	A	0.9942	1	10	10	meeting
14342	14940	A	1.0	1	11	11	20.
15310	15766	A	0.98263	1	12	12	We're
15798	15898	A	1.0	1	13	13	in
15904	16074	A	0.86962	1	14	14	our
16112	16362	A	1.0	1	15	15	second
16416	16806	A	0.99998	1	16	16	discussion
16838	16986	A	1.0	1	17	17	of
17008	17366	A	0.99996	1	18	18	chapter
17398	17930	A	0.56	1	19	19	eight.
18080	18346	A	0.99992	2	1	20	We
18368	18554	A	0.69485	2	2	21	have
18592	18746	A	0.78	2	3	22	a
18768	19340	A	0.99271	2	4	23	few
19950	20774	A	0.9998	2	5	24	topics
20902	21386	A	0.75	2	6	25	and
21488	21994	A	0.58223	2	7	26	points
22112	22394	A	1.0	2	8	27	in
22432	22774	A	0.9772	2	9	28	chapter
22822	23370	A	0.97	2	10	29	eight
23520	23786	A	1.0	2	11	30	and
23808	24090	A	0.7	2	12	31	then
24160	24490	A	0.99983	2	13	32	maybe
24560	24746	A	0.99973	2	14	33	we
24768	25340	A	0.97704	2	15	34	can
26190	27046	A	0.83803	2	16	35	preview
27238	28050	A	0.94871	2	17	36	some
28240	29086	A	0.99864	2	18	37	chapter
29198	29762	A	1.0	2	19	38	nine
29896	30482	A	0.99	2	20	39	and
30616	31010	A	0.99989	2	21	40	have
31080	31218	A	0.99	2	22	41	a
31224	31346	A	0.99456	2	23	42	lot
31368	31458	A	1.0	2	24	43	of
31464	31682	A	0.97204	2	25	44	space
31736	31906	A	0.99891	2	26	45	for
31928	32114	A	0.99869	2	27	46	any
32152	32738	A	0.99991	2	28	47	other
32904	33390	A	0.88809	2	29	48	foster
33470	34146	A	0.9999	2	30	49	questions
34328	34770	A	0.99997	2	31	50	people
34840	35266	A	0.80799	2	32	51	are
35368	35874	A	0.58337	2	33	52	having
35992	36660	A	0.95601	2	34	53	so
37270	37586	A	0.99992	2	35	54	we
37608	37794	A	0.99952	2	36	55	can
37832	38046	A	0.99997	2	37	56	jump
38078	38322	A	0.55	2	38	57	to
38376	38594	A	1.0	2	39	58	the
38632	38978	A	0.99982	2	40	59	questions
39064	39362	A	0.82	2	41	60	and
39416	39634	A	0.99993	2	42	61	look
39672	39874	A	1.0	2	43	62	at
39912	40500	A	1.0	2	44	63	the
43370	43954	A	0.99663	2	45	64	written
44002	44354	A	0.7075	2	46	65	chapter
44402	44566	A	1.0	2	47	66	eight
44588	44966	A	0.99987	2	48	67	questions.
45068	45670	A	0.99986	2	49	68	Or
45820	46182	A	0.66919	2	50	69	does
46236	46550	A	0.99986	2	51	70	anyone
46620	46854	A	0.60288	2	52	71	want
46892	47480	A	0.95	2	53	72	to
48490	49074	A	0.9932	2	54	73	suggest
49122	49286	A	1.0	2	55	74	a
49308	49494	A	1.0	2	56	75	point
49532	49686	A	1.0	2	57	76	for
49708	49846	A	1.0	2	58	77	us
49868	50006	A	1.0	2	59	78	to
50028	50166	A	0.99999	2	60	79	go
50188	50760	A	0.65	2	61	80	to
60200	60612	A	0.99961	2	62	81	last
60666	60980	A	0.99955	2	63	82	time?
61050	61284	A	0.81416	2	64	83	We
61322	61524	A	0.99977	2	65	84	know
61562	61956	A	0.99997	2	66	85	that
62058	62324	A	0.99992	2	67	86	some
62362	62516	A	1.0	2	68	87	of
62538	62820	A	1.0	2	69	88	the
62890	63296	A	0.97519	2	70	89	areas
63328	63476	A	0.99997	2	71	90	we
63498	63684	A	0.99696	2	72	91	wanted
63722	63828	A	1.0	2	73	92	to
63834	64004	A	0.99995	2	74	93	pick
64042	64244	A	0.9997	2	75	94	up
64282	64870	A	0.99922	2	76	95	on
66200	66960	A	0.89551	2	77	96	involved
67040	67670	A	0.80534	2	78	97	learning
68040	68452	A	0.93	2	79	98	and
68506	69232	A	0.99164	2	80	99	hierarchical
69296	69756	A	0.9964	2	81	100	modeling
69808	69976	A	1.0	2	82	101	and
69998	70484	A	0.984	2	83	102	hybrid
70532	71400	A	0.9982	2	84	103	modeling.
96020	96528	A	0.96	3	1	104	One
96614	96960	A	0.99993	3	2	105	question
97030	97264	A	0.95635	3	3	106	that
97302	97504	A	0.99817	3	4	107	came
97542	97744	A	0.90716	3	5	108	up,
97782	97936	A	1.0	3	6	109	I
97958	98530	A	0.99993	3	7	110	think
98900	99312	A	0.99994	3	8	111	here,
99366	99584	A	1.0	3	9	112	but
99622	99824	A	0.99973	3	10	113	maybe
99862	100016	A	0.99966	3	11	114	we
100038	100320	A	0.99987	3	12	115	can
100390	101052	A	0.9976	3	13	116	revisit
101116	101788	A	0.99976	3	14	117	is
101974	102324	A	0.59	3	15	118	the
102362	103360	A	0.55723	3	16	119	birdsong
103440	104070	A	0.7603	3	17	120	model
106040	106452	A	0.83852	3	18	121	is
106506	106944	A	0.99972	3	19	122	widely
106992	107424	A	0.53705	3	20	123	pointed
107472	107732	A	1.0	3	21	124	at
107786	108148	A	0.988	3	22	125	as
108234	108484	A	0.53	3	23	126	an
108522	108868	A	1.0	3	24	127	example
108954	109156	A	1.0	3	25	128	of
109178	109412	A	0.99996	3	26	129	how
109466	110112	A	0.99406	3	27	130	communication
110176	110404	A	0.98571	3	28	131	is
110442	110992	A	0.88695	3	29	132	modeled
111056	111764	A	1.0	3	30	133	in
