"Start Time","End Time","Transcript"
"00;00;08;03","00;00;08;18","Hello"
"00;00;08;18","00;00;08;28","and"
"00;00;08;28","00;00;09;10","welcome"
"00;00;09;10","00;00;10;04","everyone"
"00;00;10;04","00;00;10;17","to"
"00;00;10;17","00;00;11;02","Active"
"00;00;11;02","00;00;11;24","Lab."
"00;00;11;24","00;00;12;21","This is"
"00;00;12;21","00;00;13;14","active"
"00;00;13;14","00;00;13;24","live"
"00;00;13;24","00;00;14;08","stream"
"00;00;14;08","00;00;15;08","number"
"00;00;15;08","00;00;16;29","21.1"
"00;00;16;29","00;00;17;10","and"
"00;00;17;10","00;00;17;16","we're"
"00;00;17;16","00;00;17;28","here"
"00;00;17;28","00;00;18;17","with"
"00;00;18;17","00;00;18;28","John"
"00;00;18;28","00;00;19;17","Blake"
"00;00;19;17","00;00;19;25","and"
"00;00;19;25","00;00;20;07","several"
"00;00;20;07","00;00;20;23","other"
"00;00;20;23","00;00;21;14","colleagues"
"00;00;21;14","00;00;21;29","looking"
"00;00;21;29","00;00;22;10","forward"
"00;00;22;10","00;00;22;23","to a"
"00;00;22;23","00;00;23;08","discussion"
"00;00;23;08","00;00;24;05","today"
"00;00;24;05","00;00;24;19","on"
"00;00;24;19","00;00;24;28","this"
"00;00;24;28","00;00;25;11","science"
"00;00;25;11","00;00;25;24","driven"
"00;00;25;24","00;00;26;14","societal"
"00;00;26;14","00;00;27;17","transformation"
"00;00;27;17","00;00;28;21","series"
"00;00;28;21","00;00;29;00","and"
"00;00;29;00","00;00;29;26","project"
"00;00;29;26","00;00;30;02","that"
"00;00;30;02","00;00;30;06","we've"
"00;00;30;06","00;00;30;11","been"
"00;00;30;11","00;00;31;08","exploring"
"00;00;31;08","00;00;32;18","and"
"00;00;32;18","00;00;32;25","had"
"00;00;32;25","00;00;33;21","several"
"00;00;33;21","00;00;34;05","background"
"00;00;34;05","00;00;34;29","sessions"
"00;00;34;29","00;00;35;20","01"
"00;00;35;20","00;00;35;28","through"
"00;00;35;28","00;00;37;07",".04"
"00;00;37;07","00;00;37;18","with"
"00;00;37;18","00;00;38;12","John"
"00;00;38;12","00;00;38;28","and"
"00;00;38;28","00;00;39;19","in the"
"00;00;39;19","00;00;40;03","discussion"
"00;00;40;03","00;00;40;21","today"
"00;00;40;21","00;00;41;06","and"
"00;00;41;06","00;00;41;16","next"
"00;00;41;16","00;00;41;25","week"
