"Start Time","End Time","Transcript"
"00;00;09;13","00;00;09;17","All"
"00;00;09;17","00;00;09;25","right."
"00;00;09;25","00;00;10;05","We are"
"00;00;10;05","00;00;10;19","live."
"00;00;10;19","00;00;11;05","Welcome,"
"00;00;11;05","00;00;11;21","everybody."
"00;00;11;21","00;00;12;02","Thank you"
"00;00;12;02","00;00;12;15","for"
"00;00;12;15","00;00;12;28","joining"
"00;00;12;28","00;00;13;03","us"
"00;00;13;03","00;00;13;15","live"
"00;00;13;15","00;00;13;23","or"
"00;00;13;23","00;00;14;19","in replay."
"00;00;14;19","00;00;15;23","This is active"
"00;00;15;23","00;00;16;05","floor"
"00;00;16;05","00;00;16;13","live"
"00;00;16;13","00;00;16;27","stream"
"00;00;16;27","00;00;17;12","number"
"00;00;17;12","00;00;19;13","23.0."
"00;00;19;13","00;00;19;19","It's"
"00;00;19;19","00;00;21;29","May 27th 2021."
"00;00;22;00","00;00;22;09","And"
"00;00;22;09","00;00;22;11","we're"
"00;00;22;11","00;00;22;15","going"
"00;00;22;15","00;00;22;20","to be"
"00;00;22;20","00;00;23;02","talking"
"00;00;23;02","00;00;23;09","about"
"00;00;23;09","00;00;23;12","the"
"00;00;23;12","00;00;24;08","paper"
"00;00;24;08","00;00;24;20","embodied"
"00;00;24;20","00;00;25;08","skillful"
"00;00;25;08","00;00;26;03","performance"
"00;00;26;03","00;00;27;01","And"
"00;00;27;01","00;00;27;08","I'm"
"00;00;27;08","00;00;27;24","Daniel"
"00;00;27;24","00;00;28;01","I'm"
"00;00;28;01","00;00;28;07","here"
"00;00;28;07","00;00;28;24","with"
"00;00;28;25","00;00;29;11","blue"
"00;00;29;11","00;00;29;17","and"
"00;00;29;17","00;00;30;01","Dean."
"00;00;30;05","00;00;30;28","So"
"00;00;30;29","00;00;31;07","thanks"
"00;00;31;07","00;00;31;11","for"
"00;00;31;11","00;00;31;26","joining"
"00;00;31;26","00;00;32;23","you to"
"00;00;34;07","00;00;34;16","welcome"
"00;00;34;16","00;00;35;02","everybody"
"00;00;35;02","00;00;35;21","to the"
"00;00;35;21","00;00;36;04","acting"
"00;00;36;04","00;00;36;27","lab."
"00;00;37;05","00;00;37;13","We're"
"00;00;37;13","00;00;37;14","a"
"00;00;37;14","00;00;38;11","participatory"
"00;00;38;11","00;00;38;26","online"
"00;00;38;26","00;00;39;10","lab"
"00;00;39;10","00;00;39;25","that is"
"00;00;39;25","00;00;40;21","communicating,"
"00;00;40;21","00;00;41;06","learning"
"00;00;41;06","00;00;41;12","and"
"00;00;41;12","00;00;42;11","practicing"
"00;00;42;11","00;00;42;22","applied"
"00;00;42;22","00;00;42;28","active"
"00;00;42;28","00;00;43;27","inference"
"00;00;43;28","00;00;44;02","You"
"00;00;44;02","00;00;44;06","can"
"00;00;44;06","00;00;44;18","find us"
"00;00;44;18","00;00;44;24","at"
"00;00;44;24","00;00;45;07","the links"
"00;00;45;07","00;00;45;13","that"
"00;00;45;13","00;00;45;17","we"
"00;00;45;17","00;00;45;26","have"
"00;00;45;26","00;00;46;02","laid"
"00;00;46;02","00;00;46;08","out"
"00;00;46;08","00;00;46;26","here."
"00;00;47;11","00;00;47;21","This is a"
"00;00;47;21","00;00;48;09","recorded"
"00;00;48;09","00;00;48;16","in an"
"00;00;48;16","00;00;49;02","archived"
"00;00;49;02","00;00;49;09","live"
"00;00;49;09","00;00;49;24","stream."
"00;00;49;24","00;00;50;01","So"
"00;00;50;01","00;00;50;11","please"
"00;00;50;11","00;00;50;21","provide"
"00;00;50;21","00;00;50;24","us"
"00;00;50;24","00;00;51;12","with feedback"
"00;00;51;12","00;00;51;16","so"
"00;00;51;16","00;00;51;19","that"
"00;00;51;19","00;00;51;27","we can"
"00;00;51;27","00;00;52;08","improve"
"00;00;52;08","00;00;53;08","our work"
"00;00;53;16","00;00;53;23","All"
"00;00;53;23","00;00;54;12","backgrounds"
"00;00;54;12","00;00;54;19","and"
"00;00;54;19","00;00;55;15","perspectives"
"00;00;55;15","00;00;55;21","are"
"00;00;55;21","00;00;56;02","welcome"
"00;00;56;02","00;00;56;05","to"
"00;00;56;05","00;00;56;18","contribute"
"00;00;56;18","00;00;57;06","here."
"00;00;57;14","00;00;57;19","And"
"00;00;57;19","00;00;57;29","as far"
"00;00;57;29","00;00;58;04","as"
"00;00;58;04","00;00;58;14","video"
"00;00;58;14","00;00;58;25","etiquette"
"00;00;58;25","00;00;58;29","for"
"00;00;58;29","00;00;59;16","livestreams,"
"00;00;59;16","00;00;59;22","we'll"
"00;00;59;22","00;00;59;24","be"
"00;00;59;24","00;01;00;09","doing"
"00;01;00;09","00;01;00;14","our"
"00;01;00;14","00;01;00;24","best."
"00;01;02;11","00;01;02;19","We're"
"00;01;02;19","00;01;02;27","heading"
"00;01;02;27","00;01;03;15","into"
"00;01;03;15","00;01;04;10","June,"
"00;01;04;10","00;01;04;19","so"
"00;01;04;19","00;01;05;04","soon"
"00;01;05;04","00;01;05;11","in"
"00;01;05;11","00;01;05;20","just a"
"00;01;05;20","00;01;05;27","few"
"00;01;05;27","00;01;06;19","weeks,"
"00;01;06;19","00;01;06;27","and"
"00;01;06;27","00;01;07;02","we'll"
"00;01;07;02","00;01;07;06","be"
"00;01;07;06","00;01;07;16","having"
"00;01;07;16","00;01;08;03","discussion"
"00;01;08;03","00;01;08;09","number"
"00;01;08;09","00;01;09;18","23.1"
"00;01;09;18","00;01;10;08","and"
"00;01;10;08","00;01;11;03","two on"
"00;01;11;03","00;01;11;09","this"
"00;01;11;09","00;01;11;21","paper."
"00;01;11;21","00;01;11;29","So"
"00;01;11;29","00;01;12;14","today"
"00;01;12;14","00;01;12;20","it's"
"00;01;12;20","00;01;12;24","going"
"00;01;12;24","00;01;12;29","to be"
