text	entity_type		start	end
Ali	person_name		43020	43700
social sciences	occupation		194582	195780
Richard Feigman	person_name		246302	247584
psychology	occupation		364498	365272
Michael	person_name		428990	429930
Eric Sounds	person_name		498152	499186
Ollie	person_name		588212	588554
Michael	person_name		809420	809876
Ali	person_name		1262860	1263492
Olivier	person_name		1467922	1468664
$1,000	money_amount		1565778	1566910
one dollars	money_amount		1577350	1578000
$1,000	money_amount		1579782	1580896
Michael	person_name		1689320	1690340
Olivier	person_name		1720480	1721144
engineering	occupation		2012500	2013660
economics	occupation		2154622	2155480
math	occupation		2191914	2192256
math	occupation		2320738	2321064
machine learning	occupation		2919422	2920040
systems modeling	occupation		3281472	3282406
Michael	person_name		3309080	3309688
Martin	person_name		3311858	3312136
math	occupation		3312994	3313176
math	occupation		3336930	3337434
