key	relevance
HealthyLiving>Wellness>AlternativeMedicine>HolisticHealth	1.0
HealthyLiving>Wellness>PhysicalTherapy	0.9769713282585144
HealthyLiving>Wellness>AlternativeMedicine	0.7225344777107239
MedicalHealth>DiseasesAndConditions>MentalHealth	0.6337271332740784
MedicalHealth>DiseasesAndConditions>BrainAndNervousSystemDisorders	0.25316888093948364
FamilyAndRelationships>Bereavement	0.23688720166683197
MedicalHealth	0.19943317770957947
Hobbies&Interests>ParanormalPhenomena	0.19337962567806244
MedicalHealth>DiseasesAndConditions>BoneAndJointConditions	0.1557268500328064
HealthyLiving>FitnessAndExercise	0.13391131162643433
FamilyAndRelationships>Parenting>ParentingBabiesAndToddlers	0.13166402280330658
FamilyAndRelationships>Parenting	0.11815331876277924
MedicalHealth>MedicalTests	0.11519888043403625
HealthyLiving>FitnessAndExercise>RunningAndJogging	0.09760516881942749
HealthyLiving	0.09138358384370804
FamilyAndRelationships>Eldercare	0.08748883008956909
BusinessAndFinance>Business>GreenSolutions	0.08120742440223694
BusinessAndFinance>Industries>PowerAndEnergyIndustry	0.07809482514858246
MusicAndAudio	0.0764380544424057
Technology&Computing>ArtificialIntelligence	0.07606468349695206
