docLabel	sp	myTime	myTimeDisplay	myTimeSRT
ls044-2	A	28100	00:28	00:00:28,907
ls044-2	A	346450	05:46	00:05:46,174
ls044-2	A	382092	06:22	00:06:22,470
ls044-2	A	757650	12:37	00:12:37,866
ls044-2	A	1261170	21:01	00:21:01,136
ls044-2	A	1479068	24:39	00:24:39,336
ls044-2	A	2045810	34:05	00:34:05,842
ls044-2	A	2073148	34:33	00:34:33,870
ls044-2	A	2378550	39:38	00:39:38,145
ls044-2	A	2451490	40:51	00:40:51,212
ls044-2	A	3248516	54:08	00:54:08,925
ls044-2	A	3470296	57:50	00:57:50,129
ls044-2	A	3876100	1:04:36	01:04:36,530
ls044-2	A	4256940	1:10:56	01:10:56,978
ls044-2	A	4838736	1:20:38	01:20:38,119
ls044-2	A	5419200	1:30:19	01:30:19,640
ls044-2	A	5652910	1:34:12	01:34:12,849
ls044-2	A	5986528	1:39:46	01:39:46,153
ls044-2	A	6373840	1:46:13	01:46:13,498
ls044-2	A	6515600	1:48:35	01:48:35,628
ls044-2	B	167780	02:47	00:02:47,567
ls044-2	B	305590	05:05	00:05:05,765
ls044-2	B	762210	12:42	00:12:42,911
ls044-2	B	1586410	26:26	00:26:26,431
ls044-2	B	2265670	37:45	00:37:45,044
ls044-2	B	3308632	55:08	00:55:08,979
ls044-2	B	4263180	1:11:03	01:11:03,981
ls044-2	B	4666320	1:17:46	01:17:46,652
ls044-2	B	5851980	1:37:31	01:37:31,030
ls044-2	B	6378980	1:46:18	01:46:18,503
ls044-2	C	229620	03:49	00:03:49,125
ls044-2	C	631770	10:31	00:10:31,727
ls044-2	C	967190	16:07	00:16:07,721
ls044-2	C	1804610	30:04	00:30:04,625
ls044-2	C	2508724	41:48	00:41:48,263
ls044-2	C	3537160	58:57	00:58:57,190
ls044-2	C	4035640	1:07:15	01:07:15,946
ls044-2	C	4417816	1:13:37	01:13:37,407
ls044-2	C	5143800	1:25:43	01:25:43,394
ls044-2	C	5552140	1:32:32	01:32:32,761
ls044-2	C	6031380	1:40:31	01:40:31,192
ls044-2	C	6303006	1:45:03	01:45:03,434
ls044-2	C	6444840	1:47:24	01:47:24,563
ls044-2	D	323798	05:23	00:05:23,947
ls044-2	D	351570	05:51	00:05:51,225
ls044-2	D	415830	06:55	00:06:55,807
ls044-2	D	1266230	21:06	00:21:06,141
ls044-2	D	1742384	29:02	00:29:02,569
ls044-2	D	2461110	41:01	00:41:01,216
ls044-2	D	3025954	50:25	00:50:25,726
ls044-2	D	3103330	51:43	00:51:43,798
ls044-2	D	3880580	1:04:40	01:04:40,575
ls044-2	D	6285782	1:44:45	01:44:45,422
ls044-2	E	1695390	28:15	00:28:15,528
ls044-2	E	3074330	51:14	00:51:14,769
ls044-2	E	3157828	52:37	00:52:37,846
ls044-2	E	3920738	1:05:20	01:05:20,917
ls044-2	E	5657260	1:34:17	01:34:17,854
ls044-2	E	6218480	1:43:38	01:43:38,361
ls044-2	F	2056370	34:16	00:34:16,853
ls044-2	F	2422206	40:22	00:40:22,183
ls044-2	F	4282694	1:11:22	01:11:22,176
ls044-2	F	6472640	1:47:52	01:47:52,591
