start	end	sentNum	speaker	confidence	wordPosSent	wordPosDoc	text
3390	3940	1	A	0.76233	1	1	You.
5910	6370	2	B	0.61371	1	2	Hello
6440	6626	2	B	1.0	2	3	and
6648	6930	2	B	1.0	3	4	welcome,
7000	7618	2	B	0.99997	4	5	everyone.
7784	8114	3	B	0.88005	1	6	This
8152	8450	3	B	0.99962	2	7	is
8520	8926	3	B	0.95494	3	8	active
8958	9598	3	B	0.92292	4	9	inference
9694	10638	3	B	0.89133	5	10	Livestream.
10814	11214	4	B	0.9995	1	11	Guest
11262	11806	4	B	0.8004	2	12	stream
11918	12434	4	B	0.99992	3	13	number
12552	14066	4	B	0.98	4	14	54.1.
14248	14734	5	B	0.94936	1	15	It's
14782	15214	5	B	0.66	2	16	August
15262	15730	5	B	0.83	3	17	25,
15800	17042	5	B	1.0	4	18	2023.
17176	17474	6	B	1.0	1	19	Today
17512	17678	6	B	0.99613	2	20	we're
17694	17778	6	B	0.99549	3	21	going
17784	17858	6	B	0.98	4	22	to
17864	17986	6	B	0.99981	5	23	be
18008	18286	6	B	0.99985	6	24	hearing
18318	18610	6	B	1.0	7	25	about
18680	19614	6	B	0.60929	8	26	electromagnetic
19662	19922	6	B	1.0	9	27	field
19976	20638	6	B	0.8476	10	28	topology
20734	20946	6	B	0.99999	11	29	as
20968	21058	6	B	1.0	12	30	a
21064	21454	6	B	0.99999	13	31	solution
21502	21618	6	B	1.0	14	32	to
21624	21746	6	B	0.98	15	33	the
21768	22222	6	B	0.88582	16	34	boundary
22286	22610	6	B	0.99995	17	35	problem
22680	22914	6	B	1.0	18	36	of
22952	23870	6	B	0.95852	19	37	consciousness.
24030	24354	7	B	0.73378	1	38	This
24392	24498	7	B	0.99999	2	39	is
24504	24626	7	B	0.6213	3	40	going
24648	24738	7	B	1.0	4	41	to
24744	24866	7	B	0.99997	5	42	be
24888	25122	7	B	0.96	6	43	a
25176	26542	7	B	0.78106	7	44	copresentation,
26686	27246	7	B	0.64741	8	45	followed
27278	27474	7	B	1.0	9	46	by
27512	27666	7	B	1.0	10	47	a
27688	28450	7	B	0.99895	11	48	discussion
28750	29546	7	B	0.9871	12	49	with
29728	30074	7	B	0.99969	13	50	our
30112	30454	7	B	0.91024	14	51	guests
30502	30906	7	B	1.0	15	52	here.
31008	31274	8	B	0.99623	1	53	So
31312	31418	8	B	1.0	2	54	I
31424	31546	8	B	0.91001	3	55	will
31568	31706	8	B	0.99913	4	56	leave
31728	31866	8	B	1.0	5	57	it
31888	32170	8	B	1.0	6	58	to
32240	32618	8	B	0.99997	7	59	everyone
32704	32954	8	B	1.0	8	60	to
32992	33366	8	B	0.99612	9	61	introduce
33398	33690	8	B	0.99847	10	62	themselves
33760	33994	8	B	1.0	11	63	and
34032	34282	8	B	0.99986	12	64	present
34336	34506	8	B	1.0	13	65	and
34528	34954	8	B	0.99999	14	66	discuss
35072	35450	8	B	0.9999	15	67	however
35520	36042	8	B	0.5388	16	68	they
36176	36774	8	B	0.92437	17	69	prefer.
36902	37242	9	B	1.0	1	70	And
37296	37466	9	B	0.99998	2	71	thank
37488	37626	9	B	0.99999	3	72	you
37648	37882	9	B	0.99976	4	73	again
37936	38202	9	B	0.99998	5	74	for
38256	38886	9	B	0.99953	6	75	joining.
38998	39660	10	B	0.99509	1	76	Please.
42290	42606	11	A	0.99666	1	77	Thank
42628	42766	11	A	0.8764	2	78	you
42788	42926	11	A	0.89797	3	79	so
42948	43470	11	A	0.99928	4	80	much
43620	43886	11	A	0.99983	5	81	for
43908	44094	11	A	0.99998	6	82	having
44132	44430	11	A	0.99	7	83	us,
44500	45310	11	A	0.99037	8	84	Daniel.
45650	46014	12	A	0.99312	1	85	Yeah.
46052	46266	13	A	0.99306	1	86	I'm
46298	46778	13	A	0.92792	2	87	Andres
46874	47134	13	A	1.0	3	88	Co,
47172	47418	13	A	0.9999	4	89	founder
47434	47614	13	A	1.0	5	90	of
47652	48026	13	A	0.61461	6	91	Qualia
48058	48302	13	A	0.99756	7	92	Research
48356	48842	13	A	0.92777	8	93	Institute.
48906	49566	14	A	0.93	1	94	And,
49748	50430	14	A	0.96818	2	95	yeah,
50580	51050	14	A	0.94093	3	96	I'm
51130	51326	14	A	1.0	4	97	here
51348	52014	14	A	0.97548	5	98	with
52212	52714	14	A	0.44462	6	99	Liber
52762	52986	14	A	0.81884	7	100	Chris,
53018	53214	14	A	1.0	8	101	co
53252	53418	14	A	0.99395	9	102	author
53434	53566	14	A	0.99	10	103	of
53588	53726	14	A	0.99262	11	104	this
53748	54078	14	A	0.99633	12	105	paper,
54164	54606	14	A	0.75	13	106	and
54708	55210	14	A	0.6238	14	107	Lieber,
55290	55450	14	A	0.67	15	108	a
55460	56014	14	A	0.84332	16	109	volunteer
56062	56754	14	A	0.99	17	110	and
56952	57486	14	A	0.82027	18	111	Wiki
57518	58174	14	A	0.94587	19	112	extraordinaire
58222	58386	14	A	0.99978	20	113	for
58408	58910	14	A	0.98352	21	114	QRI.
58990	59186	15	A	0.99352	1	115	But
59208	59442	15	A	0.99174	2	116	yeah,
59496	59666	15	A	1.0	3	117	go
59688	59970	15	A	0.78924	4	118	ahead,
60040	60286	15	A	0.4952	5	119	Chris,
60318	60562	15	A	0.85	6	120	and
60616	61330	15	A	0.55011	7	121	lieber.
62870	63282	16	C	0.96822	1	122	Yeah,
63336	64034	16	C	0.74318	2	123	no
64232	64546	16	C	1.0	3	124	more
64568	64706	16	C	1.0	4	125	to
64728	65010	16	C	0.94486	5	126	say.
65080	65326	17	C	0.9934	1	127	That's
65358	65850	17	C	0.9848	2	128	plenty.
65950	66178	18	C	0.99972	1	129	Let's
66194	66326	18	C	0.99999	2	130	get
66348	66534	18	C	0.99997	3	131	into
66572	66678	18	C	1.0	4	132	the
66684	67240	18	C	0.99517	5	133	detail.
69610	70022	19	D	0.99056	1	134	Yeah,
70076	70354	19	D	0.83904	2	135	I'm
70402	70566	19	D	0.95	3	136	co
70588	70822	19	D	0.98959	4	137	working
70876	71046	19	D	0.99939	5	138	with
71068	71490	19	D	0.93903	6	139	QRI
71570	72198	19	D	0.98	7	140	and
72364	72646	19	D	0.87	8	141	a
72668	72902	19	D	0.99941	9	142	lot
72956	73174	19	D	0.99885	10	143	into
73212	73506	19	D	0.84325	11	144	Active
73538	74290	19	D	0.42776	12	145	Instruments,
74450	74726	19	D	1.0	13	146	and
74748	74898	19	D	0.99847	14	147	I'm
74914	75094	19	D	0.99982	15	148	trying
75132	75286	19	D	1.0	16	149	to
75308	76066	19	D	0.76844	17	150	unify
76178	76674	19	D	0.94543	18	151	QRI
76722	76982	19	D	0.99985	19	152	with
77036	77346	19	D	0.82844	20	153	Active
77378	78190	19	D	0.4516	21	154	Instruments
78370	78666	19	D	0.79	22	155	a
78688	79114	19	D	0.99675	23	156	lot.
79232	79562	20	D	0.53	1	157	And
79616	80220	20	D	0.68358	2	158	yeah.
84270	85020	21	A	0.99998	1	159	Beautiful.
86270	87020	22	A	0.99878	1	160	Yeah.
87790	88394	23	A	0.63629	1	161	Next
88512	89030	23	A	0.65103	2	162	slide.
89110	89850	24	A	0.99989	1	163	Essentially,
90350	91100	24	A	0.99878	2	164	our
92750	93334	24	A	0.95777	3	165	outline
93382	93546	24	A	1.0	4	166	of
93568	93706	24	A	0.99965	5	167	this
93728	94358	24	A	0.99999	6	168	presentation
94454	94726	24	A	0.99986	7	169	is
94768	94878	24	A	0.9968	8	170	going
94884	95294	24	A	0.94	9	171	to
95412	95914	24	A	0.78239	10	172	essentially
95962	96174	24	A	0.99973	11	173	walk
96212	96366	24	A	0.99996	12	174	you
96388	96574	24	A	1.0	13	175	through
96612	96766	24	A	0.99999	14	176	some
96788	96878	24	A	1.0	15	177	of
96884	97006	24	A	1.0	16	178	the
97028	97214	24	A	1.0	17	179	key
97252	97706	24	A	0.99996	18	180	ideas
97738	97838	24	A	1.0	19	181	of
97844	97966	24	A	1.0	20	182	the
97988	98654	24	A	1.0	21	183	paper
98852	99214	24	A	0.6	22	184	and
99252	99406	24	A	0.99993	23	185	kind
99428	99518	24	A	1.0	24	186	of
99524	99790	24	A	0.99574	25	187	like
99860	100142	24	A	0.99996	26	188	trying
100196	100414	24	A	1.0	27	189	to
100452	101066	24	A	0.38511	28	190	illustrate
101098	101246	24	A	1.0	29	191	them
101268	101406	24	A	1.0	30	192	or
101428	101614	24	A	0.99997	31	193	making
101652	101806	24	A	0.99999	32	194	them
101828	101918	24	A	1.0	33	195	a
101924	102046	24	A	0.99485	34	196	little
102068	102254	24	A	0.99996	35	197	bit
102292	102446	24	A	1.0	36	198	more
102468	103310	24	A	0.51884	37	199	intuitive,
104390	104894	24	A	0.99166	38	200	fairly
104942	105154	24	A	1.0	39	201	high
105192	105490	24	A	1.0	40	202	level,
105560	105854	24	A	0.99972	41	203	although
105902	106066	24	A	0.99999	42	204	we
106088	106274	24	A	0.99997	43	205	will
106312	106514	24	A	0.99998	44	206	actually
106552	106850	24	A	0.99998	45	207	present
106920	107106	24	A	0.99964	46	208	kind
107128	107700	24	A	1.0	47	209	of
108070	108338	24	A	1.0	48	210	the
108344	108606	24	A	0.50521	49	211	core
108638	109330	24	A	0.9974	50	212	argument.
110070	110386	25	A	1.0	1	213	The
110408	110594	25	A	1.0	2	214	main
110632	110834	25	A	0.99996	3	215	thing
110872	111458	25	A	0.87	4	216	to
111624	111954	25	A	1.0	5	217	point
111992	112338	25	A	1.0	6	218	out
112424	113058	25	A	1.0	7	219	here
113224	113554	25	A	1.0	8	220	next
113592	113806	25	A	0.98807	9	221	slide
113838	114034	25	A	0.9476	10	222	is
114072	114660	25	A	0.99999	11	223	that
115610	116262	25	A	0.97	12	224	the
116396	116946	25	A	0.83948	13	225	magnetic
116978	117234	25	A	0.99903	14	226	theories
117282	117398	25	A	1.0	15	227	of
117404	118258	25	A	0.8232	16	228	consciousness,
118434	118726	25	A	1.0	17	229	I
118748	118934	25	A	0.99985	18	230	guess,
