start	end	startTime	summary	headline	gist
2040	45210	00:02	Active Inference for the Social Sciences. Complex systems and feedbacks with cyberphysical systems will be a theme. With no further ado, I will pass it to please mute turn off the live stream Avil.	Welcome to the first introductory session of the Social Sciences course in 2023	Intermediate Course Introduction
45740	116560	00:45	I will pass now to Avil for the introductory session. If you're watching live, please feel free to write any comments or questions in the chat and I'll relay them at the end onto the lecture. Make sure to close the YouTube video or mute it.	If you're watching live, please feel free to write any comments or questions	Introduction to the LSAT
117650	374160	01:57	Kerriu is a funding member of Kairos Research and Active Inference Lab, which co organize the course. What we are going for here is basically explain the basic demarch of the course and present a few case study. And then we will talk about course layout.	Kerriu will present the teaching team for this course	Introduction to the course
374690	803480	06:14	What does explaining cultural dynamics even mean? There are many types or views on what is scientific explanation. We explain things by calling on to regularities always. In my opinion it is more a question of rhetorics than of epistemology.	What does explaining cultural dynamics even mean? Depends who talks	The Explanation of Cultural Dynamics
804750	1494290	13:24	Active inference can explain how regularities underlying social activity be constructed through time. If active inference framework is true, then cognitive agents perceive the world through expectation they have developed about the world. The prediction it also underlies action or policies.	Active inference theory claims that cognitive agents perceive world through expectations	Active Inference and the evolution of social regulatories
1495030	1728880	24:55	Azure setting is something that is situated in the work on public opinion. Used to study how mass media can manufacture consent by drawing attention to specific issues and shaping specific expectation about the world. This is something we should definitely pay attention to.	Azure setting is used to study how mass media can manufacture consent	Ajana Setting and Political Theory
1729910	1968090	28:49	The idea that we have ethnicities and this is somehow relevant, normatively, like the Slav should organize together. It's very recent. It dates from the 19th century. But states that legitimize themselves through nationhoods they have basically to be all the time invested in ethnic cleansing.	Second case study nationalism is about how states legitimize themselves through nationalism	Case Study 2: Nationalism
1968770	2215770	32:48	The African Renaissance monument is a good example of identity capture. It gives a blueprint around which society should be organized. All of this is mediated by self model. People follow norms and this is a way to broadcast norms.	Abdullah Wade illustrates concept of identity capture through African Renaissance monument	Idealism and Identity Capture
2216610	2431250	36:56	There are constant debates in every subfield possible of social sense regarding what is actually explained by structure and what is left to individual agency. If you accept that agency is built through normativity, you have to admit that software exists at least in part through agency.	There is a constant question about structure and agency in social life	Structure and agency
2432710	2611980	40:32	Active inference can afford indirectly an archaeology of cognitive landscape. If socialization is made of constraint over behavior and those constraints are to some extent Embedded in the natural environment of the people, then we can study archaeological landscape for themselves.	Active inference can afford indirectly an archaeology of cognitive landscape	Active Inference in the Archaeology of Cognition
