key	relevance
Technology&Computing>ArtificialIntelligence	1.0
Technology&Computing>Computing>Internet>SocialNetworking	0.6919691562652588
Science	0.6208735108375549
Science>Environment	0.5780243277549744
Technology&Computing>Computing>ProgrammingLanguages	0.4926595389842987
EventsAndAttractions>PoliticalEvent	0.48549702763557434
BusinessAndFinance>Industries>EnvironmentalServicesIndustry	0.48310279846191406
Education>LanguageLearning	0.4543592929840088
Hobbies&Interests>ContentProduction	0.4512314796447754
Science>BiologicalSciences	0.44081586599349976
NewsAndPolitics>Politics>PoliticalIssues	0.4363664984703064
Science>Physics	0.2982619106769562
BusinessAndFinance>Industries>Agriculture	0.2746672034263611
RealEstate>LandAndFarms	0.2517489194869995
NewsAndPolitics>Politics	0.2212323099374771
BusinessAndFinance>Business>BusinessOperations	0.2200973629951477
Home&Garden>Landscaping	0.2104269564151764
Hobbies&Interests>Beekeeping	0.20271418988704681
Hobbies&Interests>GamesAndPuzzles	0.1812521517276764
BusinessAndFinance>Economy>Commodities	0.17177045345306396
