docLabel	sp	myTime	myTimeDisplay	myTimeSRT
CCL2023-07	A	3330	00:03	00:00:03,327
CCL2023-07	A	3220460	53:40	00:53:40,903
CCL2023-07	A	3448570	57:28	00:57:28,107
CCL2023-07	A	3680070	1:01:20	01:01:20,505
CCL2023-07	A	3897410	1:04:57	01:04:57,743
CCL2023-07	A	4326090	1:12:06	01:12:06,550
CCL2023-07	A	4757310	1:19:17	01:19:17,044
CCL2023-07	A	4854144	1:20:54	01:20:54,135
CCL2023-07	A	4952108	1:22:32	01:22:32,221
CCL2023-07	A	5361830	1:29:21	01:29:21,588
CCL2023-07	A	5501118	1:31:41	01:31:41,716
CCL2023-07	A	5550950	1:32:30	01:32:30,759
CCL2023-07	A	5629310	1:33:49	01:33:49,832
CCL2023-07	A	5829790	1:37:09	01:37:09,008
CCL2023-07	A	5915450	1:38:35	01:38:35,088
CCL2023-07	A	5987428	1:39:47	01:39:47,154
CCL2023-07	A	6035550	1:40:35	01:40:35,196
CCL2023-07	A	6139580	1:42:19	01:42:19,288
CCL2023-07	A	6181560	1:43:01	01:43:01,324
CCL2023-07	B	6810	00:06	00:00:06,804
CCL2023-07	B	386410	06:26	00:06:26,513
CCL2023-07	B	626966	10:26	00:10:26,679
CCL2023-07	B	828018	13:48	00:13:48,509
CCL2023-07	B	1215500	20:15	00:20:15,096
CCL2023-07	B	1460010	24:20	00:24:20,316
CCL2023-07	B	1675470	27:55	00:27:55,514
CCL2023-07	B	2002900	33:22	00:33:22,805
CCL2023-07	B	2306268	38:26	00:38:26,079
CCL2023-07	B	2576380	42:56	00:42:56,325
CCL2023-07	B	2792720	46:32	00:46:32,517
CCL2023-07	B	2980300	49:40	00:49:40,687
CCL2023-07	B	3088144	51:28	00:51:28,783
CCL2023-07	B	3195780	53:15	00:53:15,878
CCL2023-07	B	3307400	55:07	00:55:07,978
CCL2023-07	B	3703298	1:01:43	01:01:43,825
CCL2023-07	B	4016310	1:06:56	01:06:56,812
CCL2023-07	B	4487740	1:14:47	01:14:47,046
CCL2023-07	B	4605958	1:16:45	01:16:45,109
CCL2023-07	B	4829118	1:20:29	01:20:29,110
CCL2023-07	B	4900910	1:21:40	01:21:40,175
CCL2023-07	B	5125330	1:25:25	01:25:25,376
CCL2023-07	B	5441490	1:30:41	01:30:41,662
CCL2023-07	B	5529390	1:32:09	01:32:09,738
CCL2023-07	B	5596050	1:33:16	01:33:16,799
CCL2023-07	B	5653430	1:34:13	01:34:13,850
CCL2023-07	B	5864018	1:37:44	01:37:44,042
CCL2023-07	B	5943490	1:39:03	01:39:03,110
CCL2023-07	B	6015500	1:40:15	01:40:15,176
CCL2023-07	B	6076912	1:41:16	01:41:16,231
CCL2023-07	B	6146060	1:42:26	01:42:26,295
CCL2023-07	B	6220156	1:43:40	01:43:40,363
CCL2023-07	B	6281860	1:44:41	01:44:41,418
CCL2023-07	C	59004	00:59	00:00:59,994
CCL2023-07	C	570580	09:30	00:09:30,175
CCL2023-07	C	706360	11:46	00:11:46,413
CCL2023-07	C	976630	16:16	00:16:16,816
CCL2023-07	C	1269100	21:09	00:21:09,144
CCL2023-07	C	1627552	27:07	00:27:07,466
CCL2023-07	C	1800142	30:00	00:30:00,621
CCL2023-07	C	2239420	37:19	00:37:19,018
CCL2023-07	C	2425320	40:25	00:40:25,186
CCL2023-07	C	2663680	44:23	00:44:23,400
CCL2023-07	C	2952420	49:12	00:49:12,659
CCL2023-07	C	3054380	50:54	00:50:54,755
CCL2023-07	C	3158836	52:38	00:52:38,847
CCL2023-07	C	3312380	55:12	00:55:12,983
CCL2023-07	C	3628290	1:00:28	01:00:28,926
CCL2023-07	C	3948290	1:05:48	01:05:48,192
CCL2023-07	C	4226650	1:10:26	01:10:26,676
CCL2023-07	C	4353990	1:12:33	01:12:33,829
CCL2023-07	C	4509894	1:15:09	01:15:09,208
CCL2023-07	C	5083490	1:24:43	01:24:43,340
CCL2023-07	C	5309850	1:28:29	01:28:29,542
CCL2023-07	C	5774566	1:36:14	01:36:14,959
CCL2023-07	C	6260322	1:44:20	01:44:20,397
CCL2023-07	C	6290540	1:44:50	01:44:50,427
