"Start Time","End Time","Transcript"
"00;00;08;10","00;00;08;21","Hello"
"00;00;08;21","00;00;09;22","everyone."
"00;00;09;25","00;00;10;04","Thanks"
"00;00;10;04","00;00;10;10","for"
"00;00;10;10","00;00;10;28","joining"
"00;00;10;28","00;00;11;08","and"
"00;00;11;08","00;00;11;19","welcome"
"00;00;11;19","00;00;11;29","to"
"00;00;11;29","00;00;12;11","Active"
"00;00;12;11","00;00;12;24","Flav,"
"00;00;12;24","00;00;13;03","live"
"00;00;13;03","00;00;13;12","stream"
"00;00;13;12","00;00;13;20","number"
"00;00;13;20","00;00;14;28","24.1."
"00;00;14;28","00;00;15;11","Today,"
"00;00;15;11","00;00;15;23","it's"
"00;00;15;23","00;00;18;03","June 22nd 2021."
"00;00;18;13","00;00;18;25","And"
"00;00;18;25","00;00;18;29","we're"
"00;00;18;29","00;00;19;05","going"
"00;00;19;05","00;00;19;16","to be"
"00;00;19;16","00;00;20;12","discussing"
"00;00;20;12","00;00;20;16","the"
"00;00;20;16","00;00;20;27","paper"
"00;00;20;27","00;00;21;02","and"
"00;00;21;02","00;00;21;20","empirical"
"00;00;21;20","00;00;22;12","evaluation"
"00;00;22;12","00;00;22;18","of"
"00;00;22;18","00;00;22;27","active"
"00;00;22;27","00;00;23;12","inference"
"00;00;23;12","00;00;23;18","in"
"00;00;23;18","00;00;24;00","multi"
"00;00;24;00","00;00;24;11","armed"
"00;00;24;11","00;00;24;28","bandits"
"00;00;24;28","00;00;25;08","with"
"00;00;25;08","00;00;25;20","several"
"00;00;25;20","00;00;26;12","of the authors."
"00;00;26;12","00;00;26;19","So"
"00;00;26;19","00;00;26;28","thanks"
"00;00;26;28","00;00;27;13","everyone"
"00;00;27;13","00;00;27;19","for"
"00;00;27;19","00;00;28;08","joining."
"00;00;29;11","00;00;29;23","Welcome"
"00;00;29;23","00;00;30;05","to the"
"00;00;30;05","00;00;30;14","Active"
"00;00;30;14","00;00;30;26","Inference"
"00;00;30;26","00;00;31;14","Lab."
"00;00;31;23","00;00;32;05","We are"
"00;00;32;05","00;00;32;07","a"
"00;00;32;07","00;00;33;08","participatory"
"00;00;33;08","00;00;33;22","online"
"00;00;33;22","00;00;34;05","lab"
"00;00;34;05","00;00;34;15","that is"
"00;00;34;15","00;00;35;11","communicating,"
"00;00;35;11","00;00;36;01","learning"
"00;00;36;01","00;00;36;06","and"
"00;00;36;06","00;00;36;24","practicing"
"00;00;36;24","00;00;37;06","applied"
"00;00;37;06","00;00;37;14","active"
"00;00;37;14","00;00;38;03","inference."
"00;00;38;03","00;00;38;07","You"
"00;00;38;07","00;00;38;11","can"
"00;00;38;11","00;00;38;26","find us"
"00;00;38;26","00;00;39;13","at the"
"00;00;39;13","00;00;39;25","links"
"00;00;39;25","00;00;40;07","here"
"00;00;40;07","00;00;40;21","on this"
"00;00;40;21","00;00;41;14","screen."
"00;00;42;20","00;00;43;01","This is a"
"00;00;43;01","00;00;43;17","recorded"
"00;00;43;17","00;00;43;20","and"
"00;00;43;20","00;00;44;08","an archived"
"00;00;44;08","00;00;44;14","live"
"00;00;44;14","00;00;44;23","stream."
"00;00;44;23","00;00;45;01","So"
"00;00;45;01","00;00;45;09","please"
"00;00;45;09","00;00;45;18","provide"
"00;00;45;18","00;00;45;23","us"
"00;00;45;23","00;00;46;12","with feedback"
"00;00;46;12","00;00;46;19","so"
"00;00;46;19","00;00;46;22","that"
"00;00;46;22","00;00;46;28","we can"
"00;00;46;28","00;00;47;12","improve"
"00;00;47;12","00;00;47;21","on our"
"00;00;47;21","00;00;48;13","work."
"00;00;49;02","00;00;49;08","All"
"00;00;49;08","00;00;49;27","backgrounds"
"00;00;49;27","00;00;50;02","and"
"00;00;50;02","00;00;50;24","perspectives"
"00;00;50;24","00;00;51;04","are"
"00;00;51;04","00;00;51;15","welcome"
"00;00;51;15","00;00;51;28","here,"
"00;00;51;28","00;00;52;09","and"
"00;00;52;09","00;00;52;13","we'll"
"00;00;52;13","00;00;52;17","be"
"00;00;52;17","00;00;53;05","following"
"00;00;53;05","00;00;53;12","good"
"00;00;53;12","00;00;53;20","video"
"00;00;53;20","00;00;54;07","etiquette"
"00;00;54;07","00;00;54;12","for"
"00;00;54;12","00;00;54;18","live"
"00;00;54;18","00;00;55;09","streams"
"00;00;56;08","00;00;56;23","this short"
"00;00;56;23","00;00;57;04","link"
"00;00;57;04","00;00;58;07","has a"
"00;00;58;07","00;00;58;25","schedule"
"00;00;58;25","00;00;59;00","of"
"00;00;59;00","00;00;59;06","all"
"00;00;59;06","00;00;59;10","the"
"00;00;59;10","00;00;59;17","live"
"00;00;59;17","00;01;00;02","streams"
"00;01;00;02","00;01;00;09","that"
"00;01;00;09","00;01;00;21","we've been"
"00;01;00;21","00;01;01;04","doing"
"00;01;01;04","00;01;01;12","and"
"00;01;01;12","00;01;01;18","will"
"00;01;01;18","00;01;02;02","do for"
"00;01;02;02","00;01;03;13","2021."
"00;01;03;13","00;01;03;22","And"
