key	relevance
MedicalHealth>DiseasesAndConditions>BrainAndNervousSystemDisorders	1.0
Religion&Spirituality>Agnosticism	0.7282192707061768
Religion&Spirituality	0.7141233682632446
Technology&Computing>ArtificialIntelligence	0.6862363815307617
MedicalHealth>DiseasesAndConditions>EyeAndVisionConditions	0.6163547039031982
MedicalHealth>DiseasesAndConditions>MentalHealth	0.5276143550872803
Religion&Spirituality>Atheism	0.501946747303009
Hobbies&Interests>ParanormalPhenomena	0.3860001266002655
Science	0.2600093185901642
HealthyLiving	0.21140454709529877
MedicalHealth>DiseasesAndConditions	0.20691007375717163
Technology&Computing>Computing>DataStorageAndWarehousing	0.19591166079044342
Religion&Spirituality>Spirituality	0.18506862223148346
Technology&Computing>Robotics	0.12625284492969513
HealthyLiving>Wellness>AlternativeMedicine>HolisticHealth	0.12131370604038239
Technology&Computing>Computing>ComputerSoftwareAndApplications>Databases	0.11258845031261444
MedicalHealth>DiseasesAndConditions>ReproductiveHealth>Infertility	0.11011780798435211
MedicalHealth>DiseasesAndConditions>EndocrineAndMetabolicDiseases>HormonalDisorders	0.10463480651378632
Automotive>AutoRecalls	0.09248694032430649
Pets>Reptiles	0.09213335067033768
