text	entity_type		start	end
October 28	date		12052	13550
Ali	person_name		147510	148320
mathematics	occupation		162442	163136
physics	occupation		164920	165504
computational manalian neuroanatomy	occupation		353366	356560
Ali	person_name		587730	588670
disorders	medical_condition		609340	610470
mental disorders	medical_condition		611884	613090
disorders	medical_condition		619968	621050
disorder	medical_condition		626788	627754
computational pathologies	medical_condition		677940	679870
disorders	medical_condition		709068	709990
disorders	medical_condition		724496	725270
neuroimaging	medical_process		835738	836496
computational pathology	occupation		847902	849876
biochemical measurements	medical_process		851310	853000
neuroimaging measurements	medical_process		854354	855960
modeling	occupation		863080	863980
etric modeling	occupation		867860	869680
pathology	occupation		874198	875280
statistics	occupation		884752	885408
brain imaging	medical_process		888506	889216
statistics	occupation		894308	895268
computational pathology	occupation		896270	897700
precision pathology	occupation		898382	900840
ocular motor syndromes	medical_condition		922438	923948
ocular motor syndrome	medical_condition		947950	949156
intranuclear optipomilegias	medical_condition		949582	952720
internuclear opto, DA, DA, DA	medical_condition		987626	989632
ipomygia	medical_condition		1027372	1028720
researchers	occupation		1100606	1101480
doctor	occupation		1106498	1106872
Ocular motor syndromes	medical_condition		1108720	1110700
delusions	medical_condition		1198812	1199670
algorithmic medicine	occupation		1268934	1269916
pathology	medical_condition		1298514	1299016
Ellie	person_name		1309426	1309976
Ocular motor. Disorder	medical_condition		1349458	1353736
psychology	occupation		1495848	1496620
Ali	person_name		1506902	1507244
statistics	occupation		1518298	1518944
folk psychology	occupation		1519498	1520580
psychological	occupation		1539208	1540300
psychological disorders	medical_condition		1592482	1593864
schizophrenia	medical_condition		1607382	1608076
oculine motor disorder	medical_condition		1639694	1642072
Ali	person_name		1686318	1686596
philosophical epistemological	occupation		1732014	1734900
epistemology	occupation		1738978	1739980
philosophers	occupation		1741600	1742504
Oculomotor pathology	medical_condition		1758038	1760604
Ali	person_name		1845282	1845736
Delusions	medical_condition		1851622	1852480
disorders of inference which	medical_condition		1870762	1872324
Brock	person_name		1872666	1873072
schizophrenia	medical_condition		1878510	1879364
fristin	person_name		1880380	1881252
Foucault	person_name		2083598	2084596
mental illness	medical_condition		2088062	2089400
Helen	person_name		2137502	2138280
Stanford	organization		2139422	2140500
philosophy	occupation		2147842	2148860
SPM	medical_process		2277342	2277924
Neuroimaging	medical_process		2278158	2279320
Car Pristen	person_name		2553764	2554586
computation psychiatry	occupation		2560788	2562074
disorder	medical_condition		2708686	2709284
Ali	person_name		2741418	2742016
pathology	occupation		2745786	2746416
schizophrenia	medical_condition		2997130	2998304
Brock	person_name		3012142	3012840
psychiatry	occupation		3029046	3030160
schizophrenia	medical_condition		3059950	3060836
brain imaging	medical_process		3074578	3075580
ethiology	occupation		3101866	3102672
Ten Minsky	person_name		3139878	3143200
dennett	person_name		3224860	3225940
cybernetics	occupation		3406608	3407552
social machine learning	occupation		3438640	3440444
robotics	occupation		3440658	3441500
