start	end	speaker	confidence	paragNum	paragWordCount	wordPos	text
4410	4960	A	0.59545	1	1	1	You.
6930	7342	B	0.99	1	2	2	Hello
7396	7566	B	1.0	1	3	3	and
7588	7870	B	0.99997	1	4	4	welcome
7940	8462	B	0.96115	1	5	5	everyone.
8596	8986	B	0.92914	1	6	6	It's
9018	9354	B	0.88	1	7	7	July
9402	9946	B	0.58	1	8	8	13,
9978	11230	B	0.89	1	9	9	2023.
11380	11786	B	0.69305	1	10	10	We're
11818	12014	B	0.99963	1	11	11	here
12052	12302	B	0.9958	1	12	12	in
12356	12714	B	0.99983	1	13	13	physics
12762	13070	B	0.5599	1	14	14	as
13140	13614	B	0.99989	1	15	15	information
13732	14458	B	0.51693	1	16	16	processing
14554	14862	B	0.95538	1	17	17	with
14916	15278	B	0.99	1	18	18	the
15364	15710	B	0.83	1	19	19	third
15780	16378	B	0.99922	1	20	20	lecture
16474	16734	B	0.56044	1	21	21	by
16772	17066	B	0.61889	1	22	22	Chris
17098	17818	B	0.81944	1	23	23	Fields.
17914	18222	B	0.99935	1	24	24	So
18276	18542	B	0.99987	1	25	25	please
18596	18766	B	0.99999	1	26	26	check
18788	18974	B	0.75	1	27	27	out
19012	19262	B	1.0	1	28	28	the
19316	19774	B	0.65809	1	29	29	course
19892	20606	B	0.99878	1	30	30	website,
20788	21386	B	0.95467	1	31	31	Coda
21418	22234	B	0.98092	1	32	32	Document,
22362	22606	B	0.99987	1	33	33	where
22628	22766	B	0.69198	1	34	34	you
22788	22974	B	0.99924	1	35	35	can
23012	23402	B	0.89792	1	36	36	submit
23466	24030	B	0.9999	1	37	37	questions,
24180	24446	B	0.99993	1	38	38	check
24468	24606	B	1.0	1	39	39	out
24628	24766	B	1.0	1	40	40	the
24788	25274	B	0.99881	1	41	41	recordings
25322	25486	B	1.0	1	42	42	and
25508	25914	B	0.63981	1	43	43	descriptions
25962	26126	B	1.0	1	44	44	of
26148	26334	B	0.99957	1	45	45	all
26372	26842	B	0.9997	1	46	46	sessions,
26906	27134	B	1.0	1	47	47	and
27172	27754	B	0.99502	1	48	48	register
27882	28126	B	0.9997	1	49	49	if
28148	28238	B	0.99982	1	50	50	you
28244	28366	B	0.99783	1	51	51	want
28388	28526	B	1.0	1	52	52	to
28548	29298	B	0.99698	1	53	53	participate
29434	29734	B	0.99971	1	54	54	in
29772	29926	B	1.0	1	55	55	one
29948	30038	B	1.0	1	56	56	of
30044	30262	B	1.0	1	57	57	the
30316	30754	B	0.55448	1	58	58	discussion
30802	31474	B	0.99778	1	59	59	sections.
31602	32182	B	0.99958	2	1	60	So
32316	32614	B	0.9999	2	2	61	thank
32652	32806	B	0.99997	2	3	62	you
32828	33158	B	0.99995	2	4	63	again,
33244	33714	B	0.58584	2	5	64	Chris,
33762	33974	B	0.64	2	6	65	to
34012	34600	B	0.99898	2	7	66	you.
36410	36774	A	0.52837	2	8	67	Thank
36812	37014	A	0.99991	2	9	68	you
37052	37302	A	1.0	2	10	69	and
37356	37718	A	0.97853	2	11	70	welcome
37804	38150	A	0.88	2	12	71	to
38220	38770	A	0.96515	2	13	72	Physics
38850	39190	A	0.57757	2	14	73	as
39260	39734	A	0.99992	2	15	74	Information
39852	40562	A	0.9967	2	16	75	Processing,
40626	41090	A	0.97706	2	17	76	session
41170	41570	A	1.0	2	18	77	Three,
41660	41866	A	0.99906	2	19	78	which
41888	42026	A	0.99988	2	20	79	is
42048	42330	A	0.99993	2	21	80	about
42400	42982	A	0.99993	2	22	81	quantum
43046	43494	A	0.99218	2	23	82	reference
43542	44330	A	0.63395	2	24	83	frames.
45470	46026	A	0.9988	2	25	84	So
46128	46346	A	0.99939	2	26	85	in
46368	46602	A	0.99008	2	27	86	this
46656	47114	A	0.99822	2	28	87	course,
47232	47654	A	0.85922	2	29	88	we've
47702	47962	A	0.9999	2	30	89	talked
48016	48330	A	0.99998	2	31	90	about
48400	48886	A	0.99944	2	32	91	quantum
48918	49354	A	0.99975	2	33	92	information
49472	50330	A	0.54681	2	34	93	theory,
50670	51082	A	0.84882	2	35	94	which
51136	51402	A	0.99999	2	36	95	we
51456	52374	A	0.82009	2	37	96	characterized
52502	53180	A	0.99999	2	38	97	as
53630	54102	A	1.0	2	39	98	a
54176	54558	A	0.61447	2	40	99	general
54644	55450	A	0.82001	2	41	100	theory
55610	55982	A	1.0	2	42	101	that
56036	56714	A	0.99953	2	43	102	describes
56762	57214	A	0.62	2	44	103	the
57332	57834	A	0.57931	2	45	104	exchange
57882	58094	A	0.96	2	46	105	of
58132	58720	A	0.91723	2	47	106	information,
59250	59754	A	0.91237	2	48	107	exchange
59802	59966	A	1.0	2	49	108	of
59988	60490	A	0.86275	2	50	109	finite
60570	61200	A	1.0	2	51	110	information
62930	63486	A	0.7607	2	52	111	between
63588	63902	A	1.0	2	53	112	two
63956	64442	A	0.99995	2	54	113	finite
64506	64878	A	0.99984	2	55	114	agents
64964	65166	A	1.0	2	56	115	that
65188	65374	A	0.99999	2	57	116	are
65412	65882	A	0.99996	2	58	117	separated
65946	66222	A	1.0	2	59	118	by
66276	66602	A	0.99998	2	60	119	some
66676	67490	A	0.59628	2	61	120	boundary.
67830	68242	A	0.94	2	62	121	And
68296	68514	A	1.0	2	63	122	we
68552	69134	A	0.69615	2	64	123	emphasize
69182	69394	A	0.99869	2	65	124	that
69432	69586	A	1.0	2	66	125	this
69608	69746	A	0.99999	2	67	126	is
69768	69906	A	1.0	2	68	127	a
69928	70734	A	0.99967	2	69	128	topological
70782	71134	A	0.99999	2	70	129	theory,
71182	71394	A	0.99997	2	71	130	not
71432	71538	A	1.0	2	72	131	a
71544	72222	A	0.99984	2	73	132	geometric
72286	72990	A	0.99999	2	74	133	theory,
73150	73570	A	0.99997	2	75	134	so
73640	73922	A	0.56841	2	76	135	it
73976	74194	A	0.99999	2	77	136	makes
74232	74434	A	0.99588	2	78	137	no
