start	end	sentNum	speaker	confidence	text
6930	8462	2	B	0.99	Hello and welcome everyone.
8596	11230	3	B	0.92914	It's July 13, 2023.
11380	17818	4	B	0.69305	We're here in physics as information processing with the third lecture by Chris Fields.
17914	31474	5	B	0.99935	So please check out the course website, Coda Document, where you can submit questions, check out the recordings and descriptions of all sessions, and register if you want to participate in one of the discussion sections.
31602	34600	6	B	0.99958	So thank you again, Chris, to you.
36410	44330	7	A	0.52837	Thank you and welcome to Physics as Information Processing, session Three, which is about quantum reference frames.
45470	67490	8	A	0.9988	So in this course, we've talked about quantum information theory, which we characterized as a general theory that describes the exchange of information, exchange of finite information between two finite agents that are separated by some boundary.
67830	77330	9	A	0.94	And we emphasize that this is a topological theory, not a geometric theory, so it makes no assumptions about an embedding spacetime.
79050	110830	10	A	0.87	And last time we showed how to characterize this boundary of script B as an array of N, some finite N quantum bits or qubits, and how to characterize the interaction of the agents A and B with the boundary as an alternating cycle of preparing and measuring the qubits in this array.
111410	120130	11	A	0.55	And we showed that their interaction could be represented as a sum of operators, each of which act on just one of the qubits.
121350	136038	12	A	0.69	And we also talked about the need for each of the agents A and B to choose a reference frame for their interaction with the qubits that defined which way was up.
136204	162590	13	A	0.99938	So what the orientations of the qubits meant and emphasized that the two observers A and B could choose different reference frames, so different ways of measuring and preparing their qubits that use different meanings for the idea of up for each qubit.
163570	179490	14	A	1	And we ended the last session with a pointer forward toward the quantum formulation of the free energy principle, which can be stated as the claim that interacting systems behave in a way that aligns their reference frames.
180490	199014	15	A	0.8	And pointed out at that time that what this means is that the two agents A and B approach entanglement asymptotically, and that therefore the FEP is a classical limit of the principle of unitarity, which is the core principle of quantum theory.
199062	202540	16	A	0.76284	So we'll see in this session why this is true.
204130	221330	17	A	0.99855	So what we'll talk about today is what reference frames are in general, how they make observations and actions meaningful, so how they give physics a semantics, and then we'll talk about the free energy principle.
223510	225650	18	A	0.97724	So what is a reference frame?
226550	241160	19	A	1	The idea that physics involves reference frames goes back at least to Galileo, but was probably familiar well before that, just not formalized in the way that Galileo formalized it.
242270	247050	20	A	0.88241	So the key idea can be thought of in terms of motion.
247550	259738	21	A	0.93	And you're all familiar, for example, with riding a bicycle or driving a car and seeing the world as if it's passing by you at some velocity, with some velocity.
259914	264830	22	A	1	And of course, with respect to the world you're passing by it with some velocity.
265810	280802	23	A	0.88	And this idea that velocity is not absolute but that's relative to some observer who measures it in some reference frame is the foundation for theories of relativity.
280866	298410	24	A	0.95213	So Galileo developed his theory of relativity which basically was just a way of converting from classical velocities measured by one observer to classical velocities measured by another observer that was moving with respect to the first one.
298560	317490	25	A	0.85	And this provided the foundation for Einstein's theories of relativity which modified Galileo's by adding the concept that the observers have to change exchange information and can only exchange it at the speed of light which is finite.
319990	324660	26	A	0.99756	So this idea in physics has a long history.
325110	332040	27	A	0.89	Of course, the core idea is that measurements are always with respect to something or other.
332490	338870	28	A	1	And the something or other is a reference frame and different agents can choose different reference frames.
339290	341494	29	A	0.79	And this idea is very old.
341612	350170	30	A	0.99996	Here we have a picture of anubis choosing a feather as the reference frame with which to measure the heart of the pharaoh.
350590	354906	31	A	0.87892	So this goes back to well before the common era.
354938	357950	32	A	0.99194	This is about 2000 BCE.
358370	387750	33	A	0.71359	So this is a very old idea that's been elaborated over the centuries as science has developed and in the fairly big change in how this idea was thought about occurred in classical physics reference frames were always thought of as mathematical abstractions and an observer and a reference frame were more or less identified by Galileo.
388250	403210	34	A	1	And that identification is carried forward into Einstein who thinks about observers, for example, sitting on photons and observers in spaceships and observers riding on railroad trains and this sort of thing.
403280	408720	35	A	0.96	And always that just means think of a reference frame that's doing something or other.
