docLabel	sp	myTime	myTimeDisplay	myTimeSRT
cFPIP-03L	A	4410	00:04	00:00:04,406
cFPIP-03L	A	111410	01:51	00:01:51,063
cFPIP-03L	A	2654080	44:14	00:44:14,391
cFPIP-03L	A	2816820	46:56	00:46:56,541
cFPIP-03L	A	2890350	48:10	00:48:10,603
cFPIP-03L	A	3032450	50:32	00:50:32,733
cFPIP-03L	A	3173870	52:53	00:52:53,862
cFPIP-03L	A	3327010	55:27	00:55:27,997
cFPIP-03L	A	3395800	56:35	00:56:35,060
cFPIP-03L	A	3661752	1:01:01	01:01:01,675
cFPIP-03L	B	31602	00:31	00:00:31,257
cFPIP-03L	B	2946070	49:06	00:49:06,653
cFPIP-03L	B	3095350	51:35	00:51:35,790
cFPIP-03L	B	3300810	55:00	00:55:00,971
cFPIP-03L	B	3392200	56:32	00:56:32,057
cFPIP-03L	B	3640350	1:00:40	01:00:40,131
cFPIP-03L	C	2633330	43:53	00:43:53,376
cFPIP-03L	C	2780200	46:20	00:46:20,505
cFPIP-03L	C	2852460	47:32	00:47:32,571
