key	relevance
Technology&Computing>ArtificialIntelligence	1.0
FineArt	0.4535830318927765
Education>LanguageLearning	0.3803662061691284
Science	0.3280712366104126
FineArt>DigitalArts	0.32589834928512573
Hobbies&Interests>MagicAndIllusion	0.29788729548454285
FineArt>ModernArt	0.2667965292930603
Sports>ExtremeSports>Climbing	0.26083043217658997
Style&Fashion>BodyArt	0.252111554145813
Science>Physics	0.244515061378479
Technology&Computing	0.2181416153907776
Hobbies&Interests>ParanormalPhenomena	0.2109762579202652
Religion&Spirituality>Spirituality	0.20820315182209015
FineArt>Design	0.17056195437908173
Science>BiologicalSciences	0.15359263122081757
BusinessAndFinance>Business>ExecutiveLeadership&Management	0.14869846403598785
Technology&Computing>Computing>ProgrammingLanguages	0.11737904697656631
Education>OnlineEducation	0.11697954684495926
EventsAndAttractions>PoliticalEvent	0.1145276129245758
Sports	0.10790949314832687
