docLabel	sp	myTime	myTimeDisplay	myTimeSRT
Basics2023-0725	A	420	00:00	00:00:00,420
Basics2023-0725	A	115770	01:55	00:01:55,107
Basics2023-0725	A	180336	03:00	00:03:00,633
Basics2023-0725	A	261560	04:21	00:04:21,385
Basics2023-0725	A	330950	05:30	00:05:30,019
Basics2023-0725	A	495710	08:15	00:08:15,486
Basics2023-0725	A	1140706	19:00	00:19:00,027
Basics2023-0725	A	1290730	21:30	00:21:30,165
Basics2023-0725	A	1487450	24:47	00:24:47,344
Basics2023-0725	A	1629430	27:09	00:27:09,468
Basics2023-0725	A	1922710	32:02	00:32:02,731
Basics2023-0725	A	2129112	35:29	00:35:29,920
Basics2023-0725	A	2381690	39:41	00:39:41,148
Basics2023-0725	A	2507410	41:47	00:41:47,262
Basics2023-0725	A	2590030	43:10	00:43:10,333
Basics2023-0725	A	2673690	44:33	00:44:33,410
Basics2023-0725	A	3078370	51:18	00:51:18,773
Basics2023-0725	A	3300000	55:00	00:55:00,971
Basics2023-0725	A	3736540	1:02:16	01:02:16,255
Basics2023-0725	A	4130540	1:08:50	01:08:50,834
Basics2023-0725	A	4349360	1:12:29	01:12:29,783
Basics2023-0725	A	4445794	1:14:05	01:14:05,627
Basics2023-0725	A	4675720	1:17:55	01:17:55,746
Basics2023-0725	A	4975072	1:22:55	01:22:55,244
Basics2023-0725	A	5236060	1:27:16	01:27:16,475
Basics2023-0725	A	5421000	1:30:21	01:30:21,641
Basics2023-0725	B	5180	00:05	00:00:05,175
Basics2023-0725	B	892034	14:52	00:14:52,089
Basics2023-0725	B	1323566	22:03	00:22:03,192
Basics2023-0725	B	1717428	28:37	00:28:37,550
Basics2023-0725	B	1846250	30:46	00:30:46,667
Basics2023-0725	B	2114850	35:14	00:35:14,905
Basics2023-0725	B	2677930	44:37	00:44:37,414
Basics2023-0725	B	2760468	46:00	00:46:00,485
Basics2023-0725	B	3407780	56:47	00:56:47,072
Basics2023-0725	B	3944136	1:05:44	01:05:44,150
Basics2023-0725	B	5551610	1:32:31	01:32:31,760
Basics2023-0725	C	27420	00:27	00:00:27,839
Basics2023-0725	C	4698560	1:18:18	01:18:18,915
Basics2023-0725	C	5177640	1:26:17	01:26:17,422
Basics2023-0725	C	5241920	1:27:21	01:27:21,480
Basics2023-0725	C	5417400	1:30:17	01:30:17,638
Basics2023-0725	C	5509700	1:31:49	01:31:49,724
Basics2023-0725	C	5532170	1:32:12	01:32:12,741
Basics2023-0725	D	67850	01:07	00:01:07,284
Basics2023-0725	D	1562450	26:02	00:26:02,407
Basics2023-0725	D	1776776	29:36	00:29:36,603
Basics2023-0725	D	2085564	34:45	00:34:45,882
Basics2023-0725	D	2719000	45:19	00:45:19,449
Basics2023-0725	D	4230030	1:10:30	01:10:30,710
Basics2023-0725	D	4393880	1:13:13	01:13:13,168
Basics2023-0725	E	124170	02:04	00:02:04,131
Basics2023-0725	E	2441746	40:41	00:40:41,202
Basics2023-0725	E	2584910	43:04	00:43:04,327
Basics2023-0725	E	2647988	44:07	00:44:07,384
Basics2023-0725	F	202420	03:22	00:03:22,853
Basics2023-0725	F	466210	07:46	00:07:46,251
Basics2023-0725	F	1275438	21:15	00:21:15,150
Basics2023-0725	G	283844	04:43	00:04:43,608
Basics2023-0725	G	3207060	53:27	00:53:27,890
Basics2023-0725	G	3355940	55:55	00:55:55,026
Basics2023-0725	H	2193298	36:33	00:36:33,978
Basics2023-0725	H	2570090	42:50	00:42:50,319
Basics2023-0725	H	3742400	1:02:22	01:02:22,313
Basics2023-0725	H	4045520	1:07:25	01:07:25,044
Basics2023-0725	H	4588380	1:16:28	01:16:28,933
Basics2023-0725	H	5281340	1:28:01	01:28:01,514
Basics2023-0725	I	5426600	1:30:26	01:30:26,647
Basics2023-0725	I	5520876	1:32:00	01:32:00,729
