docLabel	start	end	count	rank	text
gs053-1	912350	913034	1	0.06	different things
gs053-1	2978188	2978758	1	0.06	other things
gs053-1	3168248	3168866	2	0.06	other things
gs053-1	3178284	3178806	3	0.06	other things
gs053-1	3869354	3870170	4	0.06	other things
gs053-1	4479628	4480214	1	0.06	human things
gs053-1	1113440	1113962	1	0.06	certain things
gs053-1	3557014	3557572	2	0.06	certain things
gs053-1	3565114	3565732	3	0.06	certain things
gs053-1	1632088	1632882	1	0.06	physics things
gs053-1	814032	815420	1	0.06	deterministic things
gs053-1	3215672	3216562	2	0.06	deterministic things
gs053-1	5003716	5004640	1	0.06	bad things
gs053-1	3546674	3547152	1	0.06	many things
gs053-1	2823842	2824902	1	0.06	psychodynamic things
gs053-1	406608	407194	1	0.06	obvious things
gs053-1	4558772	4559374	1	0.06	trivial things
gs053-1	1105612	1106146	1	0.06	pattern things
gs053-1	3165928	3166834	1	0.06	probabilistic things
gs053-1	2779152	2779802	1	0.06	static things
gs053-1	25952	26614	1	0.05	chaos theory
gs053-1	188568	189294	2	0.05	chaos theory
gs053-1	1911342	1912132	3	0.05	chaos theory
gs053-1	1936438	1937084	4	0.05	chaos theory
gs053-1	1941158	1942240	5	0.05	chaos theory
gs053-1	1963310	1964084	6	0.05	chaos theory
gs053-1	2016318	2017296	7	0.05	chaos theory
gs053-1	2640772	2641950	8	0.05	chaos theory
gs053-1	2791168	2791766	9	0.05	chaos theory
gs053-1	3167304	3168046	10	0.05	chaos theory
