text	entity_type		start	end
May 19, 2022	date		3650	6174
authors	occupation		77452	77842
math	occupation		87706	88016
math	occupation		97406	97844
Jessica	person_name		187396	187946
linear algebra	occupation		229772	231030
linear algebra	occupation		321732	322830
algebra	occupation		342058	342448
linear algebra	occupation		402732	403586
linear algebra	occupation		492568	493750
calculus	occupation		603108	603556
linear algebra	occupation		607858	608664
Google	organization		636362	636612
eric	person_name		743712	744730
classical statistics	occupation		977020	978740
linear algebra	occupation		1046098	1047420
Linear algebra	occupation		1061240	1062304
Math Learning Group	organization		1139918	1141210
math	occupation		1143938	1144648
computer science	occupation		1150162	1150856
Math	organization		1191338	1191616
math	occupation		1252774	1253084
Brock	person_name		1261866	1262464
Karl	person_name		1265322	1266100
math	occupation		1316618	1317264
organizing team	organization		1352606	1353944
textbook group	organization		1354494	1355272
co organizer	occupation		1369474	1370264
math	occupation		1401518	1402228
authors	occupation		1414818	1415192
linear algebra	occupation		1420880	1422088
variational calculus	occupation		1438920	1440144
math learning group	organization		1464594	1465740
natural language ontology	occupation		1477206	1478620
Moritz	person_name		1545160	1545920
algebra	occupation		1552624	1552976
Google	organization		1587340	1587632
Daniel	person_name		1647802	1648544
math learning group	organization		1769048	1769762
math	occupation		1831176	1831406
math	occupation		1843052	1843634
math	occupation		2110328	2110618
English	language		2111948	2112514
Eric	person_name		2121050	2121554
math	occupation		2210952	2211294
Eric	person_name		2249960	2250670
Jakub	person_name		2253640	2254530
Blue	person_name		2261404	2261826
Jacob	person_name		2326636	2327170
Mike	person_name		2374800	2375094
Ali	person_name		2398940	2399880
maths	occupation		2518738	2519224
Ali	person_name		2544360	2544686
Moritz	person_name		2562870	2563498
deep learning	occupation		2565324	2565734
math	occupation		2570128	2570406
math	occupation		2610328	2610526
Blue	person_name		2651736	2652530
Yaakob	person_name		2897994	2898656
William James	person_name		3116556	3117750
philosopher	occupation		3124054	3124700
history	occupation		3148304	3148618
Blue	person_name		3150350	3151270
philosophy	occupation		3173928	3174494
Daniel Liminal dow	person_name		3206316	3212094
philosophy	occupation		3231352	3231886
William James	person_name		3288168	3289022
Mark	person_name		3293350	3294078
Mark Zuckerberg	person_name		3294174	3295810
Ali	person_name		3321972	3322750
Brock	person_name		3326804	3327194
philosophy	occupation		3358048	3358970
three	person_age		3441432	3441634
four	person_age		3441848	3442034
Eric	person_name		3499678	3500324
psychophysics	occupation		3530182	3531436
electrical measurement	medical_process		3547880	3549024
computational phenomenology	occupation		3597296	3599380
Karl	person_name		3645568	3645856
Friston	person_name		3645888	3646740
Jessica	person_name		3651960	3652704
Matthew	person_name		3756260	3757036
Jessica	person_name		3757462	3758320
James	person_name		3814342	3814748
Matthew	person_name		3831102	3831444
Jessica	person_name		3858854	3859484
Matthew	person_name		3896546	3897340
Eric	person_name		3901026	3901740
Karl Friston	person_name		3915490	3916474
physics	occupation		3926824	3927550
physics	occupation		3942268	3942626
Matthew	person_name		3990330	3990834
Matthew	person_name		4004176	4004970
Jacob	person_name		4124850	4125416
Jacob	person_name		4253876	4254426
Dean T	person_name		4255284	4256526
Matthew	person_name		4276412	4277026
modelers	occupation		4315288	4316130
