docLabel	sp	myTime	myTimeDisplay	myTimeSRT
AATxtBk_C01-03	A	1450	00:01	00:00:01,449
AATxtBk_C01-03	A	221270	03:41	00:03:41,042
AATxtBk_C01-03	A	348220	05:48	00:05:48,191
AATxtBk_C01-03	A	450490	07:30	00:07:30,094
AATxtBk_C01-03	A	551340	09:11	00:09:11,983
AATxtBk_C01-03	A	787930	13:07	00:13:07,109
AATxtBk_C01-03	A	867730	14:27	00:14:27,847
AATxtBk_C01-03	A	960520	16:00	00:16:00,655
AATxtBk_C01-03	A	1028780	17:08	00:17:08,277
AATxtBk_C01-03	A	1372240	22:52	00:22:52,241
AATxtBk_C01-03	A	1579120	26:19	00:26:19,424
AATxtBk_C01-03	A	1679060	27:59	00:27:59,518
AATxtBk_C01-03	A	2117690	35:17	00:35:17,908
AATxtBk_C01-03	A	2168090	36:08	00:36:08,953
AATxtBk_C01-03	A	2334690	38:54	00:38:54,107
AATxtBk_C01-03	A	2461800	41:01	00:41:01,216
AATxtBk_C01-03	A	2668090	44:28	00:44:28,405
AATxtBk_C01-03	A	3018910	50:18	00:50:18,719
AATxtBk_C01-03	A	3137210	52:17	00:52:17,826
AATxtBk_C01-03	A	3321010	55:21	00:55:21,991
AATxtBk_C01-03	A	3474340	57:54	00:57:54,133
AATxtBk_C01-03	A	3756260	1:02:36	01:02:36,452
AATxtBk_C01-03	A	3830520	1:03:50	01:03:50,134
AATxtBk_C01-03	A	3927710	1:05:27	01:05:27,986
AATxtBk_C01-03	A	4050440	1:07:30	01:07:30,094
AATxtBk_C01-03	A	4122720	1:08:42	01:08:42,756
AATxtBk_C01-03	A	4250850	1:10:50	01:10:50,918
AATxtBk_C01-03	A	4455760	1:14:15	01:14:15,727
AATxtBk_C01-03	A	4506750	1:15:06	01:15:06,177
AATxtBk_C01-03	A	4633038	1:17:13	01:17:13,320
AATxtBk_C01-03	A	4666968	1:17:46	01:17:46,659
AATxtBk_C01-03	A	4765170	1:19:25	01:19:25,052
AATxtBk_C01-03	A	4907570	1:21:47	01:21:47,182
AATxtBk_C01-03	A	5253548	1:27:33	01:27:33,492
AATxtBk_C01-03	A	5428210	1:30:28	01:30:28,649
AATxtBk_C01-03	A	5539990	1:32:19	01:32:19,748
AATxtBk_C01-03	A	5975244	1:39:35	01:39:35,142
AATxtBk_C01-03	A	6400140	1:46:40	01:46:40,525
AATxtBk_C01-03	A	6548940	1:49:08	01:49:08,655
AATxtBk_C01-03	A	6796860	1:53:16	01:53:16,879
AATxtBk_C01-03	B	191650	03:11	00:03:11,746
AATxtBk_C01-03	B	3129490	52:09	00:52:09,818
AATxtBk_C01-03	B	3656600	1:00:56	01:00:56,754
AATxtBk_C01-03	B	5432930	1:30:32	01:30:32,653
AATxtBk_C01-03	B	6468340	1:47:48	01:47:48,587
AATxtBk_C01-03	C	339560	05:39	00:05:39,105
AATxtBk_C01-03	C	742990	12:22	00:12:22,719
AATxtBk_C01-03	C	1322460	22:02	00:22:02,191
AATxtBk_C01-03	C	3200330	53:20	00:53:20,883
AATxtBk_C01-03	C	4678604	1:17:58	01:17:58,775
AATxtBk_C01-03	C	5217150	1:26:57	01:26:57,462
AATxtBk_C01-03	D	397850	06:37	00:06:37,628
AATxtBk_C01-03	D	506160	08:26	00:08:26,591
AATxtBk_C01-03	D	843850	14:03	00:14:03,608
AATxtBk_C01-03	D	933520	15:33	00:15:33,444
AATxtBk_C01-03	D	1013190	16:53	00:16:53,181
AATxtBk_C01-03	D	1545160	25:45	00:25:45,396
AATxtBk_C01-03	D	2148390	35:48	00:35:48,939
AATxtBk_C01-03	D	2192290	36:32	00:36:32,977
AATxtBk_C01-03	D	3123060	52:03	00:52:03,812
AATxtBk_C01-03	D	3287352	54:47	00:54:47,964
AATxtBk_C01-03	D	3910030	1:05:10	01:05:10,810
AATxtBk_C01-03	D	4524890	1:15:24	01:15:24,358
AATxtBk_C01-03	E	1646840	27:26	00:27:26,485
AATxtBk_C01-03	E	1982990	33:02	00:33:02,785
AATxtBk_C01-03	E	2596390	43:16	00:43:16,339
AATxtBk_C01-03	E	4500250	1:15:00	01:15:00,112
AATxtBk_C01-03	E	4654788	1:17:34	01:17:34,537
AATxtBk_C01-03	E	4671990	1:17:51	01:17:51,709
AATxtBk_C01-03	G	2273312	37:53	00:37:53,052
AATxtBk_C01-03	G	4137540	1:08:57	01:08:57,904
AATxtBk_C01-03	F	2404300	40:04	00:40:04,165
AATxtBk_C01-03	F	2958180	49:18	00:49:18,665
AATxtBk_C01-03	F	3422930	57:02	00:57:02,081
AATxtBk_C01-03	F	4388396	1:13:08	01:13:08,113
AATxtBk_C01-03	F	5331830	1:28:51	01:28:51,564
AATxtBk_C01-03	F	6390542	1:46:30	01:46:30,515
AATxtBk_C01-03	H	3760740	1:02:40	01:02:40,497
AATxtBk_C01-03	H	4007630	1:06:47	01:06:47,725
AATxtBk_C01-03	H	4108700	1:08:28	01:08:28,616
AATxtBk_C01-03	H	4879130	1:21:19	01:21:19,154
AATxtBk_C01-03	H	5400124	1:30:00	01:30:00,621
AATxtBk_C01-03	I	5884796	1:38:04	01:38:04,057
AATxtBk_C01-03	I	6790878	1:53:10	01:53:10,873
