start	end	sentNum	speaker	confidence	wordPosSent	wordPosDoc	text
1210	1326	1	A	0.99979	1	1	Hey
1348	1918	1	A	0.54487	2	2	everyone.
2084	2414	2	A	1.0	1	3	It
2452	3040	2	A	0.9994	2	4	is
3570	4154	2	A	0.95	3	5	October
4202	4654	2	A	0.99	4	6	21,
4692	5710	2	A	0.94	5	7	2022.
5860	6266	3	A	0.60124	1	8	We're
6298	6542	3	A	0.99989	2	9	in
6596	7114	3	A	0.98377	3	10	cohort
7162	7614	3	A	1.0	4	11	one
7732	7966	3	A	0.93	5	12	of
7988	8078	3	A	0.84	6	13	the
8084	8554	3	A	0.8421	7	14	textbook
8602	9006	3	A	0.99986	8	15	group.
9108	9434	4	A	0.80324	1	16	It's
9482	9882	4	A	0.98493	2	17	meeting
9946	10800	4	A	0.91	3	18	21
11250	11710	4	A	1.0	4	19	and
11780	12250	4	A	0.62402	5	20	we're
12330	12574	4	A	0.99996	6	21	having
12612	12766	4	A	0.60457	7	22	our
12788	13022	4	A	0.78	8	23	first
13076	13610	4	A	0.53128	9	24	discussion
13690	14320	4	A	0.99646	10	25	on
14770	15274	4	A	0.4588	11	26	chapter
15322	15920	4	A	1.0	12	27	nine.
19570	20074	5	A	0.44797	1	28	Chapter
20122	20478	5	A	1.0	2	29	nine
20564	20862	5	A	0.99993	3	30	is
20916	21230	5	A	0.61454	4	31	model
21300	21678	5	A	0.49126	5	32	based
21764	22110	5	A	0.99996	6	33	Data
22180	22794	5	A	0.99976	7	34	analysis.
22842	23066	6	A	0.99923	1	35	Let's
23098	23198	6	A	0.99994	2	36	look
23204	23374	6	A	0.61	3	37	at
23412	23566	6	A	0.99982	4	38	what
23588	23726	6	A	1.0	5	39	the
23748	24510	6	A	0.87149	6	40	section
25370	26120	6	A	0.5	7	41	the
26490	27122	6	A	0.79835	8	42	headers
27186	27800	6	A	0.96711	9	43	are.
30250	30706	7	A	0.99674	1	44	There's
30738	30886	7	A	0.66	2	45	a
30908	31142	7	A	0.99997	3	46	short
31196	32070	7	A	0.9628	4	47	introduction,
33130	33494	7	A	0.6	5	48	a
33532	33938	7	A	0.99997	6	49	discussion
33954	34134	7	A	1.0	7	50	of
34172	34994	7	A	0.51378	8	51	metabasian
35042	35474	7	A	0.75705	9	52	methods,
35522	35686	7	A	0.99999	10	53	which
35708	35846	7	A	0.99985	11	54	is
35868	36006	7	A	0.99988	12	55	going
36028	36118	7	A	1.0	13	56	to
36124	36294	7	A	0.99997	14	57	be
36332	36918	7	A	0.99994	15	58	very
37084	37810	7	A	0.97134	16	59	interesting
37980	38410	7	A	1.0	17	60	and
38480	38666	7	A	0.99999	18	61	in
38688	38874	7	A	0.99851	19	62	some
38912	39162	7	A	1.0	20	63	ways
39216	39434	7	A	0.99495	21	64	is
39472	39626	7	A	0.99998	22	65	even
39648	39834	7	A	0.92473	23	66	like
39872	40026	7	A	1.0	24	67	an
40048	40326	7	A	0.99999	25	68	entry
40358	41034	7	A	0.91	26	69	point
41232	41642	7	A	0.65	27	70	to
41696	42010	7	A	0.99999	28	71	thinking
42080	42700	7	A	0.99915	29	72	about
43790	44342	7	A	0.9788	30	73	entity
44406	45014	7	A	0.9277	31	74	modeling
45062	45274	7	A	0.9999	32	75	in
45312	45686	7	A	0.9467	33	76	active
45718	46726	7	A	0.99953	34	77	inference.
46918	47226	8	A	1.0	1	78	And
47248	47386	8	A	0.99999	2	79	so
47408	47766	8	A	0.98777	3	80	that'll
47798	47946	8	A	1.0	4	81	be
47968	48106	8	A	1.0	5	82	kind
48128	48266	8	A	1.0	6	83	of
48288	48860	8	A	0.99054	7	84	fun.
49970	50346	9	A	0.52019	1	85	We'll
50378	50718	9	A	0.72832	2	86	return
50804	51294	9	A	0.58	3	87	to
51412	52106	9	A	0.89696	4	88	variational
52138	53070	9	A	0.52827	5	89	LaPlace
54530	55194	9	A	0.99971	6	90	resonating
55242	55406	9	A	1.0	7	91	with
55428	56000	9	A	0.55838	8	92	our
56450	56910	9	A	0.99985	9	93	just
56980	57434	9	A	0.99962	10	94	completed
