Technology&Computing>ArtificialIntelligence	1.0
MedicalHealth>DiseasesAndConditions>BrainAndNervousSystemDisorders	0.1973947286605835
Technology&Computing>Computing	0.038176529109478
Science>Physics	0.036521922796964645
Technology&Computing>Robotics	0.03641079366207123
Technology&Computing>Computing>ProgrammingLanguages	0.03622962161898613
Home&Garden>SmartHome	0.033162668347358704
Science>BiologicalSciences	0.03281792253255844
Science>Environment	0.028797805309295654
PersonalFinance>PersonalInvesting	0.028533998876810074
BusinessAndFinance>Industries>PowerAndEnergyIndustry	0.02847219444811344
Technology&Computing>Computing>ComputerSoftwareAndApplications>Databases	0.02846554107964039
MedicalHealth>DiseasesAndConditions>SleepDisorders	0.027684686705470085
Technology&Computing>Computing>DataStorageAndWarehousing	0.025604750961065292
BusinessAndFinance>Industries>BiotechAndBiomedicalIndustry	0.024240868166089058
Technology&Computing>Computing>ComputerNetworking	0.02331560291349888
NewsAndPolitics>Weather	0.02318752557039261
Technology&Computing>Computing>Internet>InternetOfThings	0.01692662201821804
Automotive>AutoType>DriverlessCars	0.014909772202372551
Automotive>AutoTechnology	0.014496896415948868
