start	end	speaker	confidence	paragNum	paragWordCount	wordPos	text
170	890	A	0.15427	1	1	1	You're
970	1550	A	0.07	1	2	2	okay.
1700	2398	A	0.79	1	3	3	Hello.
2564	2986	A	0.83461	1	4	4	It's
3018	3402	A	0.97	1	5	5	September
3466	4430	A	0.6	1	6	6	16.
4850	5354	A	0.98279	1	7	7	We're
5402	6000	A	1.0	1	8	8	in
6610	7274	A	0.53968	1	9	9	Cohort,
7322	7630	A	1.0	1	10	10	one
7700	7886	A	1.0	1	11	11	of
7908	8094	A	1.0	1	12	12	the
8132	8634	A	0.75317	1	13	13	active
8682	9114	A	0.99995	1	14	14	textbook
9162	9760	A	0.81587	1	15	15	group.
10130	10778	A	0.99658	1	16	16	It's
10874	11274	A	0.99933	1	17	17	meeting
11322	11920	A	1.0	1	18	18	15,
12530	12942	A	0.97	1	19	19	or
12996	13118	A	1.0	1	20	20	I
13124	13486	A	0.98338	1	21	21	guess
13588	14046	A	0.99	1	22	22	yes,
14148	14558	A	0.64	1	23	23	no,
14644	15470	A	1.0	1	24	24	16
15890	16686	A	0.99843	1	25	25	on
16868	17118	A	1.0	1	26	26	let
17124	17246	A	0.96	1	27	27	me
17268	17454	A	1.0	1	28	28	just
17492	17786	A	0.99118	1	29	29	update
17818	18062	A	0.72	1	30	30	the
18116	18990	A	0.56969	1	31	31	title
19570	20026	A	0.99799	1	32	32	meeting
20058	20522	A	0.95	1	33	33	16.
20586	20778	A	0.99301	2	1	34	We're
20794	20926	A	0.99	2	2	35	in
20948	21086	A	1.0	2	3	36	our
21108	21390	A	1.0	2	4	37	second
21460	21914	A	0.99999	2	5	38	discussion
21962	22174	A	0.99976	2	6	39	on
22212	22586	A	0.99991	2	7	40	chapter
22618	23102	A	0.82	2	8	41	six.
23236	24014	A	0.99614	2	9	42	So
24212	24574	A	0.99807	2	10	43	are
24612	24766	A	0.99992	2	11	44	there
24788	24998	A	0.99894	2	12	45	any
25044	25640	A	0.88192	2	13	46	any
26330	26962	A	0.99516	2	14	47	overall
27026	27394	A	0.99997	2	15	48	comments
27442	27558	A	0.99994	2	16	49	that
27564	27734	A	0.8947	2	17	50	people
27772	27974	A	0.99994	2	18	51	would
28012	28166	A	0.99987	2	19	52	like
28188	28760	A	1.0	2	20	53	to
29370	29878	A	0.99999	2	21	54	address
29964	30358	A	0.99996	2	22	55	about
30444	30866	A	0.99997	2	23	56	chapter
30898	31480	A	1.0	2	24	57	six
34090	34502	A	1.0	2	25	58	or
34556	34774	A	0.99065	2	26	59	any
34812	35110	A	0.99624	2	27	60	other
35180	35558	A	0.79736	2	28	61	questions
35644	35846	A	1.0	2	29	62	or
35868	36102	A	0.99995	2	30	63	points
36156	36374	A	1.0	2	31	64	to
36412	36662	A	0.9997	2	32	65	add
36716	36934	A	0.74	2	33	66	or
36972	37378	A	0.99997	2	34	67	just
37484	37926	A	0.81141	2	35	68	areas
37958	38106	A	1.0	2	36	69	of
38128	38406	A	0.99998	2	37	70	chapter
38438	38634	A	1.0	2	38	71	six
38672	38826	A	0.99308	2	39	72	that
38848	38986	A	1.0	2	40	73	they
39008	39194	A	0.99997	2	41	74	found
39232	39386	A	1.0	2	42	75	to
