start	end	speaker	confidence	paragNum	paragWordCount	wordPos	text
650	1246	A	0.66803	1	1	1	You.
1428	1918	B	0.79864	1	2	2	Hello.
2004	2254	B	0.99999	1	3	3	Thanks
2292	2638	B	0.99994	1	4	4	for
2724	3070	B	1.0	1	5	5	all
3140	3962	B	0.6476	1	6	6	joining.
4106	4426	B	0.83615	1	7	7	It's
4458	4826	B	0.99923	1	8	8	active
4858	5274	B	0.99993	1	9	9	textbook
5322	5920	B	1.0	1	10	10	group
6530	7194	B	0.9992	1	11	11	cohort
7242	7598	B	1.0	1	12	12	one
7684	8106	B	0.99771	1	13	13	meeting
8138	8960	B	0.78	1	14	14	22,
10530	11114	B	0.99983	1	15	15	chapter
11162	11614	B	1.0	1	16	16	nine
11732	12014	B	1.0	1	17	17	on
12052	12474	B	0.91	1	18	18	October
12522	13550	B	0.73	1	19	19	28.
16750	17500	B	0.99	2	1	20	Okay,
17950	18326	B	0.97642	2	2	21	we're
18358	18458	B	0.99963	2	3	22	in
18464	18634	B	0.91	2	4	23	the
18672	19260	B	1.0	2	5	24	second
20350	21238	B	0.99741	2	6	25	discussion
21334	21642	B	1.0	2	7	26	on
21696	22134	B	0.99993	2	8	27	chapter
22182	22780	B	1.0	2	9	28	nine,
27030	27538	B	0.85742	2	10	29	model
27624	27922	B	0.9678	2	11	30	based
27976	28242	B	0.99974	2	12	31	data
28296	29170	B	0.6209	2	13	32	analysis.
32430	32794	B	0.62706	3	1	33	Would
32832	33082	B	0.99579	3	2	34	anyone
33136	33354	B	0.71629	3	3	35	like
33392	34074	B	1.0	3	4	36	to
34272	34730	B	0.92611	3	5	37	add
34800	35082	B	0.99993	3	6	38	anything
35136	35354	B	0.997	3	7	39	they
35392	36074	B	0.99981	3	8	40	want
36272	36826	B	1.0	3	9	41	or
36928	37434	B	0.98163	3	10	42	mention
37552	38220	B	0.99998	3	11	43	how
38750	39114	B	1.0	3	12	44	the
39152	39622	B	0.99881	3	13	45	generative
39686	40154	B	0.84424	3	14	46	model
40272	41222	B	0.97438	3	15	47	discussion
41366	42060	B	0.77416	3	16	48	from
43490	43854	B	0.96	3	17	49	the
43892	44670	B	0.94051	3	18	50	previous
45410	45774	B	1.0	3	19	51	1
45812	46400	B	0.84	3	20	52	hour
47010	47546	B	0.7223	3	21	53	relates
47578	47822	B	0.66	3	22	54	to
47876	48094	B	0.99998	3	23	55	model
48132	48382	B	0.52203	3	24	56	based
48436	48702	B	0.79398	3	25	57	data
48756	49710	B	0.98609	3	26	58	analysis?
50130	50446	B	0.99996	3	27	59	How
50468	50654	B	0.97937	3	28	60	does
50692	51066	B	0.99865	3	29	61	chapter
51098	51342	B	1.0	3	30	62	four
51396	51658	B	0.99977	3	31	63	relate
51674	51806	B	1.0	3	32	64	to
51828	52186	B	0.74337	3	33	65	chapter
52218	52800	B	0.75	3	34	66	nine?
67330	67646	B	0.99838	4	1	67	What
67668	67902	B	0.86385	4	2	68	does
67956	68394	B	0.99993	4	3	69	chapter
68442	69040	B	1.0	4	4	70	nine
69570	70320	B	0.99986	4	5	71	address?
72530	72846	B	0.99953	5	1	72	What
72868	73054	B	0.97788	5	2	73	do
73092	73434	B	0.81953	5	3	74	chapters
73482	73694	B	1.0	5	4	75	six
73732	73886	B	0.99	5	5	76	and
73908	74142	B	0.96	5	6	77	nine
74196	74558	B	0.99871	5	7	78	address
74644	75278	B	0.99	5	8	79	that
75444	75994	B	0.99974	5	9	80	chapter
76042	76302	B	1.0	5	10	81	four
76356	77070	B	0.91671	5	11	82	doesn't?
84810	85662	A	0.40854	6	1	83	Um,
85826	86154	A	0.78	6	2	84	I
86192	86442	A	0.99972	6	3	85	mean,
86496	86858	A	1.0	6	4	86	six
86944	87578	A	0.96401	6	5	87	is
87744	88170	A	0.99989	6	6	88	about
88240	88522	A	0.99999	6	7	89	thinking
88576	89130	A	0.99994	6	8	90	about
89280	89894	A	0.85047	6	9	91	applying
89942	90540	A	1.0	6	10	92	it
