start	end	sentNum	speaker	confidence	wordPosSent	wordPosDoc	text
650	1246	1	A	0.66803	1	1	You.
1428	1918	2	B	0.79864	1	2	Hello.
2004	2254	3	B	0.99999	1	3	Thanks
2292	2638	3	B	0.99994	2	4	for
2724	3070	3	B	1.0	3	5	all
3140	3962	3	B	0.6476	4	6	joining.
4106	4426	4	B	0.83615	1	7	It's
4458	4826	4	B	0.99923	2	8	active
4858	5274	4	B	0.99993	3	9	textbook
5322	5920	4	B	1.0	4	10	group
6530	7194	4	B	0.9992	5	11	cohort
7242	7598	4	B	1.0	6	12	one
7684	8106	4	B	0.99771	7	13	meeting
8138	8960	4	B	0.78	8	14	22,
10530	11114	4	B	0.99983	9	15	chapter
11162	11614	4	B	1.0	10	16	nine
11732	12014	4	B	1.0	11	17	on
12052	12474	4	B	0.91	12	18	October
12522	13550	4	B	0.73	13	19	28.
16750	17500	5	B	0.99	1	20	Okay,
17950	18326	5	B	0.97642	2	21	we're
18358	18458	5	B	0.99963	3	22	in
18464	18634	5	B	0.91	4	23	the
18672	19260	5	B	1.0	5	24	second
20350	21238	5	B	0.99741	6	25	discussion
21334	21642	5	B	1.0	7	26	on
21696	22134	5	B	0.99993	8	27	chapter
22182	22780	5	B	1.0	9	28	nine,
27030	27538	5	B	0.85742	10	29	model
27624	27922	5	B	0.9678	11	30	based
27976	28242	5	B	0.99974	12	31	data
28296	29170	5	B	0.6209	13	32	analysis.
32430	32794	6	B	0.62706	1	33	Would
32832	33082	6	B	0.99579	2	34	anyone
33136	33354	6	B	0.71629	3	35	like
33392	34074	6	B	1.0	4	36	to
34272	34730	6	B	0.92611	5	37	add
34800	35082	6	B	0.99993	6	38	anything
35136	35354	6	B	0.997	7	39	they
35392	36074	6	B	0.99981	8	40	want
36272	36826	6	B	1.0	9	41	or
36928	37434	6	B	0.98163	10	42	mention
37552	38220	6	B	0.99998	11	43	how
38750	39114	6	B	1.0	12	44	the
39152	39622	6	B	0.99881	13	45	generative
39686	40154	6	B	0.84424	14	46	model
40272	41222	6	B	0.97438	15	47	discussion
41366	42060	6	B	0.77416	16	48	from
43490	43854	6	B	0.96	17	49	the
43892	44670	6	B	0.94051	18	50	previous
45410	45774	6	B	1.0	19	51	1
45812	46400	6	B	0.84	20	52	hour
47010	47546	6	B	0.7223	21	53	relates
47578	47822	6	B	0.66	22	54	to
47876	48094	6	B	0.99998	23	55	model
48132	48382	6	B	0.52203	24	56	based
48436	48702	6	B	0.79398	25	57	data
48756	49710	6	B	0.98609	26	58	analysis?
50130	50446	7	B	0.99996	1	59	How
50468	50654	7	B	0.97937	2	60	does
50692	51066	7	B	0.99865	3	61	chapter
51098	51342	7	B	1.0	4	62	four
51396	51658	7	B	0.99977	5	63	relate
51674	51806	7	B	1.0	6	64	to
51828	52186	7	B	0.74337	7	65	chapter
52218	52800	7	B	0.75	8	66	nine?
67330	67646	8	B	0.99838	1	67	What
67668	67902	8	B	0.86385	2	68	does
67956	68394	8	B	0.99993	3	69	chapter
68442	69040	8	B	1.0	4	70	nine
69570	70320	8	B	0.99986	5	71	address?
72530	72846	9	B	0.99953	1	72	What
72868	73054	9	B	0.97788	2	73	do
73092	73434	9	B	0.81953	3	74	chapters
73482	73694	9	B	1.0	4	75	six
73732	73886	9	B	0.99	5	76	and
73908	74142	9	B	0.96	6	77	nine
74196	74558	9	B	0.99871	7	78	address
74644	75278	9	B	0.99	8	79	that
75444	75994	9	B	0.99974	9	80	chapter
76042	76302	9	B	1.0	10	81	four
76356	77070	9	B	0.91671	11	82	doesn't?
84810	85662	10	A	0.40854	1	83	Um,
85826	86154	10	A	0.78	2	84	I
86192	86442	10	A	0.99972	3	85	mean,
86496	86858	10	A	1.0	4	86	six
86944	87578	10	A	0.96401	5	87	is
87744	88170	10	A	0.99989	6	88	about
88240	88522	10	A	0.99999	7	89	thinking
88576	89130	10	A	0.99994	8	90	about
89280	89894	10	A	0.85047	9	91	applying
89942	90540	10	A	1.0	10	92	it
91150	91862	10	A	0.9969	11	93	in,
92016	92382	10	A	0.60966	12	94	like,
92436	93722	10	A	0.57956	13	95	incredibly
93866	94126	10	A	0.98995	14	96	kind
94148	94720	10	A	1.0	15	97	of
95810	96750	10	A	0.78365	16	98	simplified
100310	100674	10	A	0.9999	17	99	step
100712	100914	10	A	0.93165	18	100	by
100952	101202	10	A	0.99999	19	101	step
101256	101426	10	A	0.99996	20	102	kind
101448	101682	10	A	1.0	21	103	of
101736	102340	10	A	0.99997	22	104	way.
103670	104178	11	A	0.91	1	105	And
104264	104610	11	A	1.0	2	106	nine
104680	105300	11	A	0.63702	3	107	is
105610	106070	11	A	0.75105	4	108	very
106140	106754	11	A	0.99992	5	109	specifically
106802	107158	11	A	0.91062	6	110	about
107244	107714	11	A	0.64174	7	111	answering
107762	108242	11	A	0.99872	8	112	scientific
108306	108726	11	A	0.99999	9	113	questions
108828	109094	11	A	0.98662	10	114	with
109132	109430	11	A	0.96	11	115	it
109500	110120	11	A	0.89	12	116	and
110490	110950	11	A	0.99998	13	117	doing
111020	111640	11	A	1.0	14	118	that
112090	112840	11	A	0.99993	15	119	with.
116170	116534	12	C	0.99719	1	120	This
116572	117670	12	C	0.8582	2	121	metabasian.
118330	118706	13	C	0.62971	1	122	It's
118738	119186	13	C	0.87531	2	123	like
119308	120074	13	C	0.99967	3	124	almost
120272	121370	13	C	0.52501	4	125	nested.
124460	124824	14	A	0.72502	1	126	Sort
124862	125160	14	A	1.0	2	127	of
125230	125764	14	A	0.97863	3	128	schema
125812	126072	14	A	1.0	4	129	of
126126	126516	14	A	0.99472	5	130	active
126548	127400	14	A	0.54342	6	131	inference.
128700	129352	15	A	0.68724	1	132	So,
129486	129736	15	A	0.76	2	133	I
129758	129944	15	A	0.99312	3	134	mean,
129982	130680	15	A	0.99728	4	135	that's
132860	133188	15	A	0.52	5	136	the
133214	133452	15	A	0.99752	6	137	through
133506	134110	15	A	0.63	7	138	line,
134800	135116	15	A	1.0	8	139	I
135138	135564	15	A	0.98962	9	140	guess,
135682	136350	15	A	0.72224	10	141	but
141680	142008	15	A	0.8729	11	142	I'm
142024	142156	15	A	0.98283	12	143	not
142178	142364	15	A	0.99999	13	144	sure
142402	142556	15	A	1.0	14	145	more.
142578	142716	16	C	0.99983	1	146	Than
142738	142972	16	C	0.78	2	147	that
143026	143196	16	C	0.92418	3	148	what
143218	143404	16	C	0.9	4	149	to
143442	144030	16	C	0.99862	5	150	say.
144740	145116	17	B	0.80644	1	151	That's
145148	145730	17	B	0.99993	2	152	really
146180	146892	17	B	0.99996	3	153	insightful.
146956	147136	18	B	0.99998	1	154	Thank
147158	147440	18	B	0.9999	2	155	you,
147510	148320	18	B	0.32468	3	156	Ali.
151540	152290	19	D	1.0	1	157	Yeah,
152660	153264	19	D	0.99993	2	158	actually,
153382	153664	19	D	0.59	3	159	I
153702	153904	19	D	0.99998	4	160	would
153942	154364	19	D	0.71	5	161	compare
154412	154720	19	D	1.0	6	162	it
154790	155120	19	D	1.0	7	163	to
155190	155424	19	D	0.51	8	164	a
155462	155616	19	D	0.99977	9	165	kind
155638	155920	19	D	0.93	10	166	of
155990	156464	19	D	0.9999	11	167	learning
156582	156876	19	D	1.0	12	168	how
156918	157510	19	D	0.54	13	169	to
159160	159712	19	D	0.99796	14	170	solve
159776	160390	19	D	0.99999	15	171	problems
161000	161652	19	D	0.56174	16	172	in,
161786	162036	19	D	0.56	17	173	I
162058	162208	19	D	0.98356	18	174	don't
162224	162404	19	D	0.99984	19	175	know,
162442	163136	19	D	0.52825	20	176	mathematics
163168	163508	19	D	0.53	21	177	or
163594	164230	19	D	0.76428	22	178	other
164920	165504	19	D	0.89763	23	179	physics
165552	165716	19	D	1.0	24	180	or
165738	166020	19	D	0.5493	25	181	other
166090	166912	19	D	0.99723	26	182	areas.
167056	167268	20	D	0.99999	1	183	For
167274	167684	20	D	0.76	2	184	example,
167802	168470	20	D	0.88424	3	185	in
