text	entity_type		start	end
June 15, 2023	date		8812	11152
active institute	organization		15798	17052
activeinference.org	url		39550	41272
Dean Ali	person_name		60102	61212
Toby	person_name		61606	62348
Ali	person_name		70040	70816
Bay	person_name		99842	100424
probability theory	occupation		133118	134440
probability theory	occupation		145298	146472
probability theory	occupation		153126	153964
compositional probability theory	occupation		228206	229604
probability theory	occupation		293874	294616
Bayes	person_name		295826	296104
Bayes	person_name		312502	312844
probability theory	occupation		331500	332820
Bayes	person_name		439518	440212
Bart Jakobs	person_name		459094	460412
student	occupation		462230	462560
Kenta Cho	person_name		463334	464588
category theory	occupation		621122	622024
optics	occupation		790826	791440
coen	person_name		794560	795092
Erisman	person_name		948912	949888
Van Bermesh	person_name		950282	951328
researcher	occupation		974278	974764
Erisman	person_name		988858	989328
Rambamish	organization		989434	990224
scientists	occupation		1045966	1046580
Hebian	religion		1093306	1093712
Dean	person_name		1198596	1198964
category theory	occupation		1213522	1214376
engineering	occupation		1256878	1257408
engineering	occupation		1265826	1266568
par	person_name		1275462	1275872
pazulo	person_name		1275926	1276508
Friston	person_name		1276678	1277164
category theory	occupation		1558382	1559124
categorical systems theory	occupation		1560860	1562920
category theory	occupation		1651342	1652084
system theory	occupation		1683030	1684172
dynamical systems theory	occupation		1739480	1742592
Dean	person_name		2065920	2066296
Dina	person_name		2072080	2072584
Ali	person_name		2074546	2075340
programming	occupation		2082758	2083196
Dean	person_name		2147658	2148144
Ali	person_name		2162942	2163396
Toby	person_name		2204222	2204920
Ali	person_name		2205820	2206840
Marko	person_name		2245478	2246088
Ali	person_name		2251202	2251576
Ali	person_name		2299212	2299554
categorical systems theory	occupation		2311390	2313270
David Jazz Myers	person_name		2333252	2334910
Myers	person_name		2340550	2342180
Mateo Capucci	person_name		2357884	2359438
Act Conference on Applied Category Theory	event		2366566	2369094
Ali	person_name		2408204	2408674
Bayesian statistics	occupation		2494872	2496206
categorical systems theory	occupation		2653450	2655410
executive	occupation		2892520	2893490
executive	occupation		2908652	2909154
category theory	occupation		2962720	2963414
Dean	person_name		2973098	2973530
Toby	person_name		2974132	2974666
applied category theory	occupation		3080628	3081818
David Jazz	person_name		3110970	3111826
Ollie	person_name		3131294	3132040
Bayesian mechanics	occupation		3147270	3148620
Dalton Saktive Adebel	person_name		3161690	3163372
Dalton	person_name		3188482	3189436
James	person_name		3199734	3200172
Jane	person_name		3206442	3206816
Dalton	person_name		3252982	3253560
physics	occupation		3296582	3297356
Dalton	person_name		3301658	3302032
gauge theory	occupation		3302938	3304000
systems theoretic	occupation		3364860	3366324
Dalton	person_name		3371118	3371636
physics	occupation		3388466	3389004
physicist	occupation		3436834	3437224
information physics	occupation		3473166	3474500
Elliot	person_name		3480478	3480824
systems theory	occupation		3506600	3508016
Din	person_name		3529522	3530408
physics	occupation		3557146	3557744
physics	occupation		3598022	3598412
biology	occupation		3661242	3662020
category theory	occupation		3727470	3728760
geometry	occupation		3733438	3734356
logic	occupation		3734846	3735640
logic	occupation		3744100	3744780
logic	occupation		3756760	3757344
science	occupation		3767454	3768436
Dalton	person_name		3778398	3778960
topy	person_name		3785042	3785832
Ali	person_name		3803050	3803780
Dean	person_name		3821946	3822224
Ali	person_name		3823162	3823556
Toby	person_name		3829938	3830456
Toby	person_name		3856912	3857540
Dean	person_name		3892050	3892910
Toby	person_name		3905416	3905742
Toby	person_name		3953910	3954766
Ali	person_name		3992940	3993396
Toby	person_name		4026086	4026444
North American	nationality		4056002	4056748
Toby	person_name		4095278	4095732
math	occupation		4165426	4166200
philosophy	occupation		4166882	4167592
John Bayes	person_name		4209396	4210282
applied category theory	occupation		4211828	4213470
mathematics	occupation		4226158	4227182
category theory	occupation		4231244	4232034
category theory	occupation		4236604	4237730
mathematics	occupation		4251398	4252470
category theory	occupation		4256690	4258010
applied category theory	occupation		4278952	4280858
applied category theory	occupation		4298672	4300054
Ali	person_name		4314692	4315390
Toby	person_name		4343628	4344002
Professor	occupation		4417180	4417796
Mike Levin	person_name		4417828	4418820
Ali	person_name		4548792	4549166
Markov	person_name		4550888	4551326
Ali	person_name		4572304	4572822
Markov	person_name		4578528	4579046
category theory	occupation		4585860	4587178
researchers	occupation		4657352	4657934
Toby	person_name		4719210	4720390
Markov	person_name		4783008	4783586
Pearl	person_name		4786116	4786554
physics	occupation		4846084	4846702
category theory	occupation		4920028	4921054
physics	occupation		4931408	4932250
Toby	person_name		4953528	4953854
category theorists	occupation		4985568	4986374
Dean	person_name		4989392	4990010
Ali	person_name		5047010	5047514
Maxwell Ramstead	person_name		5100154	5101886
category theory	occupation		5126336	5127878
category theory	occupation		5146212	5147274
set theory	occupation		5147668	5148750
continental philosophers	occupation		5189652	5191018
Alan Badu	person_name		5191348	5192510
Ali	person_name		5408532	5408874
Toby	person_name		5413316	5413654
Bob Kirky	person_name		5437468	5438354
Toby	person_name		5460836	5461290
Dean	person_name		5616446	5616852
category theory	occupation		5669486	5670660
Toby	person_name		5672300	5672852
category theory	occupation		5692422	5693760
Lady Macbeth	person_name		5742260	5743388
Shauna Dobson	person_name		5759930	5760992
Chris Field	person_name		5761056	5761984
math	occupation		5762032	5762304
statistics	occupation		5822862	5823460
Ali	person_name		5841462	5841836
system scientists	occupation		5884834	5886008
Toby	person_name		5906746	5907380
Dean	person_name		5908202	5908900
Van Halen	organization		5922430	5923236
math	occupation		5949766	5950480
Toby	person_name		5985602	5985944
Ali	person_name		6043352	6043694
Toby	person_name		6073100	6073746
Toby	person_name		6079058	6079790
