start	end	sentNum	speaker	confidence	text
5670	7714	2	B	0.96061	Hello and welcome everyone.
7912	12498	3	B	0.99828	This is active inference Livestream number 54.0.
12664	18050	4	B	0.84376	We're discussing mathematical foundations for a compositional account of the Bayesian Brain.
18630	20942	5	B	0.99992	Welcome to the active institute.
21086	28050	6	B	0.64708	We're a participatory online institute that is communicating, learning and practicing applied active inference.
28430	34906	7	B	0.99559	This is a recorded, archived and published Livestream, so please provide feedback so we can improve our work.
35088	51790	8	B	0.99971	All backgrounds and perspective are welcome and we'll follow video etiquette for Livestream, head over Active Inference.org to learn more about getting involved in live streams and in a variety of other projects and learning groups.
53090	76502	9	B	0.93605	All right, well, we're in stream number 54.0 and we're going to be learning and discussing the paper that was submitted on the 23 December 2022 as part of a dissertation work, mathematical Foundations for a Compositional Account of the Bayesian Brain by Toby St. Clere
76556	77790	10	B	0.99866	Smithe.
77970	83718	11	B	1	The video is an introduction for some of the ideas in this multi hundred page thesis.
83814	103150	12	B	0.95747	It's not a review or a final word or a thesis dissertation committee, this 54.0, given the scope and the complexity, but also accessibility of the ideas, we're going to be approaching it in a familiar way, but also with some twists.
103810	109410	13	B	0.99721	We're going to begin with some introductions, the aims and claims, abstract and roadmap as usual.
110070	117714	14	B	1	Then we're going to approach the keywords and the context in a slightly different way than we've done in a lot of other zeros.
117842	130458	15	B	1	And then we're going to kind of bookend the dissertation and focus most on chapter one and chapter seven, the first and the final chapter and chapters two through six.
130544	135514	16	B	0.99794	We're looking forward to unpacking more with Toby in the coming weeks.
135712	140826	17	B	0.99948	So we'll begin with some introductions and warm ups.
140858	150430	18	B	0.99997	We could all just say hello and something that was exciting for us about the paper dissertation or what brought us to the work.
150500	151262	19	B	0.74564	I'll begin.
151396	152202	20	B	0.98464	I'm Daniel.
152266	173826	21	B	0.53823	I'm a researcher in California, and I have to say that six months ago, when we started this journey haw on the heels of the dissertation being posted when, along with Ali and Dean and others, we decided to embark on this weekly learning quest, I was very unfamiliar with category theory.
173938	178506	22	B	1	And thankfully, after closing the window, it all escapes my mind.
178608	184940	23	B	0.78266	So it's been quite a six month period to learn and to forget so much.
185310	186970	24	B	0.97888	I'll pass to Dean.
187550	188358	25	C	0.9189	Thanks, Daniel.
188374	190098	26	C	0.90232	I'm Dean, I'm here in Calgary.
190294	223938	27	C	0.97	I think the thing for me, when it was first broached the idea of taking this up about a decade ago, I started just scratching the surface of this idea called category theory, and to see this amount of work put together, to sort of bring a whole bunch of ideas together and, as Daniel already mentioned, make it somewhat accessible or I don't know if it's a beginner's guide or a category theory for dummies.
224034	224390	28	C	0.99992	Exactly.
224460	226934	29	C	0.99583	Because there's still a lot in here.
227052	241238	30	C	0.57614	But in terms of giving us an opportunity to get some verifications, for me, at least that's what I got with some validations and some verifications was really helpful.
241334	251390	31	C	0.63257	So I am excited about having a chance to talk about this and bring the author on eventually and have that conversation get extended and I'll pass it over to Ali.
