text	entity_type		start	end
active institute	organization		19608	20942
Active Inference.org	url		42612	44282
23 December 2022	date		64328	66758
Toby St. Clair Smyth	person_name		75836	77790
Toby	person_name		133392	133910
Daniel	person_name		151738	152202
researcher	occupation		152772	153226
California	location		153492	154266
Ali	person_name		163656	164046
Dean	person_name		164248	164606
category theory	occupation		172748	173826
Dean	person_name		186272	186970
Daniel	person_name		188016	188358
Dean	person_name		188534	188806
Calgary	location		189248	190098
category theory	occupation		204616	205774
Daniel	person_name		216056	216474
category theory	occupation		222284	223154
author	occupation		247380	247706
Ali	person_name		250708	251390
Allie	person_name		257238	257654
independent researcher	occupation		258128	259254
Iran	location		259488	260326
category theory	occupation		265392	266582
category theory	occupation		291640	292690
sciences	occupation		295900	296594
Toby	person_name		310608	311190
Dean	person_name		349130	349554
Ali	person_name		349788	349986
Toby	person_name		359920	360486
Ames	person_name		362694	363094
Dean	person_name		375796	376430
Dean	person_name		511978	512448
applied category theory	occupation		521092	522788
compositional game theory	occupation		546966	548796
algebra	occupation		642498	642936
category theory	occupation		652630	653612
computational neuroscientists	occupation		655062	656536
cognitive scientists	occupation		656778	657984
science	occupation		674180	674564
Jr	person_name		743522	744052
mathematics	occupation		753846	754556
category theory	occupation		754886	756328
math	occupation		758064	758900
mathematics	occupation		762346	763568
Jr	person_name		787920	788616
math	occupation		792402	792696
Toby	person_name		802892	803324
dissertation committee	organization		806794	807776
Jr	person_name		817322	817904
category theory	occupation		844748	845516
math	occupation		862928	863136
math	occupation		864266	864864
Math	occupation		867472	867936
English	language		879636	880100
category theory	occupation		892882	893784
math	occupation		918058	918768
logic	occupation		927342	927636
Bessis	person_name		929742	930388
maths	occupation		950108	950796
Math	occupation		957960	958800
math	occupation		960522	960864
math	occupation		972788	973172
Dean	person_name		1002844	1003600
Toby	person_name		1044998	1045244
author	occupation		1062538	1062864
Ollie	person_name		1072030	1072532
category theory	occupation		1082610	1083544
mathematicians	occupation		1088786	1089944
Dean	person_name		1091938	1092424
category theory	occupation		1117802	1119052
mathematics	occupation		1136978	1137752
Toby	person_name		1149094	1149852
applied category theory	occupation		1158522	1160352
Toby	person_name		1177214	1177716
applied category theory	occupation		1186578	1188460
category theory	occupation		1195862	1197228
category theory	occupation		1201958	1203004
category theory	occupation		1237432	1238632
category theory	occupation		1251046	1252268
internship	occupation		1266826	1267552
Active Inference Institute	organization		1269598	1271220
category theory	occupation		1281262	1282184
active Inference institute	organization		1302220	1303532
Christopher White	person_name		1313978	1314772
category theory learning group	organization		1335378	1337150
Topos Institute Category Theory Outreach Panel	organization		1338354	1341320
Chang	person_name		1341682	1342028
Joy Book Club	organization		1342498	1344060
Emily Real	person_name		1345798	1346560
Jr	person_name		1380286	1380644
category theory	occupation		1405638	1406584
game theory	occupation		1486376	1487064
cybernetics	occupation		1489378	1490460
Aliyardine	person_name		1491040	1492072
Zuma	person_name		1550038	1550828
cognitive and computational neuroscience	occupation		1609082	1611776
Ollie	person_name		1620762	1621356
Ali	person_name		1772060	1772644
Dean	person_name		1772942	1773700
category theory	occupation		1805418	1806096
mathematics	occupation		1806458	1807056
Ali	person_name		1839958	1840720
category theory	occupation		1899242	1900192
Toby	person_name		1922640	1923192
category theory	occupation		1925778	1927100
category theory	occupation		1937484	1938604
category theory	occupation		1961102	1962180
science	occupation		1984678	1985164
category theory	occupation		1987846	1989052
Ali	person_name		1999658	1999856
Allie	person_name		2002970	2003536
embodied biology	occupation		2068740	2070200
Toby	person_name		2164878	2165204
Ollie	person_name		2177790	2178326
Mario Bongay	person_name		2185620	2186954
Alan Garfinkel	person_name		2188596	2190074
Garfinkel	person_name		2193940	2195018
category theory	occupation		2220970	2222082
category theory	occupation		2330960	2331862
category theoretic	occupation		2358072	2359294
Dean	person_name		2389010	2389562
Ali	person_name		2389828	2390234
category theory	occupation		2438812	2439634
Category theory	occupation		2451550	2452534
Dean	person_name		2491290	2491794
Ollie	person_name		2592650	2593234
Dean	person_name		2593532	2593826
Ali	person_name		2639212	2639990
toby	person_name		2699230	2700090
Toby	person_name		2718964	2719402
Alir	person_name		2751070	2751654
Dean	person_name		2751702	2752102
cognitive science	occupation		2779330	2780546
computational neuroscience	occupation		2781036	2782946
compositional game theory	occupation		2802948	2804202
teleology	occupation		2805892	2806830
category theory	occupation		2863172	2864370
science	occupation		2923102	2923918
Ali	person_name		2953412	2953882
cognitive science	occupation		2964542	2965454
science	occupation		2967598	2968446
Toby	person_name		2969400	2970210
sciences	occupation		2978748	2979298
science	occupation		2981788	2982114
science	occupation		2987148	2987910
philosophers	occupation		3010896	3012054
sciences	occupation		3015288	3015982
science	occupation		3049638	3050402
Toby	person_name		3062388	3062986
science	occupation		3093248	3093702
Toby	person_name		3165816	3166530
toby	person_name		3173750	3174302
Ali	person_name		3176754	3177026
Toby	person_name		3206830	3207334
Meyer	person_name		3233132	3234066
Ollie	person_name		3347510	3347974
category theory	occupation		3378652	3379990
Toby	person_name		3402724	3403290
Bayesian mechanics	occupation		3415352	3416702
sheath theory	occupation		3425770	3427110
applied topology	occupation		3429228	3430002
chromology	occupation		3431130	3432070
esian mechanics	occupation		3446624	3447574
category theory	occupation		3518616	3519534
Dean	person_name		3524040	3524770
Daniel	person_name		3530150	3531166
Allie	person_name		3532088	3532410
theoret	occupation		3638082	3638646
Chris Fields	person_name		3646528	3647286
Friston	person_name		3653668	3654362
Levin	person_name		3654426	3654922
Glazebrook	person_name		3654986	3655850
Fields	person_name		3656212	3657226
Chris Fields	person_name		3662378	3663114
Physics	occupation		3663620	3664094
quantum sciences	occupation		3673528	3675434
quantum information science	occupation		3675582	3676914
quantum computation	occupation		3677586	3678898
Ali	person_name		3704292	3705082
Toby	person_name		3727516	3727970
cybernetics	occupation		3820648	3821518
information geometry	occupation		3830236	3831474
cybernetics	occupation		3855492	3856602
Bayesian mechanics	occupation		3861748	3863070
Shauna Dobson	person_name		3869670	3871182
Math	event		3873112	3873502
math	occupation		3882412	3882706
philosophy	occupation		3882972	3883634
Dean	person_name		3927290	3927714
Toby	person_name		3950448	3950694
cartography	occupation		3972814	3973982
Ali	person_name		3976270	3977170
Boujaki	person_name		4158770	4159834
Boujaki	person_name		4162980	4164110
cartography	occupation		4211372	4212560
topos	organization		4216058	4216900
Topos institute	organization		4217914	4219008
subjectivist metaphysics	occupation		4228638	4230052
Ali	person_name		4233198	4233556
Dean Ali	person_name		4237342	4238164
geometry	occupation		4260588	4261516
North America	location		4308118	4308796
Ali	person_name		4345680	4346264
category theory	occupation		4526378	4527444
Dean	person_name		4629980	4630772
Toby	person_name		4643908	4644336
teachers	occupation		4661286	4661772
teacher	occupation		4691758	4692484
Ollie	person_name		4730782	4731332
Ali	person_name		4774720	4775328
learning	occupation		4792952	4793308
reinforcement learning	occupation		4812742	4813968
categorical cybernetics	occupation		4912838	4914616
Dean	person_name		5006756	5007470
mathematics	occupation		5056692	5057386
mathematics	occupation		5064682	5065338
Bayesian mechanics	occupation		5082924	5083906
Karl Friston	person_name		5091470	5092502
Physics	occupation		5095408	5096170
Par DeCosta	person_name		5098752	5099926
Friston Markov blanket	person_name		5100064	5101366
information geometry	occupation		5101398	5102326
stochastic thermodynamics	occupation		5102528	5104242
Bayesian mechanics	occupation		5110930	5112394
dalton	person_name		5123650	5124378
Mechanics	occupation		5127758	5128510
Ramstead	person_name		5129352	5130014
mechanics	occupation		5131458	5131874
physics	occupation		5132044	5132306
mechanics	occupation		5138748	5139154
Bayesian mechanics	occupation		5141968	5142774
physics	occupation		5145072	5145846
Bayesian mechanics	occupation		5159652	5161226
mathematical physics	occupation		5164436	5165786
physics	occupation		5177128	5177454
Toby	person_name		5218488	5218734
mathematics	occupation		5222392	5223006
biosemiotics	occupation		5225270	5226718
Ali	person_name		5226814	5227294
biosimiotics	occupation		5229336	5230690
mathematics	occupation		5284652	5285314
biosymiotics	occupation		5297712	5298854
biosymiotics	occupation		5302294	5303302
mathematics	occupation		5305924	5306538
Bayesian subjectivist metaphysics	occupation		5307162	5309082
Terrence Deacon	person_name		5327688	5328858
Karen Broad	person_name		5330730	5331970
Terrence Deacon	person_name		5336924	5337826
Karen broad	person_name		5378470	5379458
Toby	person_name		5418168	5418846
Dean	person_name		5421430	5421854
Ali	person_name		5425176	5425534
mathematics	occupation		5460548	5461098
von Neumann	person_name		5536732	5537474
Dean	person_name		5561722	5562154
Ali	person_name		5623816	5624610
Bob Coke	person_name		5638508	5639346
category theory	occupation		5656180	5657546
Toby	person_name		5673272	5673710
physics	occupation		5722328	5723010
category theory	occupation		5726152	5727454
classical physics	occupation		5736172	5737602
quantum Bayesian theory	occupation		5743536	5745530
category theory	occupation		5783452	5784710
Toby	person_name		5792192	5792890
Dean	person_name		5799974	5800886
Ollie	person_name		5804176	5804970
Dean	person_name		5859812	5860122
Ali	person_name		5860186	5860990
category theory	occupation		5926104	5926974
category theory team	organization		5955306	5957224
Toby	person_name		5960494	5961300
Toby	person_name		5994282	5994912
Ali	person_name		6002410	6002960
Dean	person_name		6003322	6003712
