start	end	speaker	confidence	paragNum	paragWordCount	wordPos	text
250	800	A	0.7398	1	1	1	You.
6820	7232	B	1.0	2	1	2	Hello
7286	7456	B	1.0	2	2	3	and
7478	8144	B	1.0	2	3	4	welcome.
8342	8764	B	0.72419	2	4	5	It's
8812	9116	B	1.0	2	5	6	June
9148	9724	B	0.67	2	6	7	15,
9772	11152	B	0.96	2	7	8	2023.
11286	11596	B	0.9995	2	8	9	We're
11628	11776	B	0.9999	2	9	10	in
11798	12316	B	0.82068	2	10	11	active
12348	12860	B	0.97343	2	11	12	Livestream.
12940	14290	B	0.95	2	12	13	54.2.
14660	15024	B	0.99998	2	13	14	So
15062	15312	B	0.99996	2	14	15	welcome
15366	15584	B	1.0	2	15	16	to
15622	15776	B	1.0	2	16	17	the
15798	16268	B	0.73175	2	17	18	active
16284	17052	B	0.92212	2	18	19	institute.
17196	17548	B	0.71767	3	1	20	We're
17564	17696	B	0.99	3	2	21	a
17718	18540	B	0.6366	3	3	22	participatory
18620	19008	B	1.0	3	4	23	online
19094	19836	B	0.99939	3	5	24	institute
19948	20224	B	0.65	3	6	25	that
20262	20464	B	0.99998	3	7	26	is
20502	21052	B	0.99756	3	8	27	communicating,
21116	21392	B	0.9986	3	9	28	learning,
21446	21664	B	0.74	3	10	29	and
21702	22252	B	0.99956	3	11	30	practicing
22316	22764	B	0.99818	3	12	31	applied
22812	23148	B	0.99634	3	13	32	active
23164	23708	B	0.68786	3	14	33	inference.
23804	24016	B	0.99997	3	15	34	You
24038	24128	B	0.99998	3	16	35	can
24134	24304	B	1.0	3	17	36	find
24342	24496	B	1.0	3	18	37	us
24518	24608	B	1.0	3	19	38	at
24614	24736	B	1.0	3	20	39	the
24758	25036	B	0.99936	3	21	40	links
25068	25744	B	0.99999	3	22	41	here.
25942	26256	B	0.99999	3	23	42	This
26278	26416	B	0.99996	3	24	43	is
26438	26576	B	1.0	3	25	44	a
26598	26928	B	0.9998	3	26	45	recorded
27014	27216	B	1.0	3	27	46	and
27238	27376	B	0.88683	3	28	47	an
27398	27668	B	0.79228	3	29	48	arch
27724	27944	B	0.9984	3	30	49	Live
27982	28500	B	0.67043	3	31	50	Livestream,
28580	28824	B	0.99993	3	32	51	so
28862	29112	B	0.99993	3	33	52	please
29166	29432	B	0.99998	3	34	53	provide
29486	29924	B	0.77203	3	35	54	feedback
29972	30088	B	0.99999	3	36	55	so
30094	30216	B	0.80429	3	37	56	we
30238	30376	B	0.99543	3	38	57	can
30398	30676	B	0.99946	3	39	58	improve
30708	30904	B	0.99998	3	40	59	our
30942	31576	B	0.99991	3	41	60	work.
31758	32152	B	0.99996	3	42	61	All
32206	32756	B	0.93039	3	43	62	backgrounds
32788	32936	B	1.0	3	44	63	and
32958	33540	B	0.9935	3	45	64	perspectives
33620	33864	B	0.99961	3	46	65	are
33902	34440	B	0.99999	3	47	66	welcome
34590	34856	B	1.0	3	48	67	and
34878	35076	B	0.95535	3	49	68	we'll
35108	35400	B	0.99993	3	50	69	follow
35470	35752	B	0.99993	3	51	70	video
35806	36372	B	0.94817	3	52	71	etiquette
36436	36616	B	0.99997	3	53	72	for
36638	36824	B	0.52044	3	54	73	Live
36862	37640	B	0.9601	3	55	74	Streams.
38540	38904	B	0.99998	3	56	75	Head
38942	39144	B	0.99975	3	57	76	over
39182	39480	B	1.0	3	58	77	to
39550	41272	B	0.56	3	59	78	activeinference.org
41416	41724	B	1.0	3	60	79	to
41762	41916	B	0.99999	3	61	80	learn
41938	42124	B	1.0	3	62	81	more
42162	42412	B	1.0	3	63	82	about
42466	43208	B	0.54734	3	64	83	participating
43304	43708	B	0.99986	3	65	84	in
43794	44044	B	0.93108	3	66	85	Live
44082	44376	B	0.99888	3	67	86	Streams
44408	44604	B	0.71	3	68	87	and
44642	44892	B	0.99999	3	69	88	other
44946	45820	B	0.99433	3	70	89	projects.
46480	46796	B	0.99843	4	1	90	All
46818	47436	B	1.0	4	2	91	right,
47618	48008	B	0.62061	4	3	92	we're
48024	48492	B	0.55557	4	4	93	in
48626	48876	B	0.5878	4	5	94	Live
48898	49176	B	0.87396	4	6	95	stream
49208	50540	B	1.0	4	7	96	54.2.
50690	51384	B	0.99411	4	8	97	Continuing
51432	51596	B	0.99999	4	9	98	with
51618	51852	B	0.99999	4	10	99	our
51906	52220	B	1.0	4	11	100	third
52290	53172	B	0.99979	4	12	101	discussion
53336	53664	B	0.9866	4	13	102	on
53702	53904	B	1.0	4	14	103	the
53942	54240	B	0.99694	4	15	104	work,
54310	54956	B	0.25788	4	16	105	mathematical
54988	55452	B	0.99957	4	17	106	foundations
55516	55744	B	0.51061	4	18	107	for
55782	55888	B	0.98	4	19	108	a
55894	56412	B	0.81465	4	20	109	compositional
56476	56896	B	1.0	4	21	110	account
56998	57216	B	1.0	4	22	111	of
57238	57376	B	1.0	4	23	112	the
57398	57804	B	0.83815	4	24	113	Bayesian
57852	58560	B	0.70455	4	25	114	brain,
59140	59516	B	0.99585	4	26	115	we're
59548	59792	B	0.99996	4	27	116	back
59846	60064	B	0.99999	4	28	117	with
60102	60508	B	0.60923	4	29	118	Dean
60604	61212	B	0.99807	4	30	119	Ali
61276	61552	B	0.52	4	31	120	and
61606	62348	B	0.98693	4	32	121	Toby.
62524	63200	B	0.95788	4	33	122	So
63350	63712	B	0.99956	4	34	123	if
63766	64272	B	0.99993	4	35	124	each
64406	64704	B	0.99939	4	36	125	want
64742	65244	B	1.0	4	37	126	to
65382	65732	B	0.99317	4	38	127	say
65786	66100	B	1.0	4	39	128	hello
66170	66790	B	0.97	4	40	129	and
67240	67700	B	0.99964	4	41	130	anything
67770	67956	B	1.0	4	42	131	to
67978	68212	B	1.0	4	43	132	begin
68266	68580	B	0.99977	4	44	133	with
68650	69460	B	0.97038	4	45	134	otherwise,
70040	70816	B	0.97803	4	46	135	Ali
70928	71204	B	0.99994	4	47	136	has
71242	71492	B	0.98903	4	48	137	some
71546	72052	B	0.99997	4	49	138	questions
72186	72868	B	0.9999	4	50	139	ready
73034	73364	B	1.0	4	51	140	and
73402	73604	B	0.99999	4	52	141	we
73642	73844	B	0.99999	4	53	142	have
73882	74228	B	0.99999	4	54	143	some
74314	74660	B	0.99996	4	55	144	questions
74730	75012	B	1.0	4	56	145	that
75066	75332	B	0.99999	4	57	146	people
75386	75700	B	0.99999	4	58	147	have
75770	76304	B	0.99996	4	59	148	submitted
76352	76516	B	0.99999	4	60	149	in
76538	76676	B	1.0	4	61	150	the
76698	77152	B	0.93608	4	62	151	meantime
77216	77396	B	0.99998	4	63	152	as
77418	77904	B	0.99966	4	64	153	well.
78042	78730	B	0.99952	4	65	154	So
79660	80036	B	0.97751	4	66	155	shall
80068	80216	B	0.99997	4	67	156	we
80238	80376	B	0.99999	4	68	157	just
80398	80708	B	0.80668	4	69	158	proceed
80724	80904	B	0.65	4	70	159	to
80942	81144	B	1.0	4	71	160	the
81182	81528	B	0.85338	4	72	161	questions
81614	81864	B	0.99847	4	73	162	as
81902	82008	B	0.99998	4	74	163	we
82014	82136	B	0.99997	4	75	164	have
82158	82296	B	1.0	4	76	165	the
82318	82504	B	0.99999	4	77	166	same
82542	82840	B	0.99991	4	78	167	people
82910	83144	B	0.89054	4	79	168	as
83182	83476	B	0.73	4	80	169	dot
83508	84088	B	1.0	4	81	170	one?
84254	85064	B	0.99998	4	82	171	Great.
85262	86008	B	0.51783	5	1	172	Okay,
86174	86468	B	0.99896	5	2	173	I'm
86484	86568	B	0.99279	5	3	174	going
