key	relevance
Technology&Computing>ArtificialIntelligence	1.0
Technology&Computing>Computing>ProgrammingLanguages	0.7249000072479248
Science>Physics	0.7167436480522156
Technology&Computing>Computing	0.5140823721885681
Science	0.37578079104423523
Hobbies&Interests>GamesAndPuzzles	0.3653791844844818
Hobbies&Interests>ContentProduction>FreelanceWriting	0.35844188928604126
Hobbies&Interests>ContentProduction>Screenwriting	0.3333110511302948
Technology&Computing>VirtualReality	0.3279189169406891
Technology&Computing>AugmentedReality	0.3266846537590027
Hobbies&Interests>GamesAndPuzzles>BoardGamesAndPuzzles	0.3041331171989441
BusinessAndFinance>Business>ExecutiveLeadership&Management	0.28070223331451416
Technology&Computing>Robotics	0.18483343720436096
Technology&Computing>Computing>ComputerNetworking	0.18478648364543915
Technology&Computing>Computing>ComputerPeripherals	0.159110888838768
Hobbies&Interests>ArtsAndCrafts>DrawingAndSketching	0.13928446173667908
VideoGaming>VideoGameGenres>SimulationVideoGames	0.13679789006710052
Technology&Computing>Computing>ComputerSoftwareAndApplications>WebConferencing	0.13036321103572845
Technology&Computing>Computing>ComputerSoftwareAndApplications>Databases	0.12821848690509796
Hobbies&Interests>ParanormalPhenomena	0.12787197530269623
