docLabel	start	end	count	rank	text
gs052-1	1346190	1348886	1	0.07	other neural networks structures
gs052-1	1346190	1348070	1	0.07	other neural networks
gs052-1	5084470	5085770	2	0.07	other neural networks
gs052-1	1075118	1076370	1	0.07	neural network structure
gs052-1	2772448	2773754	2	0.07	neural network structure
gs052-1	5179552	5181210	1	0.07	graph based neural networks
gs052-1	3762950	3764252	1	0.07	ant based optimization
gs052-1	160388	160954	1	0.07	neural network
gs052-1	262714	263614	2	0.07	neural network
gs052-1	503018	504026	3	0.07	neural network
gs052-1	1022808	1023502	4	0.07	neural network
gs052-1	1075118	1075866	5	0.07	neural network
gs052-1	1122520	1123230	6	0.07	neural network
gs052-1	1176840	1177570	7	0.07	neural network
gs052-1	1184204	1184882	8	0.07	neural network
gs052-1	1289644	1290146	9	0.07	neural network
gs052-1	1356788	1357578	10	0.07	neural network
gs052-1	1398048	1398646	11	0.07	neural network
gs052-1	1511668	1512590	12	0.07	neural network
gs052-1	1656468	1657034	13	0.07	neural network
gs052-1	1664568	1665182	14	0.07	neural network
gs052-1	1678330	1679430	15	0.07	neural network
gs052-1	1766008	1766606	16	0.07	neural network
gs052-1	1915784	1916334	17	0.07	neural network
gs052-1	2010290	2011034	18	0.07	neural network
gs052-1	2772448	2773034	19	0.07	neural network
gs052-1	3093508	3094202	20	0.07	neural network
gs052-1	3356288	3356902	21	0.07	neural network
gs052-1	4243086	4243844	22	0.07	neural network
gs052-1	4261638	4262364	23	0.07	neural network
gs052-1	5082368	5082902	24	0.07	neural network
gs052-1	5200996	5201626	25	0.07	neural network
gs052-1	5254824	5255406	26	0.07	neural network
gs052-1	5459508	5460548	27	0.07	neural network
gs052-1	5797642	5798384	28	0.07	neural network
gs052-1	5974546	5975580	29	0.07	neural network
gs052-1	6083300	6084204	30	0.07	neural network
gs052-1	6102014	6102516	31	0.07	neural network
gs052-1	6140058	6140704	32	0.07	neural network
gs052-1	6165554	6166540	33	0.07	neural network
gs052-1	6577758	6578414	34	0.07	neural network
gs052-1	6579198	6579854	35	0.07	neural network
gs052-1	6588828	6589426	36	0.07	neural network
gs052-1	6591954	6592514	37	0.07	neural network
gs052-1	6601302	6601846	38	0.07	neural network
gs052-1	6610884	6611386	39	0.07	neural network
gs052-1	6630584	6631086	40	0.07	neural network
gs052-1	6893808	6894534	41	0.07	neural network
gs052-1	48430	49938	1	0.07	ant colony optimization
gs052-1	56130	57450	2	0.07	ant colony optimization
gs052-1	3707250	3708680	3	0.07	ant colony optimization
gs052-1	3884458	3885760	4	0.07	ant colony optimization
gs052-1	3894452	3895572	5	0.07	ant colony optimization
gs052-1	4295998	4297112	6	0.07	ant colony optimization
gs052-1	4537262	4538852	7	0.07	ant colony optimization
gs052-1	4583338	4584852	8	0.07	ant colony optimization
gs052-1	4660630	4662124	9	0.07	ant colony optimization
gs052-1	5456798	5457972	10	0.07	ant colony optimization
gs052-1	6614628	6615802	11	0.07	ant colony optimization
gs052-1	6670590	6672046	12	0.07	ant colony optimization
gs052-1	6826760	6828158	13	0.07	ant colony optimization
gs052-1	708948	709930	1	0.07	other ants
gs052-1	711380	712170	2	0.07	other ants
gs052-1	740768	741206	3	0.07	other ants
gs052-1	845568	846006	4	0.07	other ants
gs052-1	2580132	2581230	5	0.07	other ants
gs052-1	4086590	4088340	1	0.06	simpler neural networks
gs052-1	48430	49206	1	0.06	ant colony
gs052-1	56130	56906	2	0.06	ant colony
gs052-1	3673066	3674016	3	0.06	ant colony
gs052-1	3700162	3700952	4	0.06	ant colony
gs052-1	3707250	3707848	5	0.06	ant colony
gs052-1	3884458	3885152	6	0.06	ant colony
gs052-1	3894452	3895076	7	0.06	ant colony
gs052-1	4292222	4293220	8	0.06	ant colony
gs052-1	4295998	4296560	9	0.06	ant colony
gs052-1	4537262	4538148	10	0.06	ant colony
gs052-1	4583338	4584036	11	0.06	ant colony
gs052-1	4660630	4661356	12	0.06	ant colony
gs052-1	4810118	4810716	13	0.06	ant colony
gs052-1	4910198	4911292	14	0.06	ant colony
gs052-1	5456798	5457444	15	0.06	ant colony
gs052-1	5735238	5735916	16	0.06	ant colony
gs052-1	5887638	5888620	17	0.06	ant colony
gs052-1	6614628	6615306	18	0.06	ant colony
gs052-1	6670590	6671326	19	0.06	ant colony
gs052-1	6826760	6827454	20	0.06	ant colony
gs052-1	6928568	6929246	21	0.06	ant colony
gs052-1	3894062	3895572	1	0.06	traditional ant colony optimization
gs052-1	5974242	5975580	1	0.06	small neural network
gs052-1	1976258	1978018	1	0.06	weaker neural networks
gs052-1	1338960	1340214	1	0.06	recurrent neural networks
gs052-1	1358708	1360190	2	0.06	recurrent neural networks
gs052-1	998430	999834	1	0.06	neural architecture search
gs052-1	3877354	3878404	2	0.06	neural architecture search
gs052-1	5138468	5139582	3	0.06	neural architecture search
gs052-1	5153000	5154114	4	0.06	neural architecture search
gs052-1	5189828	5191630	5	0.06	neural architecture search
gs052-1	5214812	5215974	6	0.06	neural architecture search
gs052-1	5248196	5249842	7	0.06	neural architecture search
gs052-1	5386406	5388550	8	0.06	neural architecture search
gs052-1	6574488	6575474	9	0.06	neural architecture search
