"Start Time","End Time","Transcript"
"00;00;08;01","00;00;08;13","Hello"
"00;00;08;13","00;00;08;17","and"
"00;00;08;17","00;00;08;28","welcome,"
"00;00;08;28","00;00;09;15","everybody."
"00;00;09;15","00;00;09;25","Welcome"
"00;00;09;25","00;00;10;08","to the"
"00;00;10;08","00;00;10;17","Active"
"00;00;10;17","00;00;10;29","Inference"
"00;00;10;29","00;00;11;18","Lab"
"00;00;11;25","00;00;12;04","today."
"00;00;12;04","00;00;12;09","It's"
"00;00;12;09","00;00;13;24","October 1st."
"00;00;13;24","00;00;14;10","Fifth."
"00;00;14;10","00;00;15;00","Sorry."
"00;00;15;00","00;00;15;11","Greetings,"
"00;00;15;11","00;00;16;01","Shannon."
"00;00;16;04","00;00;16;24","And"
"00;00;16;24","00;00;17;01","20,"
"00;00;17;01","00;00;17;14","21."
"00;00;17;14","00;00;17;18","We're"
"00;00;17;18","00;00;17;22","going"
"00;00;17;22","00;00;17;26","to be"
"00;00;17;26","00;00;18;13","discussing"
"00;00;18;13","00;00;18;19","this"
"00;00;18;19","00;00;18;27","awesome"
"00;00;18;27","00;00;19;20","paper,"
"00;00;19;26","00;00;20;03","How to"
"00;00;20;03","00;00;20;12","Count"
"00;00;20;12","00;00;20;28","Biological"
"00;00;20;28","00;00;21;18","Minds,"
"00;00;21;18","00;00;22;18","Symbiosis,"
"00;00;22;18","00;00;22;29","The Free"
"00;00;22;29","00;00;23;09","Energy"
"00;00;23;09","00;00;24;01","Principle"
"00;00;24;01","00;00;24;08","and"
"00;00;24;08","00;00;24;28","reciprocal"
"00;00;24;28","00;00;25;07","multi"
"00;00;25;07","00;00;25;17","skill"
"00;00;25;17","00;00;26;20","integration."
"00;00;27;18","00;00;27;28","Welcome"
"00;00;27;28","00;00;28;06","to the"
"00;00;28;06","00;00;28;14","Active"
"00;00;28;14","00;00;28;25","Inference"
"00;00;28;25","00;00;29;03","Lab,"
"00;00;29;03","00;00;29;26","everyone."
"00;00;29;29","00;00;30;05","We're"
"00;00;30;05","00;00;30;07","a"
"00;00;30;07","00;00;31;03","participatory"
"00;00;31;03","00;00;31;18","online"
"00;00;31;18","00;00;32;09","lab"
"00;00;32;09","00;00;32;19","that is"
"00;00;32;19","00;00;33;11","communicating,"
"00;00;33;11","00;00;34;04","learning"
"00;00;34;04","00;00;34;10","and"
"00;00;34;10","00;00;35;07","practicing"
"00;00;35;07","00;00;35;18","applied"
"00;00;35;18","00;00;35;26","active"
"00;00;35;26","00;00;36;17","inference."
"00;00;36;17","00;00;36;19","You"
"00;00;36;19","00;00;36;24","can"
"00;00;36;24","00;00;37;01","find"
"00;00;37;01","00;00;37;07","us at"
"00;00;37;07","00;00;37;10","the"
"00;00;37;10","00;00;37;26","links"
"00;00;37;26","00;00;38;13","on this"
"00;00;38;13","00;00;39;17","slide."
"00;00;40;08","00;00;41;07","This is recorded"
"00;00;41;07","00;00;41;15","in an"
"00;00;41;15","00;00;41;28","archived"
"00;00;41;28","00;00;42;23","livestream,"
"00;00;42;23","00;00;43;00","so"
"00;00;43;00","00;00;43;10","please"
"00;00;43;10","00;00;43;20","provide"
"00;00;43;20","00;00;44;03","feedback"
"00;00;44;03","00;00;44;08","so"
"00;00;44;08","00;00;44;10","that"
"00;00;44;10","00;00;44;17","we can"
"00;00;44;17","00;00;45;01","improve"
"00;00;45;01","00;00;45;09","on our"
"00;00;45;09","00;00;46;01","work."
