"Start Time","End Time","Transcript"
"00;00;07;23","00;00;08;07","Hello"
"00;00;08;07","00;00;08;14","and"
"00;00;08;14","00;00;08;25","welcome"
"00;00;08;25","00;00;09;10","everyone"
"00;00;09;10","00;00;10;05","to act"
"00;00;10;05","00;00;10;10","in"
"00;00;10;10","00;00;10;21","flab"
"00;00;10;21","00;00;10;29","live"
"00;00;10;29","00;00;11;09","streamed"
"00;00;11;09","00;00;11;17","number"
"00;00;11;17","00;00;13;11","32.0"
"00;00;13;11","00;00;13;29","at the"
"00;00;13;29","00;00;14;02","HIM"
"00;00;14;02","00;00;14;21","Flab."
"00;00;14;21","00;00;15;13","The paper"
"00;00;15;13","00;00;15;26","were"
"00;00;15;26","00;00;16;20","discussing"
"00;00;16;20","00;00;17;01","is"
"00;00;17;01","00;00;17;08","going"
"00;00;17;08","00;00;17;17","to be"
"00;00;17;17","00;00;18;07","stochastic"
"00;00;18;07","00;00;18;22","chaos"
"00;00;18;22","00;00;18;27","and"
"00;00;18;27","00;00;19;03","more"
"00;00;19;03","00;00;19;10","called"
"00;00;19;10","00;00;19;27","blankets."
"00;00;19;27","00;00;20;01","And"
"00;00;20;01","00;00;20;06","it's"
"00;00;20;06","00;00;21;16","November 7th."
"00;00;21;16","00;00;23;06","2021."
"00;00;23;06","00;00;23;15","Let's"
"00;00;23;15","00;00;23;24","play"
"00;00;23;24","00;00;24;27","our theme"
"00;00;59;09","00;00;59;22","welcome"
"00;00;59;22","00;01;00;08","to the"
"00;01;00;08","00;01;00;20","acting"
"00;01;00;20","00;01;01;00","lab"
"00;01;01;00","00;01;01;21","everyone."
"00;01;01;21","00;01;02;07","We are"
"00;01;02;07","00;01;02;09","a"
"00;01;02;09","00;01;03;04","participatory"
"00;01;03;04","00;01;03;19","online"
"00;01;03;19","00;01;04;00","lab"
"00;01;04;00","00;01;04;10","that is"
"00;01;04;10","00;01;05;02","communicating,"
"00;01;05;02","00;01;05;17","learning"
"00;01;05;17","00;01;05;22","and"
"00;01;05;22","00;01;06;11","practicing"
"00;01;06;11","00;01;06;26","applied"
"00;01;06;26","00;01;07;06","active"
"00;01;07;06","00;01;08;05","inference."
"00;01;08;09","00;01;08;13","You"
"00;01;08;13","00;01;08;17","can"
"00;01;08;17","00;01;08;23","find"
"00;01;08;23","00;01;08;29","us at"
"00;01;08;29","00;01;09;01","the"
"00;01;09;01","00;01;09;09","links"
"00;01;09;09","00;01;09;19","on this"
"00;01;09;19","00;01;10;13","page."
"00;01;10;27","00;01;11;25","This is a recorded"
"00;01;11;25","00;01;12;10","and an"
"00;01;12;10","00;01;12;28","archive"
"00;01;12;28","00;01;13;07","live"
"00;01;13;07","00;01;13;19","stream,"
"00;01;13;19","00;01;13;26","so"
"00;01;13;26","00;01;14;06","please"
"00;01;14;06","00;01;14;15","provide"
"00;01;14;15","00;01;14;18","us"
"00;01;14;18","00;01;15;04","with feedback"
"00;01;15;04","00;01;15;08","so"
"00;01;15;08","00;01;15;11","that"
"00;01;15;11","00;01;15;22","we can"
"00;01;15;22","00;01;16;03","improve"
"00;01;16;03","00;01;16;08","on our"
"00;01;16;08","00;01;16;24","work."
"00;01;17;10","00;01;17;18","All"
"00;01;17;18","00;01;18;07","backgrounds"
"00;01;18;07","00;01;18;15","and"
"00;01;18;15","00;01;19;04","perspectives"
"00;01;19;04","00;01;19;11","are"
"00;01;19;11","00;01;19;21","welcome"
"00;01;19;21","00;01;20;06","here"
"00;01;20;06","00;01;20;16","and"
"00;01;20;16","00;01;20;20","we'll"
"00;01;20;20","00;01;20;25","be"
"00;01;20;25","00;01;21;20","following"
"00;01;21;20","00;01;22;00","video"
"00;01;22;00","00;01;22;12","etiquette"
"00;01;22;12","00;01;22;27","for"
"00;01;22;27","00;01;23;06","live"
"00;01;23;06","00;01;23;27","streams"
"00;01;25;10","00;01;25;21","this short"
"00;01;25;21","00;01;25;29","link"
"00;01;25;29","00;01;26;07","you can"
"00;01;26;07","00;01;26;16","see"
"00;01;26;16","00;01;27;12","our past"
"00;01;27;12","00;01;27;29","and"
"00;01;27;29","00;01;28;19","upcoming"
"00;01;28;19","00;01;28;27","live"
"00;01;28;27","00;01;29;15","streams."
"00;01;29;15","00;01;29;24","And"
"00;01;29;24","00;01;30;04","here"
"00;01;30;04","00;01;30;09","on"
"00;01;30;09","00;01;30;27","the main"
"00;01;30;27","00;01;31;11","tab,"
