docLabel	sp	myTime	myTimeDisplay	myTimeSRT
gs049-1	A	4740	00:04	00:00:04,736
gs049-1	A	38326	00:38	00:00:38,928
gs049-1	A	1263100	21:03	00:21:03,138
gs049-1	A	1363020	22:43	00:22:43,231
gs049-1	A	1616788	26:56	00:26:56,461
gs049-1	A	1999480	33:19	00:33:19,802
gs049-1	A	2467420	41:07	00:41:07,222
gs049-1	A	2776578	46:16	00:46:16,501
gs049-1	A	2887692	48:07	00:48:07,600
gs049-1	A	3080960	51:20	00:51:20,775
gs049-1	A	3201770	53:21	00:53:21,884
gs049-1	A	3509232	58:29	00:58:29,162
gs049-1	B	21236	00:21	00:00:21,221
gs049-1	B	1184640	19:44	00:19:44,071
gs049-1	B	1298040	21:38	00:21:38,173
gs049-1	B	1564060	26:04	00:26:04,409
gs049-1	B	1926400	32:06	00:32:06,735
gs049-1	B	2233940	37:13	00:37:13,012
gs049-1	B	2702040	45:02	00:45:02,433
gs049-1	B	3105640	51:45	00:51:45,800
gs049-1	B	3480050	58:00	00:58:00,133
gs049-1	C	1206410	20:06	00:20:06,087
gs049-1	C	1528480	25:28	00:25:28,379
gs049-1	C	1791460	29:51	00:29:51,618
gs049-1	C	2757320	45:57	00:45:57,488
gs049-1	C	2837620	47:17	00:47:17,556
gs049-1	C	3061022	51:01	00:51:01,756
gs049-1	C	3414528	56:54	00:56:54,079
