docLabel	sp	myTime	myTimeDisplay	myTimeSRT
ls051-2	A	32290	00:32	00:00:32,325
ls051-2	A	357990	05:57	00:05:57,289
ls051-2	A	505200	08:25	00:08:25,581
ls051-2	A	777150	12:57	00:12:57,060
ls051-2	A	892130	14:52	00:14:52,090
ls051-2	A	1001800	16:41	00:16:41,067
ls051-2	A	1052540	17:32	00:17:32,515
ls051-2	A	1126570	18:46	00:18:46,019
ls051-2	A	1451220	24:11	00:24:11,308
ls051-2	A	1686290	28:06	00:28:06,519
ls051-2	A	1763960	29:23	00:29:23,590
ls051-2	A	2053100	34:13	00:34:13,850
ls051-2	A	2284620	38:04	00:38:04,057
ls051-2	A	2379590	39:39	00:39:39,146
ls051-2	A	2446190	40:46	00:40:46,207
ls051-2	A	2497150	41:37	00:41:37,252
ls051-2	A	2584310	43:04	00:43:04,327
ls051-2	A	2716630	45:16	00:45:16,447
ls051-2	A	3064664	51:04	00:51:04,759
ls051-2	A	3131720	52:11	00:52:11,820
ls051-2	A	3243900	54:03	00:54:03,920
ls051-2	A	3370460	56:10	00:56:10,035
ls051-2	A	3537360	58:57	00:58:57,190
ls051-2	A	3600680	1:00:00	01:00:00,680
ls051-2	A	3723160	1:02:03	01:02:03,121
ls051-2	A	3925460	1:05:25	01:05:25,964
ls051-2	A	4078980	1:07:58	01:07:58,379
ls051-2	A	4119080	1:08:39	01:08:39,720
ls051-2	A	4186820	1:09:46	01:09:46,337
ls051-2	A	4337080	1:12:17	01:12:17,660
ls051-2	A	4596860	1:16:36	01:16:36,018
ls051-2	A	4879090	1:21:19	01:21:19,154
ls051-2	A	4965630	1:22:45	01:22:45,234
ls051-2	A	5216750	1:26:56	01:26:56,461
ls051-2	A	5303850	1:28:23	01:28:23,536
ls051-2	A	5477650	1:31:17	01:31:17,692
ls051-2	A	5558350	1:32:38	01:32:38,767
ls051-2	A	5774450	1:36:14	01:36:14,959
ls051-2	A	6213070	1:43:33	01:43:33,356
ls051-2	A	6443670	1:47:23	01:47:23,562
ls051-2	A	6656250	1:50:56	01:50:56,757
ls051-2	A	6706810	1:51:46	01:51:46,801
ls051-2	A	6836130	1:53:56	01:53:56,919
ls051-2	A	6875310	1:54:35	01:54:35,952
ls051-2	B	259430	04:19	00:04:19,364
ls051-2	B	403110	06:43	00:06:43,680
ls051-2	B	538330	08:58	00:08:58,912
ls051-2	B	834430	13:54	00:13:54,573
ls051-2	B	964360	16:04	00:16:04,693
ls051-2	B	1037040	17:17	00:17:17,360
ls051-2	B	1088570	18:08	00:18:08,815
ls051-2	B	1353440	22:33	00:22:33,222
ls051-2	B	1479280	24:39	00:24:39,336
ls051-2	B	1734858	28:54	00:28:54,567
ls051-2	B	1820310	30:20	00:30:20,641
ls051-2	B	2218980	36:58	00:36:58,003
ls051-2	B	2338490	38:58	00:38:58,111
ls051-2	B	2433874	40:33	00:40:33,194
ls051-2	B	2453230	40:53	00:40:53,214
ls051-2	B	2515250	41:55	00:41:55,270
ls051-2	B	2619270	43:39	00:43:39,362
ls051-2	B	2932040	48:52	00:48:52,644
ls051-2	B	3126838	52:06	00:52:06,815
ls051-2	B	3173380	52:53	00:52:53,862
ls051-2	B	3321340	55:21	00:55:21,992
ls051-2	B	3434000	57:14	00:57:14,092
ls051-2	B	3547620	59:07	00:59:07,194
ls051-2	B	3670610	1:01:10	01:01:10,560
ls051-2	B	3744940	1:02:24	01:02:24,339
ls051-2	B	4039616	1:07:19	01:07:19,985
ls051-2	B	4114840	1:08:34	01:08:34,678
ls051-2	B	4177360	1:09:37	01:09:37,243
ls051-2	B	4275640	1:11:15	01:11:15,106
ls051-2	B	4384200	1:13:04	01:13:04,071
ls051-2	B	4705700	1:18:25	01:18:25,986
ls051-2	B	4958946	1:22:38	01:22:38,227
ls051-2	B	5048810	1:24:08	01:24:08,305
ls051-2	B	5276682	1:27:56	01:27:56,515
ls051-2	B	5370930	1:29:30	01:29:30,597
ls051-2	B	5490710	1:31:30	01:31:30,705
ls051-2	B	5641510	1:34:01	01:34:01,838
ls051-2	B	6105210	1:41:45	01:41:45,260
ls051-2	B	6428450	1:47:08	01:47:08,547
ls051-2	B	6590210	1:49:50	01:49:50,697
ls051-2	B	6690470	1:51:30	01:51:30,785
ls051-2	B	6789590	1:53:09	01:53:09,872
ls051-2	B	6872190	1:54:32	01:54:32,949
