text	entity_type		start	end
ActInf Lab	organization		29828	30644
May 25, 2022	date		33748	36010
ActInf lab	organization		37518	38644
Active Inferencelab	organization		65222	66408
activeinference.org	url		67018	68740
authors	occupation		84062	84452
Ian	person_name		86270	86724
authors	occupation		96178	96600
authors	occupation		100674	100984
Daniel	person_name		139908	140480
researcher	occupation		140978	141464
California	location		141762	142780
Ian	person_name		161446	162160
Daniel	person_name		169958	170508
authors	occupation		224198	224524
Zoe	person_name		229620	230312
George	person_name		240128	240736
authors	occupation		241658	241984
osteopath	occupation		243534	244164
researcher	occupation		245038	245940
Ian	person_name		258466	258936
Daniel	person_name		259362	259832
pediatric care	medical_process		279780	281136
Zoe	person_name		306136	306950
Zoe	person_name		309618	310322
Osteopath	occupation		311052	311554
Singapore	location		312652	313346
author	occupation		314946	315394
George	person_name		324352	324614
Zoe	person_name		347578	347994
Zoe	person_name		354852	355146
authors	occupation		410808	411182
practitioners	occupation		527516	528550
practitioner	occupation		530108	530498
George	person_name		555010	555870
osteopathy	occupation		576380	577058
osteopathic	occupation		578348	579042
Karl Frieston	person_name		586572	587346
psychotherapy	medical_process		611176	612350
manual therapy	medical_process		651280	652954
Zoe	person_name		660392	660958
Ian	person_name		758548	759310
Daniel	person_name		781308	781794
anxious	medical_condition		813768	814142
Daniel	person_name		850228	850990
caregiver	occupation		878428	878994
frontal lobotomy	medical_process		924568	925618
therapy	medical_process		939888	940246
George	person_name		964520	965250
chronic pain	medical_condition		1130348	1130982
implant	medical_process		1194430	1195142
mental health conditions	medical_condition		1203972	1205194
catamine	drug		1207188	1207754
Zoe	person_name		1263176	1263534
pediatrics	occupation		1296608	1297366
caregiver	occupation		1410964	1411594
caregiver	occupation		1429628	1430194
blue	person_name		1484752	1485094
Ian	person_name		1572536	1572986
Ian	person_name		1582812	1583154
therapy	medical_process		1596032	1596506
disorder problems of their autonomic nervous system	medical_condition		1614744	1620738
therapist	occupation		1623244	1624066
George zoe	person_name		1689712	1691766
George	person_name		1691968	1692570
practitioner	occupation		1714184	1714862
practitioner	occupation		1794544	1795046
George	person_name		1798516	1799114
manual therapy	medical_process		1810248	1811134
christian Osteopathy	occupation		1819230	1820746
practitioner	occupation		1872570	1873346
practitioner	occupation		1886208	1886726
therapeutic intervention	medical_process		1968744	1969934
inactivism	occupation		1986240	1987370
inactivists	occupation		1995056	1995830
Blue	person_name		2047970	2048830
Dopamine	drug		2074428	2075122
Ian	person_name		2259944	2260350
George	person_name		2271484	2272514
manual therapy	medical_process		2299396	2300314
Blue	person_name		2379144	2379970
therapist	occupation		2404884	2405306
doctor	occupation		2413224	2413550
doctor	occupation		2414744	2415342
doctor	occupation		2420664	2420846
doctor	occupation		2421144	2421326
George	person_name		2454610	2455550
cognitive immunization	medical_process		2548690	2550490
practitioner	occupation		2557044	2557642
Dr	occupation		2559268	2559550
Google	person_name		2559620	2559902
Dr	occupation		2560900	2561310
Google	person_name		2561380	2561758
doctor	occupation		2568790	2569262
Doctor	occupation		2569976	2570254
practitioner	occupation		2581826	2582434
practitioner	occupation		2588928	2589734
authors	occupation		2593264	2593862
COVID	medical_condition		2681356	2681874
anxious	medical_condition		2698852	2699402
depressed	medical_condition		2700708	2701146
clinical examination	medical_process		2707092	2708166
Ian	person_name		2761990	2762414
practitioner	occupation		2774268	2774658
practitioner	occupation		2774988	2775890
doctor	occupation		2780444	2780754
depression	medical_condition		2811384	2812110
disorder of sense making	medical_condition		2812648	2814258
chronic musculoskeletal problems	medical_condition		2821148	2823080
depression	medical_condition		2827612	2828354
depression	medical_condition		2830476	2830946
depressed	medical_condition		2869736	2870254
musculoskeletal care	occupation		2931004	2932006
mental health conditions	medical_condition		2934144	2935366
chronic musculoskeletal problem	medical_condition		2947428	2948990
agent	occupation		2958488	2958770
Zoe	person_name		3019030	3019970
George	person_name		3030572	3030914
physiology	occupation		3040032	3040646
anatomy	occupation		3041008	3041526
practitioner	occupation		3042576	3043222
Ian	person_name		3299810	3300506
Daniel	person_name		3306356	3306810
Hollywood	location		3313512	3314094
filmmakers	occupation		3314328	3314878
John Viveki	person_name		3356020	3356906
George	person_name		3398740	3399034
MIT	organization		3409796	3410394
depression	medical_condition		3420632	3421074
George	person_name		3432348	3432674
Zoe	person_name		3450416	3450758
George	person_name		3532200	3533010
musculoskeletal care	medical_process		3574422	3576050
activist	occupation		3629078	3629612
ecological psychology	occupation		3634294	3635440
authors	occupation		3644842	3645184
damage my back	injury		3795658	3796672
neuroscience	occupation		3854798	3855476
George	person_name		3876678	3877100
Zoe	person_name		3877180	3878000
George	person_name		3883014	3883532
George	person_name		4027558	4027804
George	person_name		4029606	4030396
George	person_name		4031046	4031404
Zoe	person_name		4037258	4037664
practitioners	occupation		4059522	4060200
clinician	occupation		4119218	4119704
intervention	medical_process		4120722	4121176
Musculoskeletal care	occupation		4149598	4150632
musculoskeletal care	occupation		4206574	4208010
reviewers	occupation		4208958	4209504
psychologists	occupation		4213106	4214220
psychotherapy	medical_process		4214560	4215544
Ian	person_name		4257662	4257924
blue	person_name		4258238	4258920
blue	person_name		4265518	4266052
blue	person_name		4266558	4266824
osteopath	occupation		4274838	4275404
physical trauma	injury		4292634	4293712
stub your pinky toe	injury		4294858	4295776
stub your pinky toe	injury		4295978	4296736
physical and emotional trauma	injury		4329942	4332076
physical trauma	injury		4332950	4333756
emotional trauma	injury		4335078	4336220
emotional trauma	injury		4337222	4337936
physical trauma	injury		4338394	4339232
osteopathy	occupation		4345658	4346464
emotional trauma	injury		4347306	4348368
osteopath	occupation		4357838	4358436
psychiatrist	occupation		4360286	4361320
George	person_name		4372674	4373192
Ian	person_name		4373586	4374220
healthcare	occupation		4385782	4386296
psychotherapy	medical_process		4391162	4391904
manual therapy	medical_process		4421922	4422568
osteopathy	occupation		4423538	4424428
American	nationality		4426902	4427248
osteopathic medicine	occupation		4428198	4429244
osteopathic medicine	occupation		4429862	4430796
medicine	occupation		4431062	4431676
osteopaths	occupation		4435878	4436856
the US	location		4437194	4437908
psychiatrists	occupation		4438618	4439376
psychiatrist	occupation		4454254	4455076
manual therapist	occupation		4459118	4459924
practitioner	occupation		4462242	4463368
osteopaths	occupation		4466720	4467608
manual therapists	occupation		4472320	4473384
osteopaths	occupation		4474764	4475436
manual therapists	occupation		4476262	4477004
manual therapy	medical_process		4477942	4478924
musculoskeletal care	medical_process		4480518	4481712
practitioners	occupation		4485606	4486344
physiotherapists	occupation		4488602	4489840
counseling	medical_process		4499630	4500196
CBT	medical_process		4503020	4503732
acceptance and commitment therapy	medical_process		4509260	4511264
practitioner	occupation		4552670	4553640
physiotherapists	occupation		4560628	4561880
anxiety	medical_condition		4569040	4569704
PTSDs	medical_condition		4581526	4582396
practitioner	occupation		4595546	4596288
practitioner	occupation		4608382	4609380
talking therapy	medical_process		4647658	4648636
Ian	person_name		4662720	4663580
George	person_name		4670130	4670504
manual therapist	occupation		4680732	4681644
George	person_name		4702142	4702452
George	person_name		4718080	4718536
Zoe	person_name		4718738	4719016
David Bocelli	person_name		4721026	4722136
psychoanalytical	occupation		4733126	4734124
manual therapy	medical_process		4785846	4786684
practitioner	occupation		4952302	4953400
practitioner	occupation		4963314	4963992
hypnosis	medical_condition		5037560	5038608
George	person_name		5139776	5140580
Ted Kapchuk lab	person_name		5389880	5391588
Harvard	organization		5391962	5392740
Acupuncture	medical_process		5395080	5395984
hyperscanning techniques	medical_process		5398202	5400528
ML	occupation		5422930	5423416
Don	person_name		5423448	5423752
practitioner	occupation		5473442	5474236
George	person_name		5546362	5546880
chronic conditions	medical_condition		5580486	5581324
Zoe	person_name		5652910	5653720
George	person_name		5658062	5658404
osteopathic, manipulative	medical_process		5692522	5694180
treatment	medical_process		5697720	5698660
Zoe	person_name		5846042	5846768
Ian	person_name		5846944	5847780
Zoe	person_name		5857422	5857876
endurance runners	occupation		5876166	5877340
therapist	occupation		5895658	5896144
arrhythmias	medical_condition		5900228	5900916
heart arrhythmias	medical_condition		5900948	5901876
Olympics	event		5957438	5958260
medical	medical_process		5959342	5959732
authors	occupation		6015730	6016216
pediatrics	occupation		6065378	6066200
NeuroBio	occupation		6092600	6094020
practitioner	occupation		6111038	6112060
psychotherapy	medical_process		6124934	6125596
practitioner	occupation		6126534	6127276
manual therapy	medical_process		6129878	6130960
osteopathic	medical_process		6173698	6174492
manual therapy	medical_process		6181460	6183040
Zoe	person_name		6214000	6214940
George	person_name		6221106	6221432
pediatrics	occupation		6260510	6261316
George	person_name		6301150	6301960
pediatrics	occupation		6304238	6305332
practitioner	occupation		6313666	6314700
Italy	location		6330758	6331164
practitioner	occupation		6344202	6344832
Ian	person_name		6374594	6375260
George	person_name		6378980	6379436
practitioner	occupation		6382598	6383116
manual therapy session	medical_process		6386534	6387872
respiratory sinus arrhythmia	medical_condition		6410804	6413080
authors	occupation		6526242	6526808
Blue	person_name		6527986	6528344
Ian	person_name		6529272	6529720
