text	entity_type		start	end
November 1, 2023	date		9258	10446
social sciences	occupation		20964	22026
Avil	person_name		29452	30230
social science	occupation		47376	48374
social science	occupation		54192	54902
social sciences	occupation		64788	65790
Alexey	person_name		122968	123694
philosopher	occupation		124648	125342
social ontology	occupation		126216	127118
Kairos Research	organization		130712	131720
Colin	person_name		133868	134194
Colleen	person_name		136492	137270
Danielle	person_name		140738	141590
Mao	person_name		209050	209602
hermeneutics	occupation		252824	253454
semantics	occupation		253624	254462
agents	occupation		284786	285470
Apple	organization		388326	389040
AIDS	medical_condition		415758	416484
French	nationality		465338	465756
social sciences	occupation		728686	729652
psychology	occupation		730942	731480
neuroscience	occupation		731560	732152
topology	occupation		760058	760432
geometry	occupation		794200	795134
phenomenology	occupation		865276	866318
agent	occupation		882948	883230
Avel	person_name		929620	930074
Avel	person_name		940628	940998
social sciences	occupation		961356	962470
math	occupation		1052424	1053146
physics	occupation		1112008	1112558
math	occupation		1122208	1122406
sociology	occupation		1191268	1191914
sociologically	occupation		1214252	1215350
sociology	occupation		1286932	1287642
sociological sciences	occupation		1289108	1290650
agents	occupation		1292952	1293442
agents	occupation		1306456	1307080
agents	occupation		1310636	1310998
Avel	person_name		1320352	1321050
Mao	person_name		1337652	1337962
Mao	person_name		1342468	1342710
agents	occupation		1349966	1350580
agents	occupation		1365516	1366034
agents	occupation		1381488	1381742
agent	occupation		1383572	1383774
agent	occupation		1388772	1389070
Francesco Balzan	person_name		1394072	1395086
teacher	occupation		1399192	1399806
student	occupation		1400424	1400914
Axel Constant	person_name		1404668	1405778
Maxwell Ramstead	person_name		1406236	1407602
Ava	person_name		1412380	1412834
agents	occupation		1529412	1529662
agents	occupation		1538756	1539358
agents	occupation		1542916	1543518
agent	occupation		1544568	1544754
Avel	person_name		1566730	1567378
Colleen	person_name		1569710	1570326
Colleen	person_name		1573248	1574010
Maha	person_name		1585826	1586216
Colin	person_name		1710676	1711400
law	occupation		1731492	1731790
physics	occupation		1733156	1733690
sociology	occupation		1734452	1734922
